AnchorRepo,AnchorUrl,CandidateRepo,CandidateUrl,CandidateOwner,CandidateLanguage,CandidateStars,CandidateSubdomain,Score,ScoreBase,PenaltyCrossAnchorFreq,PenaltyRetrieval,PenaltyNotes,Qualified,TopicJaccard,LexicalJaccard,LanguageMatch,StarSimilarity,RecencySimilarity,SubdomainMatch,QueryCoverage,TopSignals,ScoreBreakdownJson,WhyQualified,SourceQueries,Description,Rank,_anchor_folder,_anchor
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,huggingface/pytorch-pretrained-BigGAN,https://github.com/huggingface/pytorch-pretrained-BigGAN,huggingface,Python,1042,deep-learning,834.15,834.15,0,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0.0588,1,0.2624,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":38.24,""Lang"":250.0,""Stars"":45.91,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":834.15,""ScoreFinal"":834.15}",Score>=MinimumScore,pretrain language:Python stars:>=50,🦋A PyTorch implementation of BigGAN with pretrained weights and conversion scripts.,4,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,Cadene,Python,9107,deep-learning,832.81,832.81,0,50,QueryCoverage excluded from Score (recommended).,True,0.0833,0.0455,1,0.7329,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":75.0,""Lexical"":29.55,""Lang"":250.0,""Stars"":128.26,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":832.81,""ScoreFinal"":832.81}",Score>=MinimumScore,pretrain language:Python stars:>=50,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",5,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64063,deep-learning,828.47,1197.61,369.13,150,QueryCoverage excluded from Score (recommended).,True,0.5,0,1,0.8435,1,1,1,Topic+Lang+Subdomain,"{""Topic"":450.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":147.61,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":369.13,""ScoreBase"":1197.61,""ScoreFinal"":828.47}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100,Deep Learning for humans,6,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,google-deepmind,Python,9917,deep-learning,821.81,1031.5,209.69,50,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.7514,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":131.5,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":209.69,""ScoreBase"":1031.5,""ScoreFinal"":821.81}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,TensorFlow-based neural network library,7,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,lucidrains/denoising-diffusion-pytorch,https://github.com/lucidrains/denoising-diffusion-pytorch,lucidrains,Python,10567,deep-learning,810.89,1020.58,209.69,50,QueryCoverage excluded from Score (recommended).,True,0.2222,0.1333,1,0.7652,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":86.67,""Lang"":250.0,""Stars"":133.91,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":209.69,""ScoreBase"":1020.58,""ScoreFinal"":810.89}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,Implementation of Denoising Diffusion Probabilistic Model in Pytorch,8,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,zhusleep/pytorch_chinese_lm_pretrain,https://github.com/zhusleep/pytorch_chinese_lm_pretrain,zhusleep,Python,386,deep-learning,791.57,791.57,0,50,QueryCoverage excluded from Score (recommended).,True,0.1111,0.1667,1,0.0471,0.8,1,0.3333,Lang+Subdomain+Lexical,"{""Topic"":100.0,""Lexical"":108.33,""Lang"":250.0,""Stars"":8.24,""Recency"":100.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":791.57,""ScoreFinal"":791.57}",Score>=MinimumScore,pretrain language:Python stars:>=50,pytorch中文语言模型预训练,9,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,magicleap/SuperGluePretrainedNetwork,https://github.com/magicleap/SuperGluePretrainedNetwork,magicleap,Python,4017,deep-learning,787.16,787.16,0,50,QueryCoverage excluded from Score (recommended).,True,0.1,0,1,0.5552,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":90.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":97.16,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":787.16,""ScoreFinal"":787.16}",Score>=MinimumScore,pretrain language:Python stars:>=50,"SuperGlue: Learning Feature Matching with Graph Neural Networks (CVPR 2020, Oral)",10,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,ValueCell-ai/valuecell,https://github.com/ValueCell-ai/valuecell,ValueCell-ai,Python,10725,reinforcement,929.75,929.75,0,100,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.5986,1,1,0.6667,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":929.75,""ScoreFinal"":929.75}",Score>=MinimumScore,topic:crypto language:Python stars:>=50 | financial language:Python stars:>=50,"ValueCell is a community-driven, multi-agent platform for financial applications.",1,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,brokermr810/QuantDinger,https://github.com/brokermr810/QuantDinger,brokermr810,Python,6569,reinforcement,846.84,846.84,0,50,QueryCoverage excluded from Score (recommended).,True,0.1786,0,1,0.4922,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":160.71,""Lexical"":0.0,""Lang"":250.0,""Stars"":86.13,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":846.84,""ScoreFinal"":846.84}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,"AI quantitative trading platform for crypto, stocks, and forex with backtesting, live trading, market data, and multi-agent research.vibe-trading ,trading-agents,ai-trader,ai-trading",2,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,quantsbin/Quantsbin,https://github.com/quantsbin/Quantsbin,quantsbin,Python,632,reinforcement,825,825,0,50,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":825.0,""ScoreFinal"":825.0}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Quantitative Finance tools,3,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Michalos88/Quant-Projects,https://github.com/Michalos88/Quant-Projects,Michalos88,Python,73,reinforcement,768.75,768.75,0,50,QueryCoverage excluded from Score (recommended).,True,0.1875,0,1,0,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":168.75,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":768.75,""ScoreFinal"":768.75}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Implementations of Leading Algorithms in Quantitative Finance ,4,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,binance/binance-skills-hub,https://github.com/binance/binance-skills-hub,binance,Python,858,reinforcement,728.82,728.82,0,50,QueryCoverage excluded from Score (recommended).,True,0.1333,0,1,0.0504,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":120.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":8.82,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":728.82,""ScoreFinal"":728.82}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,Binance Skills Hub is an open skills marketplace that gives AI agents native access to crypto,5,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,cuemacro,Python,3764,reinforcement,724.97,724.97,0,50,QueryCoverage excluded from Score (recommended).,True,0.0667,0,1,0.3713,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":64.97,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":724.97,""ScoreFinal"":724.97}",Score>=MinimumScore,financial language:Python stars:>=50,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians),6,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,openai/baselines,https://github.com/openai/baselines,openai,Python,16719,reinforcement,721.62,721.62,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.695,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":121.62,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":721.62,""ScoreFinal"":721.62}",Score>=MinimumScore,reinforcement learning stars:>=100,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,7,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,tylerebowers/Schwabdev,https://github.com/tylerebowers/Schwabdev,tylerebowers,Python,792,reinforcement,713.78,713.78,0,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.033,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":5.78,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":713.78,""ScoreFinal"":713.78}",Score>=MinimumScore,financial language:Python stars:>=50,An easy and lightweight wrapper for using the Charles Schwab API.,8,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,Farama-Foundation,Python,11945,reinforcement,708.85,708.85,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.622,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.85,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":708.85,""ScoreFinal"":708.85}",Score>=MinimumScore,reinforcement learning stars:>=100,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related utilities (formerly Gym)",9,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,openai/spinningup,https://github.com/openai/spinningup,openai,Python,11791,reinforcement,708.36,708.36,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.6192,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.36,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":708.36,""ScoreFinal"":708.36}",Score>=MinimumScore,reinforcement learning stars:>=100,An educational resource to help anyone learn deep reinforcement learning.,10,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB
apache/airflow,https://github.com/apache/airflow,feast-dev/feast,https://github.com/feast-dev/feast,feast-dev,Python,7052,mlops,884.13,884.13,0,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.595,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.13,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":884.13,""ScoreFinal"":884.13}",Score>=MinimumScore,topic:mlops stars:>=100,The Open Source Feature Store for AI/ML,1,apache-airflow,apache/airflow
apache/airflow,https://github.com/apache/airflow,dagster-io/dagster,https://github.com/dagster-io/dagster,dagster-io,Python,15569,mlops,875.79,1146.72,270.93,50,QueryCoverage excluded from Score (recommended).,True,0.4583,0,1,0.767,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":412.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.22,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":270.93,""ScoreBase"":1146.72,""ScoreFinal"":875.79}",Score>=MinimumScore,topic:mlops stars:>=100,"An orchestration platform for the development, production, and observation of data assets.",2,apache-airflow,apache/airflow
apache/airflow,https://github.com/apache/airflow,abhishek-ch/around-dataengineering,https://github.com/abhishek-ch/around-dataengineering,abhishek-ch,Python,1145,mlops,785.07,785.07,0,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.2004,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":35.07,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":785.07,""ScoreFinal"":785.07}",Score>=MinimumScore,topic:airflow language:Python stars:>=50,A Data Engineering & Machine Learning Knowledge Hub,3,apache-airflow,apache/airflow
apache/airflow,https://github.com/apache/airflow,san089/goodreads_etl_pipeline,https://github.com/san089/goodreads_etl_pipeline,san089,Python,1510,mlops,774.15,774.15,0,100,QueryCoverage excluded from Score (recommended).,True,0.1429,0,1,0.2605,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":128.57,""Lexical"":0.0,""Lang"":250.0,""Stars"":45.58,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":774.15,""ScoreFinal"":774.15}",Score>=MinimumScore,topic:airflow language:Python stars:>=50 | topic:apache-airflow language:Python stars:>=50,"An end-to-end GoodReads Data Pipeline for Building Data Lake, Data Warehouse and Analytics Platform.",4,apache-airflow,apache/airflow
apache/airflow,https://github.com/apache/airflow,elyra-ai/elyra,https://github.com/elyra-ai/elyra,elyra-ai,Python,1994,mlops,756.14,756.14,0,100,QueryCoverage excluded from Score (recommended).,True,0.1111,0,1,0.3208,1,1,0.6667,Lang+Subdomain+Recency,"{""Topic"":100.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":56.14,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":756.14,""ScoreFinal"":756.14}",Score>=MinimumScore,topic:airflow language:Python stars:>=50 | topic:apache-airflow language:Python stars:>=50,Elyra extends JupyterLab with an AI centric approach.,5,apache-airflow,apache/airflow
