"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"tflearn/tflearn","https://github.com/tflearn/tflearn","tflearn","Python","9583","False","False","3/31/2016 12:05:53 PM","5/22/2026 3:52:30 AM","Deep learning library featuring a higher-level API for TensorFlow.","data-science;deep-learning;machine-learning;neural-network;tensorflow;tflearn","topic:data-science language:Python stars:>=50"
"aliasrobotics/cai","https://github.com/aliasrobotics/cai","aliasrobotics","Python","8589","False","False","3/31/2025 8:56:05 AM","5/22/2026 9:56:25 PM","Cybersecurity AI (CAI), the framework for AI Security","artificial-intelligence;cybersecurity;framework;generative-ai;llm;pentesting","topic:artificial-intelligence language:Python stars:>=50"
"openai/openai-agents-python","https://github.com/openai/openai-agents-python","openai","Python","26584","False","False","3/11/2025 3:42:36 AM","5/22/2026 10:19:36 PM","A lightweight, powerful framework for multi-agent workflows","agents;ai;framework;harness;llm;openai;python","topic:ai language:Python stars:>=50"
"ZFTurbo/ZF_UNET_224_Pretrained_Model","https://github.com/ZFTurbo/ZF_UNET_224_Pretrained_Model","ZFTurbo","Python","217","False","False","5/4/2017 5:18:29 PM","2/2/2026 9:47:30 AM","Modification of convolutional neural net ""UNET"" for image segmentation in Keras framework","keras;pretrained-models;segmentation;unet;unet-image-segmentation","pretrain language:Python stars:>=50"
"keyu-tian/SparK","https://github.com/keyu-tian/SparK","keyu-tian","Python","1370","False","False","1/5/2023 1:19:34 PM","5/18/2026 1:04:40 PM","[ICLR'23 Spotlight🔥] The first successful BERT/MAE-style pretraining on any convolutional network; Pytorch impl. of ""Designing BERT for Convolutional Networks: Sparse and Hierarchical Masked Modeling""","bert;cnn;convnet;convolutional-neural-networks;deep-learning;iclr;iclr2023;instance-segmentation;mae;mask-rcnn;masked-autoencoder;masked-image-modeling;object-detection;pre-trained-model;pretrain;pretraining;pytorch;self-supervised-learning;sparse-convolution;ssl","pretrain language:Python stars:>=50"
"mlwithme/BertWithPretrained","https://github.com/mlwithme/BertWithPretrained","mlwithme","Python","605","False","False","8/10/2021 12:54:02 PM","5/22/2026 2:30:15 AM","An implementation of the BERT model and its related downstream tasks based on the PyTorch framework. @月来客栈","bert;deep-learning;nlp;pretrained-models;pytorch;question-answering;squad;swag;text-classification","pretrain language:Python stars:>=50"
"mims-harvard/TFC-pretraining","https://github.com/mims-harvard/TFC-pretraining","mims-harvard","Python","524","False","False","3/12/2022 3:09:36 AM","5/15/2026 7:36:13 AM","Self-supervised contrastive learning for time series via time-frequency consistency","consistency-models;contrastive-learning;deep-learning;pre-trained-model;representation-learning;self-supervised-learning;time-series","pretrain language:Python stars:>=50"
"sansan0/TrendRadar","https://github.com/sansan0/TrendRadar","sansan0","Python","58038","False","False","4/28/2025 11:42:16 AM","5/22/2026 9:29:39 PM","⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。","ai;bark;data-analysis;docker;hot-news;llm;mail;mcp;mcp-server;news;ntfy;python;rss;trending-topics;wechat;wework","topic:ai language:Python stars:>=50"
"richarddwang/electra_pytorch","https://github.com/richarddwang/electra_pytorch","richarddwang","Python","332","False","False","5/3/2020 2:25:55 AM","5/20/2026 2:26:21 PM","Pretrain and finetune ELECTRA with fastai and huggingface. (Results of the paper replicated !)","deeplearning;electra;fastai;glue;huggingface;language-model;nlp;pytorch","pretrain language:Python stars:>=50"
"open-mmlab/mmdetection","https://github.com/open-mmlab/mmdetection","open-mmlab","Python","32706","False","False","8/22/2018 7:06:06 AM","5/22/2026 2:45:16 PM","OpenMMLab Detection Toolbox and Benchmark","cascade-rcnn;convnext;detr;fast-rcnn;faster-rcnn;glip;grounding-dino;instance-segmentation;mask-rcnn;object-detection;panoptic-segmentation;pytorch;retinanet;rtmdet;semisupervised-learning;ssd;swin-transformer;transformer;vision-transformer;yolo","pytorch language:Python stars:>=50"
"microsoft/JARVIS","https://github.com/microsoft/JARVIS","microsoft","Python","24753","False","False","3/30/2023 2:57:12 AM","5/22/2026 8:45:52 PM","JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf","deep-learning;platform;pytorch","pytorch language:Python stars:>=50"
"hpcaitech/ColossalAI","https://github.com/hpcaitech/ColossalAI","hpcaitech","Python","41391","False","False","10/28/2021 4:19:44 PM","5/22/2026 11:48:20 AM","Making large AI models cheaper, faster and more accessible","ai;big-model;data-parallelism;deep-learning;distributed-computing;foundation-models;heterogeneous-training;hpc;inference;large-scale;model-parallelism;pipeline-parallelism","topic:ai language:Python stars:>=50 | topic:deep-learning stars:>=100"
"alirezamika/autoscraper","https://github.com/alirezamika/autoscraper","alirezamika","Python","7175","False","False","8/31/2020 12:02:19 PM","5/20/2026 7:53:54 PM","A Smart, Automatic, Fast and Lightweight Web Scraper for Python","ai;artificial-intelligence;automation;crawler;machine-learning;python;scrape;scraper;scraping;web-scraping;webautomation;webscraping","topic:artificial-intelligence language:Python stars:>=50"
"allenai/dont-stop-pretraining","https://github.com/allenai/dont-stop-pretraining","allenai","Python","542","False","False","4/9/2020 6:13:00 PM","5/3/2026 6:42:05 AM","Code associated with the Don't Stop Pretraining ACL 2020 paper","natural-language-processing;pretrained-language-model","pretrain language:Python stars:>=50"
"OpenHands/OpenHands","https://github.com/OpenHands/OpenHands","OpenHands","Python","74538","False","False","3/13/2024 3:33:31 AM","5/22/2026 10:16:59 PM","🙌 OpenHands: AI-Driven Development","agent;artificial-intelligence;chatgpt;claude-ai;cli;developer-tools;gpt;llm;openai","topic:artificial-intelligence language:Python stars:>=50"
"VectifyAI/PageIndex","https://github.com/VectifyAI/PageIndex","VectifyAI","Python","31984","False","False","4/1/2025 10:53:54 AM","5/22/2026 9:51:01 PM","📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG","agentic-ai;agents;ai;ai-agents;context-engineering;information-retrieval;llm;rag;reasoning;retrieval;retrieval-augmented-generation;vector-database","topic:ai language:Python stars:>=50"
"HKUDS/nanobot","https://github.com/HKUDS/nanobot","HKUDS","Python","43001","False","False","2/1/2026 7:16:15 AM","5/22/2026 10:10:59 PM","Lightweight, open-source AI agent for your tools, chats, and workflows.","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;codex;codex-cli;llm;nanobot;openai;openclaw","topic:ai language:Python stars:>=50"
"Fosowl/agenticSeek","https://github.com/Fosowl/agenticSeek","Fosowl","Python","26404","False","False","2/19/2025 6:03:06 PM","5/22/2026 9:23:30 PM","Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)","agentic-ai;agents;ai;autonomous-agents;deepseek-r1;llm;llm-agents;voice-assistant","topic:ai language:Python stars:>=50"
"langchain-ai/langchain","https://github.com/langchain-ai/langchain","langchain-ai","Python","137416","False","False","10/17/2022 2:58:36 AM","5/22/2026 10:21:14 PM","The agent engineering platform.","agents;ai;ai-agents;anthropic;chatgpt;deepagents;enterprise;framework;gemini;generative-ai;langchain;langgraph;llm;multiagent;open-source;openai;pydantic;python;rag;typescript","topic:ai language:Python stars:>=50"
"vllm-project/vllm","https://github.com/vllm-project/vllm","vllm-project","Python","80747","False","False","2/9/2023 11:23:20 AM","5/22/2026 10:31:12 PM","A high-throughput and memory-efficient inference and serving engine for LLMs","amd;blackwell;cuda;deepseek;deepseek-v3;gpt;gpt-oss;inference;kimi;llama;llm;llm-serving;model-serving;moe;openai;pytorch;qwen;qwen3;tpu;transformer","pytorch language:Python stars:>=50"
"ludwig-ai/ludwig","https://github.com/ludwig-ai/ludwig","ludwig-ai","Python","11704","False","False","12/27/2018 11:58:12 PM","5/22/2026 6:16:51 AM","Low-code framework for building custom LLMs, neural networks, and other AI models","computer-vision;data-centric;data-science;deep;deep-learning;deeplearning;fine-tuning;learning;llama;llama2;llm;llm-training;machine-learning;machinelearning;mistral;ml;natural-language;natural-language-processing;neural-network;pytorch","topic:data-science language:Python stars:>=50"
"tokenbender/avataRL","https://github.com/tokenbender/avataRL","tokenbender","Python","293","False","False","5/30/2025 8:12:44 AM","5/10/2026 11:08:02 PM","rl from zero pretrain, can it be done? yes.","","pretrain language:Python stars:>=50"
"microsoft/RD-Agent","https://github.com/microsoft/RD-Agent","microsoft","Python","13158","False","False","4/3/2024 3:39:33 AM","5/22/2026 5:45:22 PM","Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report","agent;ai;automation;data-mining;data-science;development;llm;research","topic:data-science language:Python stars:>=50"
"lucidrains/vit-pytorch","https://github.com/lucidrains/vit-pytorch","lucidrains","Python","25199","False","False","10/3/2020 10:47:24 PM","5/22/2026 6:08:49 AM","Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single transformer encoder, in Pytorch","artificial-intelligence;attention-mechanism;computer-vision;image-classification;transformers","topic:artificial-intelligence language:Python stars:>=50 | pytorch language:Python stars:>=50"
"TransformerOptimus/SuperAGI","https://github.com/TransformerOptimus/SuperAGI","TransformerOptimus","Python","17533","False","False","5/13/2023 8:55:24 AM","5/22/2026 6:07:28 PM","<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.","agents;agi;ai;artificial-general-intelligence;artificial-intelligence;autonomous-agents;gpt-4;hacktoberfest;llm;llmops;nextjs;openai;pinecone;python;superagi","topic:artificial-intelligence language:Python stars:>=50"
"github/spec-kit","https://github.com/github/spec-kit","github","Python","104976","False","False","8/21/2025 10:54:31 PM","5/22/2026 10:42:52 PM","💫 Toolkit to help you get started with Spec-Driven Development","ai;copilot;development;engineering;prd;spec;spec-driven","topic:ai language:Python stars:>=50"
"coqui-ai/TTS","https://github.com/coqui-ai/TTS","coqui-ai","Python","45364","False","False","5/20/2020 3:45:28 PM","5/22/2026 9:01:10 PM","🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production","deep-learning;glow-tts;hifigan;melgan;multi-speaker-tts;python;pytorch;speaker-encoder;speaker-encodings;speech;speech-synthesis;tacotron;text-to-speech;tts;tts-model;vocoder;voice-cloning;voice-conversion;voice-synthesis","pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100"
"jingyaogong/minimind","https://github.com/jingyaogong/minimind","jingyaogong","Python","50416","False","False","7/27/2024 4:34:12 AM","5/22/2026 10:26:14 PM","🧠「大模型」2小时完全从0训练64M的小参数LLM！Train a 64M-parameter LLM from scratch in just 2h!","artificial-intelligence;large-language-model","topic:artificial-intelligence language:Python stars:>=50"
"allwefantasy/byzer-llm","https://github.com/allwefantasy/byzer-llm","allwefantasy","Python","313","False","False","4/4/2023 3:53:58 AM","5/5/2026 9:56:25 AM","Easy, fast, and cheap pretrain,finetune, serving for everyone","","pretrain language:Python stars:>=50"
"BVLC/caffe","https://github.com/BVLC/caffe","BVLC","C++","34597","False","False","9/12/2013 6:39:48 PM","5/22/2026 2:57:37 PM","Caffe: a fast open framework for deep learning.","deep-learning;machine-learning;vision","topic:deep-learning stars:>=100"
"explosion/spaCy","https://github.com/explosion/spaCy","explosion","Python","33601","False","False","7/3/2014 3:15:40 PM","5/22/2026 5:18:33 PM","💫 Industrial-strength Natural Language Processing (NLP) in Python","ai;artificial-intelligence;cython;data-science;deep-learning;entity-linking;machine-learning;named-entity-recognition;natural-language-processing;neural-network;neural-networks;nlp;nlp-library;python;spacy;text-classification;tokenization","topic:ai language:Python stars:>=50 | topic:artificial-intelligence language:Python stars:>=50 | topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100"
"rasbt/LLMs-from-scratch","https://github.com/rasbt/LLMs-from-scratch","rasbt","Jupyter Notebook","95392","False","False","7/23/2023 6:15:57 PM","5/22/2026 10:20:51 PM","Implement a ChatGPT-like LLM in PyTorch from scratch, step by step","ai;artificial-intelligence;attention-mechanism;deep-learning;finetuning;from-scratch;generative-ai;gpt;instruction-tuning;language-model;large-language-models;llm;machine-learning;natural-language-processing;pretraining;python;pytorch;tokenizer;transformers","topic:deep-learning stars:>=100"
"recommenders-team/recommenders","https://github.com/recommenders-team/recommenders","recommenders-team","Python","21713","False","False","9/19/2018 10:06:07 AM","5/22/2026 7:22:52 AM","Best Practices on Recommendation Systems","ai;artificial-intelligence;data-science;deep-learning;jupyter-notebook;kubernetes;machine-learning;operationalization;python;ranking;rating;recommendation;recommendation-algorithm;recommendation-engine;recommendation-system;recommender;tutorial","topic:artificial-intelligence language:Python stars:>=50 | topic:data-science language:Python stars:>=50"
"pyg-team/pytorch_geometric","https://github.com/pyg-team/pytorch_geometric","pyg-team","Python","23780","False","False","10/6/2017 4:03:03 PM","5/22/2026 8:58:59 PM","Graph Neural Network Library for PyTorch","deep-learning;geometric-deep-learning;graph-convolutional-networks;graph-neural-networks;pytorch","pytorch language:Python stars:>=50"
"zhusleep/pytorch_chinese_lm_pretrain","https://github.com/zhusleep/pytorch_chinese_lm_pretrain","zhusleep","Python","386","False","False","7/17/2020 8:02:34 AM","3/31/2026 6:43:24 AM","pytorch中文语言模型预训练","bert;nlp;pytorch","pretrain language:Python stars:>=50"
"scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","Python","66148","False","False","8/17/2010 9:43:38 AM","5/22/2026 8:48:03 PM","scikit-learn: machine learning in Python","data-analysis;data-science;machine-learning;python;statistics","topic:data-science language:Python stars:>=50"
"lucidrains/DALLE2-pytorch","https://github.com/lucidrains/DALLE2-pytorch","lucidrains","Python","11317","False","False","4/7/2022 4:14:08 AM","5/19/2026 11:09:59 PM","Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch","artificial-intelligence;deep-learning;text-to-image","topic:artificial-intelligence language:Python stars:>=50"
"camel-ai/camel","https://github.com/camel-ai/camel","camel-ai","Python","17020","False","False","3/17/2023 9:41:54 PM","5/22/2026 1:08:13 PM","🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org","agent;ai-societies;artificial-intelligence;communicative-ai;cooperative-ai;deep-learning;large-language-models;multi-agent-systems;natural-language-processing","topic:artificial-intelligence language:Python stars:>=50"
"Res2Net/Res2Net-PretrainedModels","https://github.com/Res2Net/Res2Net-PretrainedModels","Res2Net","Python","1115","False","False","7/4/2019 3:35:43 AM","5/13/2026 7:04:46 AM","(ImageNet pretrained models) The official pytorch implemention of the TPAMI paper ""Res2Net: A New Multi-scale Backbone Architecture""","backbone;jittor;multi-scale;pytorch;res2net","pretrain language:Python stars:>=50"
"Pythagora-io/gpt-pilot","https://github.com/Pythagora-io/gpt-pilot","Pythagora-io","Python","33775","False","False","8/16/2023 11:56:07 AM","5/21/2026 4:46:21 PM","The first real AI developer","ai;codegen;coding-assistant;developer-tools;gpt-4;research-project","topic:ai language:Python stars:>=50"
"karpathy/minGPT","https://github.com/karpathy/minGPT","karpathy","Python","24423","False","False","8/17/2020 7:08:48 AM","5/22/2026 7:23:25 PM","A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training","","pytorch language:Python stars:>=50"
"vaexio/vaex","https://github.com/vaexio/vaex","vaexio","Python","8505","False","False","9/27/2014 9:44:42 AM","5/19/2026 9:51:01 AM","Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a billion rows per second 🚀","bigdata;data-science;dataframe;hdf5;machine-learning;machinelearning;memory-mapped-file;pyarrow;python;tabular-data;visualization","topic:data-science language:Python stars:>=50"
"cvat-ai/cvat","https://github.com/cvat-ai/cvat","cvat-ai","Python","15888","False","False","6/29/2018 2:02:45 PM","5/22/2026 6:53:07 PM","Computer Vision Annotation Tool (CVAT) is a leading platform for building high-quality visual datasets for vision AI. It offers open-source, cloud, and enterprise products, as well as labeling services, for image, video, and 3D annotation with AI-assisted labeling, quality assurance, team collaboration, analytics, and developer APIs.","annotation;annotation-tool;annotations;boundingbox;computer-vision;computer-vision-annotation;dataset;deep-learning;image-annotation;image-classification;image-labeling;image-labelling-tool;imagenet;labeling;labeling-tool;object-detection;pytorch;semantic-segmentation;tensorflow;video-annotation","pytorch language:Python stars:>=50"
"langchain-ai/langgraph","https://github.com/langchain-ai/langgraph","langchain-ai","Python","32710","False","False","8/9/2023 6:33:12 PM","5/22/2026 10:31:39 PM","Build resilient agents.","agents;ai;ai-agents;chatgpt;deepagents;enterprise;framework;gemini;generative-ai;langchain;langgraph;llm;multiagent;open-source;openai;pydantic;python;rag","topic:ai language:Python stars:>=50"
"swj0419/detect-pretrain-code","https://github.com/swj0419/detect-pretrain-code","swj0419","Python","243","False","False","10/5/2023 11:56:09 PM","5/8/2026 8:21:21 PM","This repository provides an original implementation of Detecting Pretraining Data from Large Language Models by *Weijia Shi, *Anirudh Ajith, Mengzhou Xia, Yangsibo Huang, Daogao Liu , Terra Blevins , Danqi Chen , Luke Zettlemoyer.","","pretrain language:Python stars:>=50"
"OlafenwaMoses/ImageAI","https://github.com/OlafenwaMoses/ImageAI","OlafenwaMoses","Python","8875","False","False","3/19/2018 11:12:33 PM","5/21/2026 8:46:23 AM","A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities","ai-practice-recommendations;algorithm;artificial-intelligence;artificial-neural-networks;densenet;detection;gpu;image-prediction;image-recognition;imageai;inceptionv3;machine-learning;object-detection;offline-capable;prediction;python;python3;squeezenet;video","topic:artificial-intelligence language:Python stars:>=50"
"openai/CLIP","https://github.com/openai/CLIP","openai","Jupyter Notebook","33556","False","False","12/16/2020 11:24:42 AM","5/22/2026 7:41:01 PM","CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image","deep-learning;machine-learning","topic:deep-learning stars:>=100"
"cleanlab/cleanlab","https://github.com/cleanlab/cleanlab","cleanlab","Python","11474","False","False","5/11/2018 1:55:21 AM","5/21/2026 8:39:33 AM","Cleanlab's open-source library is the standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.","active-learning;annotation;anomaly-detection;data-annotation;data-centric-ai;data-cleaning;data-curation;data-labeling;data-profiling;data-quality;data-science;data-validation;datasets;exploratory-data-analysis;labeling;machine-learning;noisy-labels;out-of-distribution-detection;outlier-detection;weak-supervision","topic:data-science language:Python stars:>=50"
"google-deepmind/sonnet","https://github.com/google-deepmind/sonnet","google-deepmind","Python","9918","False","False","4/3/2017 11:34:35 AM","5/22/2026 11:38:53 AM","TensorFlow-based neural network library","artificial-intelligence;deep-learning;machine-learning;neural-networks;tensorflow","topic:artificial-intelligence language:Python stars:>=50"
"ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","57455","False","False","9/11/2022 4:39:45 PM","5/22/2026 10:43:07 PM","Ultralytics YOLO 🚀","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100"
"TencentARC/GFPGAN","https://github.com/TencentARC/GFPGAN","TencentARC","Python","37460","False","False","3/19/2021 6:18:20 AM","5/22/2026 6:05:15 PM","GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.","deep-learning;face-restoration;gan;gfpgan;image-restoration;pytorch;super-resolution","pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100"
"shilrley6/Faster-R-CNN-with-model-pretrained-on-Visual-Genome","https://github.com/shilrley6/Faster-R-CNN-with-model-pretrained-on-Visual-Genome","shilrley6","Python","239","False","False","1/13/2020 6:58:58 AM","12/24/2025 4:03:13 AM","Faster RCNN model in Pytorch version, pretrained on the Visual Genome with ResNet 101","","pretrain language:Python stars:>=50"
"hiyouga/LlamaFactory","https://github.com/hiyouga/LlamaFactory","hiyouga","Python","71512","False","False","5/28/2023 10:09:12 AM","5/22/2026 9:15:45 PM","Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","agent;ai;deepseek;fine-tuning;gemma;gpt;instruction-tuning;large-language-models;llama;llama3;llm;lora;moe;nlp;peft;qlora;quantization;qwen;rlhf;transformers","topic:ai language:Python stars:>=50"
"eriklindernoren/PyTorch-GAN","https://github.com/eriklindernoren/PyTorch-GAN","eriklindernoren","Python","17462","False","False","4/21/2018 1:06:40 PM","5/22/2026 9:50:35 PM","PyTorch implementations of Generative Adversarial Networks.","","pytorch language:Python stars:>=50"
"allenai/olmoearth_pretrain","https://github.com/allenai/olmoearth_pretrain","allenai","Python","227","False","False","1/13/2025 8:53:19 PM","5/22/2026 4:48:03 PM","Earth system foundation model data, training, and eval","","pretrain language:Python stars:>=50"
"The-Pocket/PocketFlow","https://github.com/The-Pocket/PocketFlow","The-Pocket","Python","10653","False","False","12/24/2024 2:43:30 AM","5/22/2026 8:07:52 PM","Pocket Flow: 100-line LLM framework. Let Agents build Agents!","agentic-ai;agentic-framework;agentic-workflow;agents;ai-framework;ai-frameworks;aiagent;aiagents;artificial-intelligence;flow-based-programming;flow-engineering;large-language-model;large-language-models;llm-agent;llm-framework;pocket-flow;pocketflow;retrieval-augmented-generation;workflow;workflow-orchestration","topic:artificial-intelligence language:Python stars:>=50"
"dagster-io/dagster","https://github.com/dagster-io/dagster","dagster-io","Python","15555","False","False","4/30/2018 4:30:04 PM","5/22/2026 10:23:23 PM","An orchestration platform for the development, production, and observation of data assets.","analytics;dagster;data-engineering;data-integration;data-orchestrator;data-pipelines;data-science;etl;metadata;mlops;orchestration;python;scheduler;workflow;workflow-automation","topic:data-science language:Python stars:>=50"
"Anjok07/ultimatevocalremovergui","https://github.com/Anjok07/ultimatevocalremovergui","Anjok07","Python","24743","False","False","7/20/2020 9:29:01 PM","5/22/2026 9:25:42 PM"," GUI for a Vocal Remover that uses Deep Neural Networks.","audio;instrumental;karaoke;kareokee;music;pytorch;separation;source;spectrogram;vocal;vocal-remover;vocals","pytorch language:Python stars:>=50"
"lucidrains/imagen-pytorch","https://github.com/lucidrains/imagen-pytorch","lucidrains","Python","8405","False","False","5/23/2022 10:06:13 PM","5/22/2026 8:41:13 PM","Implementation of Imagen, Google's Text-to-Image Neural Network, in Pytorch","artificial-intelligence;deep-learning;imagination-machine;text-to-image;text-to-video","topic:artificial-intelligence language:Python stars:>=50"
"GokuMohandas/Made-With-ML","https://github.com/GokuMohandas/Made-With-ML","GokuMohandas","Jupyter Notebook","47737","False","False","11/5/2018 3:44:27 AM","5/22/2026 9:35:23 PM","Learn how to develop, deploy and iterate on production-grade ML applications.","data-engineering;data-quality;data-science;deep-learning;distributed-ml;distributed-training;llms;machine-learning;mlops;natural-language-processing;python;pytorch;ray","topic:deep-learning stars:>=100"
