"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"mgalley/DSTC7-End-to-End-Conversation-Modeling","https://github.com/mgalley/DSTC7-End-to-End-Conversation-Modeling","mgalley","Python","175","False","False","5/29/2018 9:56:20 PM","12/10/2025 11:48:33 AM","Grounded conversational dataset for end-to-end conversational AI (official DSTC7 data)","conversational-ai;dataset;dialogue;dialogue-systems;end-to-end-machine-learning","topic:dialogue language:Python stars:>=50"
"stanford-oval/genienlp","https://github.com/stanford-oval/genienlp","stanford-oval","Python","89","False","False","1/29/2020 4:26:43 PM","4/20/2026 7:47:20 PM","GenieNLP: A versatile codebase for any NLP task","deep-learning;dialogue;natural-language-processing;nlp;paraphrasing;question-answering;semantic-parsing;seq2seq;translation","topic:dialogue language:Python stars:>=50"
"tensorflow/lingvo","https://github.com/tensorflow/lingvo","tensorflow","Python","2864","False","False","7/24/2018 10:30:28 PM","5/17/2026 7:48:28 PM","Lingvo","asr;distributed;gpu-computing;language-model;lm;machine-translation;mnist;nlp;research;seq2seq;speech;speech-recognition;speech-synthesis;speech-to-text;tensorflow;translation;tts","topic:machine-translation language:Python stars:>=50"
"jessevig/bertviz","https://github.com/jessevig/bertviz","jessevig","Python","8065","False","False","12/16/2018 4:50:42 PM","5/21/2026 1:32:21 PM","BertViz: Visualize Attention in Transformer Models","bert;gpt2;machine-learning;natural-language-processing;neural-network;nlp;pytorch;roberta;transformer;transformers;visualization","nlp language:Python stars:>=50"
"treeverse/dvc","https://github.com/treeverse/dvc","treeverse","Python","15620","False","False","3/4/2017 8:16:33 AM","5/22/2026 5:28:12 PM","🦉 Data Versioning and ML Experiments","ai;data-science;data-version-control;developer-tools;machine-learning;reproducibility;unstructured-data","topic:machine-learning language:Python stars:>=50"
"DA-southampton/NLP_ability","https://github.com/DA-southampton/NLP_ability","DA-southampton","Python","7492","False","False","6/16/2020 3:20:02 AM","5/22/2026 8:07:12 AM","总结梳理自然语言处理工程师(NLP)需要积累的各方面知识，包括面试题，各种基础知识，工程能力等等，提升核心竞争力","","nlp language:Python stars:>=50"
"tryolabs/norfair","https://github.com/tryolabs/norfair","tryolabs","Python","2647","False","False","7/1/2020 8:15:44 PM","5/22/2026 5:38:12 PM","Lightweight Python library for adding real-time multi-object tracking to any detector.","deepsort;kalman-filter;multi-object-tracking;object-detection;object-tracking;pose-estimation;python;re-id;re-identification;tracking;tracking-algorithm;video-inference-loop;video-tracking","track language:Python stars:>=50"
"666ghj/BettaFish","https://github.com/666ghj/BettaFish","666ghj","Python","41005","False","False","7/1/2024 1:11:38 PM","5/22/2026 4:16:57 PM","微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。","agent-framework;data-analysis;deep-research;deep-search;llms;multi-agent-system;nlp;public-opinion-analysis;python3;sentiment-analysis","nlp language:Python stars:>=50 | topic:nlp stars:>=100"
"ifzhang/FairMOT","https://github.com/ifzhang/FairMOT","ifzhang","Python","4240","False","False","4/4/2020 7:48:48 AM","5/22/2026 6:07:54 AM","[IJCV-2021] FairMOT: On the Fairness of Detection and Re-Identification in Multi-Object Tracking","joint-detection-and-tracking;multi-object-tracking;one-shot-tracker;real-time","track language:Python stars:>=50"
"nlpdata/dream","https://github.com/nlpdata/dream","nlpdata","Python","78","False","False","2/22/2019 4:01:14 PM","12/15/2025 1:48:07 PM","DREAM: A Challenge Dataset and Models for Dialogue-Based Reading Comprehension","dataset;dialogue;machine-reading-comprehension","topic:dialogue language:Python stars:>=50"
"abewley/sort","https://github.com/abewley/sort","abewley","Python","4363","False","False","2/3/2016 3:16:23 AM","5/20/2026 12:01:17 PM","Simple, online, and realtime tracking of multiple objects in a video sequence.","","track language:Python stars:>=50"
"jina-ai/serve","https://github.com/jina-ai/serve","jina-ai","Python","21868","False","False","2/13/2020 5:04:44 PM","5/22/2026 7:12:43 AM","☁️ Build multimodal AI applications with cloud-native stack","cloud-native;cncf;deep-learning;docker;fastapi;framework;generative-ai;grpc;jaeger;kubernetes;llmops;machine-learning;microservice;mlops;multimodal;neural-search;opentelemetry;orchestration;pipeline;prometheus","topic:machine-learning language:Python stars:>=50"
"thammegowda/nllb-serve","https://github.com/thammegowda/nllb-serve","thammegowda","Python","259","False","False","7/27/2022 7:46:14 PM","4/7/2026 8:08:15 AM","Meta's ""No Language Left Behind"" models served as web app and REST API","machine-translation;multilingual;nlp;transformers;translation","topic:machine-translation language:Python stars:>=50"
"bbfamily/abu","https://github.com/bbfamily/abu","bbfamily","Python","17234","False","False","9/19/2016 3:31:53 PM","5/22/2026 11:39:20 AM","阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构","algorithmic-trading;bitcoin;machine-learning;matplotlib;numpy;pandas;quant;quantitative-trading;stock;trade;trading","topic:machine-learning language:Python stars:>=50"
"csebuetnlp/banglanmt","https://github.com/csebuetnlp/banglanmt","csebuetnlp","Python","153","False","False","10/5/2020 2:45:18 PM","3/7/2026 7:54:17 PM","This repository contains the code and data of the paper titled ""Not Low-Resource Anymore: Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation"" published in Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP 2020), November 16 - November 20, 2020.","bangla-dataset-machine-translation;bangla-machine-translation;bangla-nlp;emnlp-2020;low-resource-languages;low-resource-machine-translation;low-resource-nlp;machine-translation;neural-machine-translation;parallel-corpora;parallel-corpus","topic:machine-translation language:Python stars:>=50"
"X-PLUG/ChatPLUG","https://github.com/X-PLUG/ChatPLUG","X-PLUG","Python","324","False","False","4/16/2023 1:40:16 PM","4/17/2026 1:24:20 PM","A Chinese Open-Domain Dialogue System","chat;chatbot;chatgpt;chinese;dialogue;encoder-decoder;instruction-finetuning;knowledge-augment;large-language-models;open-domain-dialogue-system;personality;pretraining","topic:dialogue language:Python stars:>=50"
"dgtlmoon/changedetection.io","https://github.com/dgtlmoon/changedetection.io","dgtlmoon","Python","31665","False","False","1/27/2021 4:03:30 PM","5/22/2026 10:24:46 PM","Best and simplest tool for website change detection, web page monitoring, and website change alerts. Perfect for tracking content changes, price drops, restock alerts, and website defacement monitoring—all for free or enjoy our SaaS plan!","back-in-stock;change-alert;change-detection;change-monitoring;monitoring;notifications;restock-monitor;rss;self-hosted;url-monitor;web-scraping;website-change-detection;website-change-detector;website-change-monitor;website-change-notification;website-change-tracker;website-defacement-monitoring;website-monitor;website-monitoring;website-watcher","track language:Python stars:>=50"
"AI4Finance-Foundation/FinGPT","https://github.com/AI4Finance-Foundation/FinGPT","AI4Finance-Foundation","Jupyter Notebook","20269","False","False","2/11/2023 8:21:34 PM","5/22/2026 8:47:59 PM","FinGPT: Open-Source Financial Large Language Models!  Revolutionize 🔥    We release the trained model on HuggingFace.","chatgpt;finance;fingpt;fintech;large-language-models;machine-learning;nlp;prompt-engineering;pytorch;reinforcement-learning;robo-advisor;sentiment-analysis;technical-analysis","topic:nlp stars:>=100"
"clovaai/som-dst","https://github.com/clovaai/som-dst","clovaai","Python","152","False","False","5/25/2020 5:20:38 AM","3/17/2026 7:55:15 AM","SOM-DST: Efficient Dialogue State Tracking by Selectively Overwriting Memory (ACL 2020)","dialogue;dialogue-state-tracking","topic:dialogue language:Python stars:>=50"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","jadore801120","Python","9729","False","False","6/14/2017 10:15:20 AM","5/22/2026 3:48:06 PM","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","attention;attention-is-all-you-need;deep-learning;natural-language-processing;nlp;pytorch","nlp language:Python stars:>=50"
"windrises/dialogue.moe","https://github.com/windrises/dialogue.moe","windrises","Python","344","False","False","6/28/2019 5:18:28 AM","5/11/2026 4:49:22 PM","","dialogue;django;elasticsearch;scrapy;vue","topic:dialogue language:Python stars:>=50"
"microsoft/AI-For-Beginners","https://github.com/microsoft/AI-For-Beginners","microsoft","Jupyter Notebook","47713","False","False","3/3/2021 4:27:36 PM","5/22/2026 9:03:18 PM","12 Weeks, 24 Lessons, AI for All!","ai;artificial-intelligence;cnn;computer-vision;deep-learning;gan;machine-learning;microsoft-for-beginners;nlp;rnn","topic:nlp stars:>=100"
"Lightning-AI/pytorch-lightning","https://github.com/Lightning-AI/pytorch-lightning","Lightning-AI","Python","31153","False","False","3/31/2019 12:45:57 AM","5/22/2026 2:50:41 PM","Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch","topic:machine-learning language:Python stars:>=50"
"thu-coai/CDial-GPT","https://github.com/thu-coai/CDial-GPT","thu-coai","Python","1948","False","False","6/8/2020 1:01:49 PM","5/19/2026 11:35:08 AM"," A Large-scale Chinese Short-Text Conversation Dataset and Chinese pre-training dialog models ","dialogue;gpt;gpt-2;lccc;pytorch;text-generation","topic:dialogue language:Python stars:>=50"
"antoinelame/GazeTracking","https://github.com/antoinelame/GazeTracking","antoinelame","Python","2571","False","False","2/9/2019 10:27:07 PM","5/22/2026 12:00:52 PM","👀 Eye Tracking library easily implementable to your projects","eye-tracking;gaze-tracking;opencv;python","track language:Python stars:>=50"
"JaidedAI/EasyOCR","https://github.com/JaidedAI/EasyOCR","JaidedAI","Python","29504","False","False","3/14/2020 11:46:39 AM","5/22/2026 7:58:27 PM","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.","cnn;crnn;data-mining;deep-learning;easyocr;image-processing;information-retrieval;lstm;machine-learning;ocr;optical-character-recognition;python;pytorch;scene-text;scene-text-recognition","topic:machine-learning language:Python stars:>=50"
"visionml/pytracking","https://github.com/visionml/pytracking","visionml","Python","3499","False","False","4/3/2019 10:17:53 AM","5/22/2026 3:06:43 PM","Visual tracking library based on PyTorch.","computer-vision;machine-learning;tracking;visual-tracking","track language:Python stars:>=50"
"eriklindernoren/ML-From-Scratch","https://github.com/eriklindernoren/ML-From-Scratch","eriklindernoren","Python","31514","False","False","2/5/2017 12:11:23 PM","5/22/2026 9:59:58 AM","Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.","data-mining;data-science;deep-learning;deep-reinforcement-learning;genetic-algorithm;machine-learning;machine-learning-from-scratch","topic:machine-learning language:Python stars:>=50"
"bitextor/bitextor","https://github.com/bitextor/bitextor","bitextor","Python","299","False","False","4/16/2018 10:04:27 AM","4/22/2026 9:52:44 AM","Bitextor generates translation memories from multilingual websites","apertium;bicleaner;bitextor;bleualign;corpus-generator;corpus-processing;corpus-tools;crawler;dictionaries;document-aligner;hunalign;machine-translation;neural-machine-translation;parallel-corpora;sentence-segmentation;statistical-machine-translation;tmx;tokenizer;warc;wget","topic:machine-translation language:Python stars:>=50"
"persiannlp/parsinlu","https://github.com/persiannlp/parsinlu","persiannlp","Python","168","False","False","10/1/2020 5:16:32 PM","3/27/2026 8:16:36 PM","A comprehensive suite of high-level NLP tasks for Persian language","farsi;machine-translation;mt5-models;natural-language-inference;natural-language-processing;persian;persian-language;query-paraphrasing;reading-comprehension;sentiment-analysis;sentiment-analysis-dataset;textual-entailment","topic:machine-translation language:Python stars:>=50"
"microsoft/GODEL","https://github.com/microsoft/GODEL","microsoft","Python","882","False","False","5/10/2022 10:58:14 PM","5/21/2026 6:03:33 AM","Large-scale pretrained models for goal-directed dialog","conversational-ai;data-processing;dialogpt;dialogue;dialogue-systems;grounded-generation;language-grounding;language-model;machine-learning;pretrained-model;pytorch;text-data;text-generation;transformer;transformers","topic:dialogue language:Python stars:>=50"
"hiyouga/LlamaFactory","https://github.com/hiyouga/LlamaFactory","hiyouga","Python","71512","False","False","5/28/2023 10:09:12 AM","5/22/2026 9:15:45 PM","Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","agent;ai;deepseek;fine-tuning;gemma;gpt;instruction-tuning;large-language-models;llama;llama3;llm;lora;moe;nlp;peft;qlora;quantization;qwen;rlhf;transformers","nlp language:Python stars:>=50 | topic:nlp stars:>=100"
"rohitg00/ai-engineering-from-scratch","https://github.com/rohitg00/ai-engineering-from-scratch","rohitg00","Python","11829","False","False","3/18/2026 6:38:02 PM","5/22/2026 10:46:32 PM","Learn it. Build it. Ship it for others.","agents;ai;ai-agents;ai-engineering;computer-vision;course;deep-learning;from-scratch;generative-ai;llm;machine-learning;mcp;nlp;python;reinforcement-learning;rust;swarm-intelligence;transformers;tutorial;typescript","nlp language:Python stars:>=50 | topic:nlp stars:>=100"
"jofpin/trape","https://github.com/jofpin/trape","jofpin","Python","8678","False","False","10/31/2017 2:03:57 PM","5/22/2026 7:32:36 PM","People tracker on the Internet: OSINT analysis and research tool by Jose Pino","flask;footprint;hacking;hacking-tool;jose-pino;osint;phising;python;recognition;security;social-engineering;tracking","track language:Python stars:>=50"
"allenai/RL4LMs","https://github.com/allenai/RL4LMs","allenai","Python","2386","False","False","8/18/2022 5:29:16 AM","5/19/2026 11:52:31 PM","A modular RL library to fine-tune language models to human preferences","dialogue-generation;language-modeling;machine-translation;natural-language-processing;nlp;reinforcement-learning;summarization;table-to-text;text-generation","topic:machine-translation language:Python stars:>=50"
"pytorch/vision","https://github.com/pytorch/vision","pytorch","Python","17692","False","False","11/9/2016 11:11:43 PM","5/22/2026 3:58:43 PM","Datasets, Transforms and Models specific to Computer Vision","computer-vision;machine-learning","topic:machine-learning language:Python stars:>=50"
"jlin816/dialop","https://github.com/jlin816/dialop","jlin816","Python","112","False","False","5/31/2023 5:28:43 PM","4/14/2026 3:45:25 AM","DialOp: Decision-oriented dialogue environments for collaborative language agents","agent;ai;artificial-intelligence;dialogue;gpt-3;large-language-models;llm;llm-agent;multi-agent;natural-language-processing","topic:dialogue language:Python stars:>=50"
"jkkummerfeld/irc-disentanglement","https://github.com/jkkummerfeld/irc-disentanglement","jkkummerfeld","Python","60","False","False","10/13/2018 9:48:19 PM","4/26/2026 6:32:26 AM","Dataset and model for disentangling chat on IRC","dataset;dialog;dialogue;disentanglement;dynet;irc;natural-language-processing;neural-network;nlp","topic:dialogue language:Python stars:>=50"
"BerriAI/litellm","https://github.com/BerriAI/litellm","BerriAI","Python","47970","False","False","7/27/2023 12:09:52 AM","5/22/2026 10:43:29 PM","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]","ai-gateway;anthropic;azure-openai;bedrock;gateway;langchain;litellm;llm;llm-gateway;llmops;mcp-gateway;openai;openai-proxy;vertex-ai","track language:Python stars:>=50"
"Unbabel/OpenKiwi","https://github.com/Unbabel/OpenKiwi","Unbabel","Python","233","False","False","2/4/2019 10:53:37 AM","4/6/2026 9:48:21 AM","Open-Source Machine Translation Quality Estimation in PyTorch","machine-translation;openkiwi;pytorch;pytorch-lightning;quality-estimation;translation-quality-estimation","topic:machine-translation language:Python stars:>=50"
"Shark-NLP/CoNT","https://github.com/Shark-NLP/CoNT","Shark-NLP","Python","152","False","False","5/28/2022 8:31:36 AM","1/19/2026 6:24:04 AM","[NeurIPS'22 Spotlight] Data and code for our paper CoNT: Contrastive Neural Text Generation ","contrastive-learning;generation;machine-translation;pytorch;summarization","topic:machine-translation language:Python stars:>=50"
"scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","Python","66149","False","False","8/17/2010 9:43:38 AM","5/22/2026 10:45:01 PM","scikit-learn: machine learning in Python","data-analysis;data-science;machine-learning;python;statistics","topic:machine-learning language:Python stars:>=50"
"zjunlp/PromptKG","https://github.com/zjunlp/PromptKG","zjunlp","Python","734","False","False","12/18/2021 4:07:44 AM","1/31/2026 5:39:24 PM","PromptKG Family: a Gallery of Prompt Learning & KG-related research works, toolkits, and paper-list.","awsome-list;demo-tuning;dialogue;genkgc;knowledge-graph;knowledge-informed-prompt-learning;lambdakg;link-prediction;natural-language-processing;nlp;paper;paper-list;prompt-tuning;promptkg;pytorch;question-answering;relation-extraction;retrieval-augmented;retrievalre;retroprompt","topic:dialogue language:Python stars:>=50"
"Tautulli/Tautulli","https://github.com/Tautulli/Tautulli","Tautulli","Python","6485","False","False","2/22/2015 4:36:06 PM","5/21/2026 1:19:58 PM","A Python based monitoring and tracking tool for Plex Media Server.","analytics;monitoring;notifications;plex;plexpy;python;statistics;stats;tautulli","track language:Python stars:>=50"
"FuzzyGrim/Yamtrack","https://github.com/FuzzyGrim/Yamtrack","FuzzyGrim","Python","2744","False","False","12/9/2022 10:58:21 PM","5/22/2026 8:15:07 PM","A self hosted media tracker.","django;docker;docker-compose;media-tracker;postgresql;self-hosted;sqlite;tailwindcss","track language:Python stars:>=50"
"spencermountain/compromise","https://github.com/spencermountain/compromise","spencermountain","JavaScript","12095","False","False","7/5/2011 9:04:38 AM","5/21/2026 6:57:07 AM","modest natural-language processing","named-entity-recognition;nlp;part-of-speech","topic:nlp stars:>=100"
"jasonwu0731/trade-dst","https://github.com/jasonwu0731/trade-dst","jasonwu0731","Python","393","False","False","5/19/2019 7:37:03 PM","5/11/2026 12:33:38 PM","Source code for transferable dialogue state generator (TRADE, Wu et al., 2019). https://arxiv.org/abs/1905.08743 ","dialogue;dialogue-state-tracking;machine-learning;multi-domain;natural-language-processing;seq2seq","topic:dialogue language:Python stars:>=50"
"openvinotoolkit/openvino","https://github.com/openvinotoolkit/openvino","openvinotoolkit","C++","10272","False","False","10/15/2018 10:54:40 AM","5/22/2026 5:45:49 PM","OpenVINO™ is an open source toolkit for optimizing and deploying AI inference","ai;computer-vision;deep-learning;deploy-ai;diffusion-models;generative-ai;good-first-issue;inference;llm-inference;natural-language-processing;nlp;openvino;optimize-ai;performance-boost;recommendation-system;speech-recognition;stable-diffusion;transformers;yolo","topic:nlp stars:>=100"
"thammegowda/mtdata","https://github.com/thammegowda/mtdata","thammegowda","Python","163","False","False","4/6/2020 7:07:25 AM","4/13/2026 9:09:44 PM","A tool that locates, downloads, and extracts machine translation corpora","dataset;machine-translation;multilingual;natural-language-generation;natural-language-processing;parallel-data","topic:machine-translation language:Python stars:>=50"
"cosmoquester/2021-dialogue-summary-competition","https://github.com/cosmoquester/2021-dialogue-summary-competition","cosmoquester","Python","128","False","False","12/17/2021 11:37:36 AM","1/31/2026 7:28:26 PM","[2021 훈민정음 한국어 음성•자연어 인공지능 경진대회] 대화요약 부문 알라꿍달라꿍 팀의 대화요약 학습 및 추론 코드를 공유하기 위한 레포입니다.","dialogue;huggingface-transformers;nlp;pytorch-lightning;summarization","topic:dialogue language:Python stars:>=50"
"lvapeab/nmt-keras","https://github.com/lvapeab/nmt-keras","lvapeab","Python","532","False","False","11/22/2016 2:04:09 PM","3/26/2026 3:09:04 AM","Neural Machine Translation with Keras ","attention-is-all-you-need;attention-mechanism;attention-model;attention-seq2seq;deep-learning;gru;keras;lstm-networks;machine-learning;machine-translation;neural-machine-translation;nmt;sequence-to-sequence;tensorflow;theano;transformer;web-demo","topic:machine-translation language:Python stars:>=50"
"1never/open2ch-dialogue-corpus","https://github.com/1never/open2ch-dialogue-corpus","1never","Python","100","False","False","9/13/2019 2:21:53 AM","5/12/2026 12:30:04 PM","おーぷん2ちゃんねるをクロールして作成した対話コーパス","corpus;datasets;dialogue;japanese","topic:dialogue language:Python stars:>=50"
"rsennrich/subword-nmt","https://github.com/rsennrich/subword-nmt","rsennrich","Python","2272","False","False","9/1/2015 10:50:32 AM","5/15/2026 3:51:06 PM","Unsupervised Word Segmentation for Neural Machine Translation and Text Generation","bpe;machine-translation;neural-machine-translation;nmt;segmentation;subword-units","topic:machine-translation language:Python stars:>=50"
"yistLin/pytorch-dual-learning","https://github.com/yistLin/pytorch-dual-learning","yistLin","Python","165","False","False","11/25/2017 3:08:03 AM","5/12/2026 5:48:29 PM","Implementation of Dual Learning NMT on PyTorch","dual-learning;machine-translation;pytorch","topic:machine-translation language:Python stars:>=50"
"ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","57456","False","False","9/11/2022 4:39:45 PM","5/22/2026 10:45:41 PM","Ultralytics YOLO 🚀","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","topic:machine-learning language:Python stars:>=50"
"rotki/rotki","https://github.com/rotki/rotki","rotki","Python","3866","False","False","3/5/2018 11:26:09 AM","5/22/2026 9:35:19 PM","A portfolio tracking, analytics, accounting and management application that protects your privacy","accounting;analytics;bitcoin;blockchain;cryptocurrencies;cryptocurrency-exchanges;cryptocurrency-portfolio;cryptocurrency-portfolio-tracking;ethereum;hacktoberfest;management;management-system;portfolio-tracker;tracking","track language:Python stars:>=50"
"declare-lab/dialogue-understanding","https://github.com/declare-lab/dialogue-understanding","declare-lab","Python","127","False","False","9/7/2020 12:04:06 PM","5/15/2026 8:06:39 PM","This repository contains PyTorch implementation for the baseline models from the paper Utterance-level Dialogue Understanding: An Empirical Study","adversarial-attacks;bert;bert-embeddings;conversational-agents;conversational-ai;dialogue;dialogue-act;dialogue-systems;dialogue-understanding;emotion-analysis;emotion-recognition;emotion-recognition-in-conversation;explainable-ai;lstm;natural-language-processing;natural-language-understanding;pretrained-models;pytorch;sentiment-analysis;utterance-level-dialogue","topic:dialogue language:Python stars:>=50"
"mangodxd/youtube-auto-dub","https://github.com/mangodxd/youtube-auto-dub","mangodxd","Python","283","False","False","1/5/2026 6:06:40 AM","5/20/2026 12:07:52 PM","AI-powered YouTube video dubbing pipeline. Automatically transcribes (Whisper), translates (Google), and generates neural dubbing (Edge-TTS) with smart audio-video synchronization and background music preservation.","ai-dubbing;automated-dubbing;automatic-subtitles;edge-tts;machine-translation;multilingual-video;speech-to-speech;video-translation;whisper-asr;youtube-automation","topic:machine-translation language:Python stars:>=50"
"ufal/neuralmonkey","https://github.com/ufal/neuralmonkey","ufal","Python","418","False","False","6/16/2016 10:46:43 AM","4/20/2026 1:37:51 PM","An open-source tool for sequence learning in NLP built on TensorFlow.","deep-learning;encoder-decoder;gpu;image-captioning;machine-translation;mt;neural-machine-translation;neural-networks;nlp;nmt;python;sequence-to-sequence;tensorflow","topic:machine-translation language:Python stars:>=50"
"jcyk/gtos","https://github.com/jcyk/gtos","jcyk","Python","191","False","False","7/16/2019 8:54:47 AM","10/23/2025 3:25:43 AM","Code for AAAI2020 paper ""Graph Transformer for Graph-to-Sequence Learning""","amr;graph-neural-networks;graph-transformer;machine-translation","topic:machine-translation language:Python stars:>=50"
