AnchorRepo,_anchor_folder,Rank,CandidateRepo,IsMagnet,Score,Qualified,PenaltyCrossAnchorFreq,FrequencyInFinal30AcrossAnchors,Description
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,4,qualcomm/aimet,False,797.82,True,0,1,AIMET is a library that provides advanced quantization and compression techniques for trained neural network models.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,5,Lightning-AI/pytorch-lightning,True,784.04,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,1,tflearn/tflearn,False,914.17,True,85.6,5,Deep learning library featuring a higher-level API for TensorFlow.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,2,mdbloice/Augmentor,False,906.07,True,0,1,Image augmentation library in Python for machine learning.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,3,unit8co/darts,False,888.83,True,85.6,5,A python library for user-friendly forecasting and anomaly detection on time series.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,4,Lightning-AI/pytorch-lightning,True,881.94,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,5,streamlit/streamlit,True,851.38,True,135.35,9,Streamlit — A faster way to build and share data apps.
explosion/spaCy,explosion-spacy,1,stanfordnlp/stanza,False,948.89,True,85.6,5,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
explosion/spaCy,explosion-spacy,2,Lightning-AI/pytorch-lightning,True,934.05,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
explosion/spaCy,explosion-spacy,3,kornia/kornia,False,852.05,True,76.89,4,🐍 Geometric Computer Vision Library for Spatial AI
explosion/spaCy,explosion-spacy,4,google-deepmind/sonnet,False,851.75,True,76.89,4,TensorFlow-based neural network library
explosion/spaCy,explosion-spacy,5,keras-team/keras,True,840.12,True,135.35,12,Deep Learning for humans
gradio-app/gradio,gradio-app-gradio,1,streamlit/streamlit,True,975.39,True,135.35,9,Streamlit — A faster way to build and share data apps.
gradio-app/gradio,gradio-app-gradio,2,unit8co/darts,False,843.63,True,85.6,5,A python library for user-friendly forecasting and anomaly detection on time series.
gradio-app/gradio,gradio-app-gradio,3,Lightning-AI/pytorch-lightning,True,836.74,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
gradio-app/gradio,gradio-app-gradio,4,keras-team/keras,True,824.19,True,135.35,12,Deep Learning for humans
gradio-app/gradio,gradio-app-gradio,5,NannyML/nannyml,False,808.15,True,33.11,2,nannyml: post-deployment data science in python
huggingface/datasets,huggingface-datasets,1,Lightning-AI/litgpt,False,880.16,True,66.23,1,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale."
huggingface/datasets,huggingface-datasets,2,jacobgil/pytorch-grad-cam,False,846.32,True,33.11,2,"Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more."
huggingface/datasets,huggingface-datasets,3,rohitg00/ai-engineering-from-scratch,False,846.16,True,85.6,3,Learn it. Build it. Ship it for others.
huggingface/datasets,huggingface-datasets,4,ludwig-ai/ludwig,False,838.87,True,92.96,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
huggingface/datasets,huggingface-datasets,5,mlfoundations/open_clip,False,834.3,True,52.48,1,An open source implementation of CLIP.
huggingface/transformers,huggingface-transformers,1,GradientHQ/parallax,False,817.24,True,0,1,Parallax is a distributed model serving framework that lets you build your own AI cluster anywhere
huggingface/transformers,huggingface-transformers,2,jessevig/bertviz,False,808.15,True,33.11,1,BertViz: Visualize Attention in Transformer Models
huggingface/transformers,huggingface-transformers,3,sgl-project/sglang,False,806.03,True,76.89,1,SGLang is a high-performance serving framework for large language models and multimodal models.
huggingface/transformers,huggingface-transformers,4,hiyouga/EasyR1,False,799.26,True,0,1,"EasyR1: An Efficient, Scalable, Multi-Modality RL Training Framework based on veRL"
huggingface/transformers,huggingface-transformers,5,vllm-project/vllm,False,788.19,True,92.96,2,A high-throughput and memory-efficient inference and serving engine for LLMs
jina-ai/serve,jina-ai-serve,1,bentoml/BentoML,False,873.5,True,52.48,1,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!"
jina-ai/serve,jina-ai-serve,2,Netflix/metaflow,False,821.76,True,52.48,1,"Build, Manage and Deploy AI/ML Systems"
jina-ai/serve,jina-ai-serve,3,rohitg00/ai-engineering-from-scratch,False,738.54,True,85.6,3,Learn it. Build it. Ship it for others.
jina-ai/serve,jina-ai-serve,4,PrefectHQ/fastmcp,False,736.39,True,33.11,1,"🚀 The fast, Pythonic way to build MCP servers and clients."
jina-ai/serve,jina-ai-serve,5,agentscope-ai/agentscope,False,736.06,True,33.11,1,"Build and run agents you can see, understand and trust."
onnx/onnx,onnx-onnx,1,google-deepmind/sonnet,False,926.99,True,76.89,4,TensorFlow-based neural network library
onnx/onnx,onnx-onnx,2,Lightning-AI/pytorch-lightning,True,921.69,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
onnx/onnx,onnx-onnx,3,kornia/kornia,False,911.35,True,76.89,4,🐍 Geometric Computer Vision Library for Spatial AI
onnx/onnx,onnx-onnx,4,flwrlabs/flower,False,889.74,True,85.6,4,Flower: A Friendly Federated AI Framework
onnx/onnx,onnx-onnx,5,stanfordnlp/stanza,False,841.47,True,85.6,5,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
pytorch/pytorch,pytorch-pytorch,1,chainer/chainer,False,1082.91,True,0,1,A flexible framework of neural networks for deep learning
pytorch/pytorch,pytorch-pytorch,2,norse/norse,False,1050,True,0,1,Deep learning with spiking neural networks (SNNs) in PyTorch.
pytorch/pytorch,pytorch-pytorch,3,leptonai/leptonai,False,999.17,True,0,1,A Pythonic framework to simplify AI service building
pytorch/pytorch,pytorch-pytorch,4,pranftw/neograd,False,990.38,True,0,1,A deep learning framework created from scratch with Python and NumPy
pytorch/pytorch,pytorch-pytorch,5,oreilly-japan/deep-learning-from-scratch-3,False,960,True,0,1,"『ゼロから作る Deep Learning ❸』(O'Reilly Japan, 2020)"
ray-project/ray,ray-project-ray,1,google/langextract,False,788.66,True,76.89,3,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.
ray-project/ray,ray-project-ray,2,NVIDIA/TensorRT-LLM,False,777,True,33.11,1,TensorRT LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and supports state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT 
ray-project/ray,ray-project-ray,3,torchpipe/torchpipe,False,773.08,True,0,1,Serving Inside Pytorch
ray-project/ray,ray-project-ray,4,ELS-RD/transformer-deploy,False,769.64,True,0,1,"Efficient, scalable and enterprise-grade CPU/GPU inference server for 🤗 Hugging Face transformer models 🚀"
ray-project/ray,ray-project-ray,5,huggingface/datasets,False,768.13,True,126.07,2,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
recommenders-team/recommenders,recommenders-team-recommenders,1,Lightning-AI/pytorch-lightning,True,923.2,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
recommenders-team/recommenders,recommenders-team-recommenders,2,unit8co/darts,False,837.53,True,85.6,5,A python library for user-friendly forecasting and anomaly detection on time series.
recommenders-team/recommenders,recommenders-team-recommenders,3,kornia/kornia,False,822.99,True,76.89,4,🐍 Geometric Computer Vision Library for Spatial AI
recommenders-team/recommenders,recommenders-team-recommenders,4,explosion/spaCy,True,813.18,True,138.08,8,💫 Industrial-strength Natural Language Processing (NLP) in Python
recommenders-team/recommenders,recommenders-team-recommenders,5,google-deepmind/sonnet,False,810.44,True,76.89,4,TensorFlow-based neural network library
sebastianruder/NLP-progress,sebastianruder-NLP-progress,1,nltk/nltk,False,957.85,True,0,1,NLTK Source
sebastianruder/NLP-progress,sebastianruder-NLP-progress,2,jasonwu0731/trade-dst,False,920.51,True,0,1,"Source code for transferable dialogue state generator (TRADE, Wu et al., 2019). https://arxiv.org/abs/1905.08743 "
sebastianruder/NLP-progress,sebastianruder-NLP-progress,3,hankcs/HanLP,False,907.58,True,0,1,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,4,budzianowski/multiwoz,False,899.29,True,0,1,"Source code for end-to-end dialogue model from the MultiWOZ paper (Budzianowski et al. 2018, EMNLP)"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,5,Maluuba/nlg-eval,False,865.46,True,0,1,Evaluation code for various unsupervised automated metrics for Natural Language Generation.
serengil/deepface,serengil-deepface,1,deepinsight/insightface,False,805.07,True,33.11,1,State-of-the-art 2D and 3D Face Analysis Project
serengil/deepface,serengil-deepface,2,Zeyi-Lin/HivisionIDPhotos,False,772.5,True,66.23,2,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。
serengil/deepface,serengil-deepface,3,RangiLyu/nanodet,False,754.6,True,0,1,NanoDet-Plus⚡Super fast and lightweight anchor-free object detection model. 🔥Only 980 KB(int8) / 1.8MB (fp16) and run 97FPS on cellphone🔥
serengil/deepface,serengil-deepface,4,Lightning-AI/pytorch-lightning,True,753.65,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
serengil/deepface,serengil-deepface,5,Lasagne/Lasagne,False,752.53,True,0,1,Lightweight library to build and train neural networks in Theano
streamlit/streamlit,streamlit-streamlit,1,gradio-app/gradio,True,978.29,True,132.45,8,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!"
streamlit/streamlit,streamlit-streamlit,2,unit8co/darts,False,957.38,True,85.6,5,A python library for user-friendly forecasting and anomaly detection on time series.
streamlit/streamlit,streamlit-streamlit,3,Lightning-AI/pytorch-lightning,True,950.49,True,138.08,11,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
streamlit/streamlit,streamlit-streamlit,4,keras-team/keras,True,925.95,True,135.35,12,Deep Learning for humans
streamlit/streamlit,streamlit-streamlit,5,tflearn/tflearn,False,876.36,True,85.6,5,Deep learning library featuring a higher-level API for TensorFlow.
ultralytics/yolov5,ultralytics-yolov5,1,Megvii-BaseDetection/YOLOX,False,1010.34,True,0,1,"YOLOX is a high-performance anchor-free YOLO, exceeding yolov3~v5 with MegEngine, ONNX, TensorRT, ncnn, and OpenVINO supported. Documentation: https://yolox.readthedocs.io/"
ultralytics/yolov5,ultralytics-yolov5,2,WangQvQ/YOLOMagic,False,1000,True,0,1,"YOLO Magic🪄 is an extension based on Ultralytics' YOLOv5, designed to provide more powerful functionality and simpler operations for visual tasks."
ultralytics/yolov5,ultralytics-yolov5,3,tinyvision/DAMO-YOLO,False,982.55,True,0,1,"DAMO-YOLO: a fast and accurate object detection method with some new techs, including NAS backbones, efficient RepGFPN, ZeroHead, AlignedOTA, and distillation enhancement."
ultralytics/yolov5,ultralytics-yolov5,4,ayooshkathuria/pytorch-yolo-v3,False,943.58,True,0,1,A PyTorch implementation of the YOLO v3 object detection algorithm
ultralytics/yolov5,ultralytics-yolov5,5,open-mmlab/mmyolo,False,893.1,True,0,1,"OpenMMLab YOLO series toolbox and benchmark. Implemented RTMDet, RTMDet-Rotated,YOLOv5, YOLOv6, YOLOv7, YOLOv8,YOLOX, PPYOLOE, etc."
