AnchorRepo,AnchorUrl,CandidateRepo,CandidateUrl,CandidateOwner,CandidateLanguage,CandidateStars,CandidateSubdomain,Score,ScoreBase,PenaltyCrossAnchorFreq,PenaltyRetrieval,PenaltyNotes,Qualified,TopicJaccard,LexicalJaccard,LanguageMatch,StarSimilarity,RecencySimilarity,SubdomainMatch,QueryCoverage,TopSignals,ScoreBreakdownJson,WhyQualified,SourceQueries,Description,Rank,_anchor_folder,_anchor,_source
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,kornia/kornia,https://github.com/kornia/kornia,kornia,Python,11212,deep-learning,907.58,1082.32,174.74,50,QueryCoverage excluded from Score (recommended).,True,0.3846,0,1,0.7781,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":346.15,""Lexical"":0.0,""Lang"":250.0,""Stars"":136.16,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":174.74,""ScoreBase"":1082.32,""ScoreFinal"":907.58}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,🐍 Geometric Computer Vision Library for Spatial AI,1,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,stanfordnlp,Python,7803,deep-learning,902.85,1097.39,194.54,50,QueryCoverage excluded from Score (recommended).,True,0.4167,0,1,0.6994,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":375.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":122.39,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":194.54,""ScoreBase"":1097.39,""ScoreFinal"":902.85}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages",2,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,unit8co/darts,https://github.com/unit8co/darts,unit8co,Python,9390,deep-learning,894.89,1089.43,194.54,50,QueryCoverage excluded from Score (recommended).,True,0.4,0,1,0.7396,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":360.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.43,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":194.54,""ScoreBase"":1089.43,""ScoreFinal"":894.89}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,A python library for user-friendly forecasting and anomaly detection on time series.,3,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64085,deep-learning,889.98,1197.59,307.61,150,QueryCoverage excluded from Score (recommended).,True,0.5,0,1,0.8434,1,1,1,Topic+Lang+Subdomain,"{""Topic"":450.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":147.59,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":307.61,""ScoreBase"":1197.59,""ScoreFinal"":889.98}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100,Deep Learning for humans,4,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,google-deepmind,Python,9917,deep-learning,856.76,1031.5,174.74,50,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.7514,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":131.5,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":174.74,""ScoreBase"":1031.5,""ScoreFinal"":856.76}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,TensorFlow-based neural network library,5,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,lucidrains/denoising-diffusion-pytorch,https://github.com/lucidrains/denoising-diffusion-pytorch,lucidrains,Python,10566,deep-learning,845.83,1020.58,174.74,50,QueryCoverage excluded from Score (recommended).,True,0.2222,0.1333,1,0.7652,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":86.67,""Lang"":250.0,""Stars"":133.91,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":174.74,""ScoreBase"":1020.58,""ScoreFinal"":845.83}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,Implementation of Denoising Diffusion Probabilistic Model in Pytorch,6,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,huggingface/pytorch-pretrained-BigGAN,https://github.com/huggingface/pytorch-pretrained-BigGAN,huggingface,Python,1042,deep-learning,834.15,834.15,0,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0.0588,1,0.2624,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":38.24,""Lang"":250.0,""Stars"":45.91,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":834.15,""ScoreFinal"":834.15}",Score>=MinimumScore,pretrain language:Python stars:>=50,🦋A PyTorch implementation of BigGAN with pretrained weights and conversion scripts.,7,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,Cadene,Python,9107,deep-learning,832.81,832.81,0,50,QueryCoverage excluded from Score (recommended).,True,0.0833,0.0455,1,0.7329,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":75.0,""Lexical"":29.55,""Lang"":250.0,""Stars"":128.26,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":832.81,""ScoreFinal"":832.81}",Score>=MinimumScore,pretrain language:Python stars:>=50,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",8,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,tflearn/tflearn,https://github.com/tflearn/tflearn,tflearn,Python,9581,deep-learning,805.65,1000.19,194.54,50,QueryCoverage excluded from Score (recommended).,True,0.3,0,1,0.744,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":270.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":130.19,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":194.54,""ScoreBase"":1000.19,""ScoreFinal"":805.65}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,Deep learning library featuring a higher-level API for TensorFlow.,9,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,lucidrains/DALLE2-pytorch,https://github.com/lucidrains/DALLE2-pytorch,lucidrains,Python,11315,deep-learning,799.47,994.01,194.54,50,QueryCoverage excluded from Score (recommended).,True,0.25,0.05,1,0.7801,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":32.5,""Lang"":250.0,""Stars"":136.51,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":194.54,""ScoreBase"":994.01,""ScoreFinal"":799.47}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch",10,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,ValueCell-ai/valuecell,https://github.com/ValueCell-ai/valuecell,ValueCell-ai,Python,10717,reinforcement,929.75,929.75,0,100,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.5986,1,1,0.6667,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":929.75,""ScoreFinal"":929.75}",Score>=MinimumScore,topic:crypto language:Python stars:>=50 | financial language:Python stars:>=50,"ValueCell is a community-driven, multi-agent platform for financial applications.",1,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,brokermr810/QuantDinger,https://github.com/brokermr810/QuantDinger,brokermr810,Python,6505,reinforcement,846.49,846.49,0,50,QueryCoverage excluded from Score (recommended).,True,0.1786,0,1,0.4902,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":160.71,""Lexical"":0.0,""Lang"":250.0,""Stars"":85.78,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":846.49,""ScoreFinal"":846.49}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,"AI quantitative trading platform for crypto, stocks, and forex with backtesting, live trading, market data, and multi-agent research.vibe-trading ,trading-agents,ai-trader,ai-trading",2,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,quantsbin/Quantsbin,https://github.com/quantsbin/Quantsbin,quantsbin,Python,630,reinforcement,825,825,0,50,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":825.0,""ScoreFinal"":825.0}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Quantitative Finance tools,3,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Michalos88/Quant-Projects,https://github.com/Michalos88/Quant-Projects,Michalos88,Python,73,reinforcement,768.75,768.75,0,50,QueryCoverage excluded from Score (recommended).,True,0.1875,0,1,0,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":168.75,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":768.75,""ScoreFinal"":768.75}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Implementations of Leading Algorithms in Quantitative Finance ,4,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,binance/binance-skills-hub,https://github.com/binance/binance-skills-hub,binance,Python,856,reinforcement,728.75,728.75,0,50,QueryCoverage excluded from Score (recommended).,True,0.1333,0,1,0.05,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":120.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":8.75,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":728.75,""ScoreFinal"":728.75}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,Binance Skills Hub is an open skills marketplace that gives AI agents native access to crypto,5,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,cuemacro,Python,3764,reinforcement,724.99,724.99,0,50,QueryCoverage excluded from Score (recommended).,True,0.0667,0,1,0.3714,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":64.99,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":724.99,""ScoreFinal"":724.99}",Score>=MinimumScore,financial language:Python stars:>=50,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians),6,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,openai/baselines,https://github.com/openai/baselines,openai,Python,16719,reinforcement,721.65,721.65,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.6951,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":121.65,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":721.65,""ScoreFinal"":721.65}",Score>=MinimumScore,reinforcement learning stars:>=100,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,7,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,tylerebowers/Schwabdev,https://github.com/tylerebowers/Schwabdev,tylerebowers,Python,792,reinforcement,713.8,713.8,0,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.0331,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":5.8,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":713.8,""ScoreFinal"":713.8}",Score>=MinimumScore,financial language:Python stars:>=50,An easy and lightweight wrapper for using the Charles Schwab API.,8,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Farama-Foundation/Gymnasium,https://github.com/Farama-Foundation/Gymnasium,Farama-Foundation,Python,11943,reinforcement,708.86,708.86,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.6221,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.86,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":708.86,""ScoreFinal"":708.86}",Score>=MinimumScore,reinforcement learning stars:>=100,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related utilities (formerly Gym)",9,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,openai/spinningup,https://github.com/openai/spinningup,openai,Python,11788,reinforcement,708.37,708.37,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.6192,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":108.37,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":708.37,""ScoreFinal"":708.37}",Score>=MinimumScore,reinforcement learning stars:>=100,An educational resource to help anyone learn deep reinforcement learning.,10,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
apache/airflow,https://github.com/apache/airflow,dagster-io/dagster,https://github.com/dagster-io/dagster,dagster-io,Python,15568,mlops,920.95,1146.73,225.77,50,QueryCoverage excluded from Score (recommended).,True,0.4583,0,1,0.767,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":412.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.23,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":225.77,""ScoreBase"":1146.73,""ScoreFinal"":920.95}",Score>=MinimumScore,topic:mlops stars:>=100,"An orchestration platform for the development, production, and observation of data assets.",1,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,feast-dev/feast,https://github.com/feast-dev/feast,feast-dev,Python,7050,mlops,884.13,884.13,0,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.595,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.13,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":884.13,""ScoreFinal"":884.13}",Score>=MinimumScore,topic:mlops stars:>=100,The Open Source Feature Store for AI/ML,2,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,abhishek-ch/around-dataengineering,https://github.com/abhishek-ch/around-dataengineering,abhishek-ch,Python,1145,mlops,785.08,785.08,0,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.2005,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":35.08,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":785.08,""ScoreFinal"":785.08}",Score>=MinimumScore,topic:airflow language:Python stars:>=50,A Data Engineering & Machine Learning Knowledge Hub,3,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,Avaiga/taipy,https://github.com/Avaiga/taipy,Avaiga,Python,19224,mlops,782.64,933.15,150.51,50,QueryCoverage excluded from Score (recommended).,True,0.2121,0,1,0.8128,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":190.91,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.24,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":150.51,""ScoreBase"":933.15,""ScoreFinal"":782.64}",Score>=MinimumScore,topic:mlops stars:>=100,Turns Data and AI algorithms into production-ready web applications in no time.,4,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,san089/goodreads_etl_pipeline,https://github.com/san089/goodreads_etl_pipeline,san089,Python,1510,mlops,774.16,774.16,0,100,QueryCoverage excluded from Score (recommended).,True,0.1429,0,1,0.2605,1,1,0.6667,Lang+Subdomain+Topic,"{""Topic"":128.57,""Lexical"":0.0,""Lang"":250.0,""Stars"":45.59,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":774.16,""ScoreFinal"":774.16}",Score>=MinimumScore,topic:airflow language:Python stars:>=50 | topic:apache-airflow language:Python stars:>=50,"An end-to-end GoodReads Data Pipeline for Building Data Lake, Data Warehouse and Analytics Platform.",5,apache-airflow,apache/airflow,30_Matches
