"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"TheAlgorithms/Python","https://github.com/TheAlgorithms/Python","TheAlgorithms","Python","221309","False","False","7/16/2016 9:44:01 AM","5/22/2026 5:58:45 PM","All Algorithms implemented in Python","algorithm;algorithm-competitions;algorithms-implemented;algos;community-driven;education;hacktoberfest;interview;learn;practice;python;searches;sorting-algorithms;sorts","p language:Python stars:>=50"
"skypilot-org/skypilot","https://github.com/skypilot-org/skypilot","skypilot-org","Python","10012","False","False","8/11/2021 11:32:15 PM","5/22/2026 6:01:49 PM","Run, manage, and scale AI workloads on any AI infrastructure. Use one system to access & manage all AI compute (Kubernetes, Slurm, 20+ clouds, on-prem).","cloud-computing;cloud-management;cost-optimization;deep-learning;distributed-training;gpu;hyperparameter-tuning;job-queue;job-scheduler;llm-serving;llm-training;machine-learning;ml-infrastructure;ml-platform;mlops;multicloud;slurm;spot-instances;tpu","topic:gpu language:Python stars:>=50"
"OlafenwaMoses/ImageAI","https://github.com/OlafenwaMoses/ImageAI","OlafenwaMoses","Python","8875","False","False","3/19/2018 11:12:33 PM","5/21/2026 8:46:23 AM","A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities","ai-practice-recommendations;algorithm;artificial-intelligence;artificial-neural-networks;densenet;detection;gpu;image-prediction;image-recognition;imageai;inceptionv3;machine-learning;object-detection;offline-capable;prediction;python;python3;squeezenet;video","topic:gpu language:Python stars:>=50"
"tlkh/asitop","https://github.com/tlkh/asitop","tlkh","Python","4572","False","False","10/27/2021 3:50:16 PM","5/22/2026 4:11:38 PM","Perf monitoring CLI tool for Apple Silicon","apple-silicon;cli;cpu;gpu;m1;macos","topic:gpu language:Python stars:>=50"
"fal-ai/flashpack","https://github.com/fal-ai/flashpack","fal-ai","Python","229","False","False","10/24/2025 3:39:45 PM","5/20/2026 12:56:49 PM","High-throughput tensor loading for PyTorch","","tensors language:Python stars:>=50"
"fferflo/einx","https://github.com/fferflo/einx","fferflo","Python","506","False","False","7/19/2023 2:27:22 PM","5/22/2026 6:26:31 AM","Universal Notation for Tensor Operations in Python","","tensors language:Python stars:>=50"
"ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","57452","False","False","9/11/2022 4:39:45 PM","5/22/2026 4:36:19 PM","Ultralytics YOLO 🚀","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"faif/python-patterns","https://github.com/faif/python-patterns","faif","Python","42752","False","False","6/6/2012 9:02:35 PM","5/22/2026 1:13:06 PM","A collection of design patterns/idioms in Python","design-patterns;idioms;python","p language:Python stars:>=50"
"chainer/chainer","https://github.com/chainer/chainer","chainer","Python","5917","False","False","6/5/2015 5:50:37 AM","5/21/2026 4:31:42 AM","A flexible framework of neural networks for deep learning","chainer;cuda;cudnn;cupy;deep-learning;gpu;machine-learning;neural-network;neural-networks;numpy;python","topic:gpu language:Python stars:>=50"
"pypa/pipenv","https://github.com/pypa/pipenv","pypa","Python","25075","False","False","1/20/2017 12:44:02 AM","5/22/2026 2:40:56 PM"," Python Development Workflow for Humans.","packaging;pip;pipfile;python;virtualenv","p language:Python stars:>=50"
"fancompute/legume","https://github.com/fancompute/legume","fancompute","Python","147","False","False","6/12/2019 10:32:00 PM","5/2/2026 11:42:48 PM"," 🌱 Guided-mode expansion of photonic crystal slabs","autograd;eigenmodes;optics;photonics","topic:autograd language:Python stars:>=50"
"FujiwaraChoki/MoneyPrinterV2","https://github.com/FujiwaraChoki/MoneyPrinterV2","FujiwaraChoki","Python","30526","False","False","2/12/2024 11:20:42 AM","5/22/2026 2:05:05 PM","Automate the process of making money online.","automation;cli;json;money;outreach;python;twitter;youtube","p language:Python stars:>=50"
"d2l-ai/d2l-zh","https://github.com/d2l-ai/d2l-zh","d2l-ai","Python","77938","False","False","8/23/2017 4:40:24 AM","5/22/2026 4:16:37 PM","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。","book;chinese;computer-vision;deep-learning;machine-learning;natural-language-processing;notebook;python","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"CMU-Perceptual-Computing-Lab/openpose","https://github.com/CMU-Perceptual-Computing-Lab/openpose","CMU-Perceptual-Computing-Lab","C++","34101","False","False","4/24/2017 2:06:31 PM","5/22/2026 3:13:03 AM","OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation","caffe;computer-vision;cpp;cvpr-2017;deep-learning;face;foot-estimation;hand-estimation;human-behavior-understanding;human-pose;human-pose-estimation;keypoint-detection;keypoints;machine-learning;multi-person;opencv;openpose;pose;pose-estimation;real-time","topic:deep-learning stars:>=100"
"ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","ashishpatel26","","33752","False","False","1/2/2021 12:08:37 PM","5/22/2026 5:51:51 PM","500 AI Machine learning Deep learning Computer vision NLP Projects with code","artificial-intelligence;artificial-intelligence-projects;awesome;computer-vision;computer-vision-project;data-science;deep-learning;deep-learning-project;machine-learning;machine-learning-projects;nlp;nlp-projects;python","topic:deep-learning stars:>=100"
"pathwaycom/pathway","https://github.com/pathwaycom/pathway","pathwaycom","Python","63248","False","False","11/27/2022 1:01:14 PM","5/22/2026 6:07:51 PM","Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.","batch-processing;data-analytics;data-pipelines;data-processing;dataflow;etl;etl-framework;iot-analytics;kafka;machine-learning-algorithms;pathway;python;real-time;rust;stream-processing;streaming;time-series-analysis","p language:Python stars:>=50"
"ofnote/tsalib","https://github.com/ofnote/tsalib","ofnote","Python","268","False","False","10/25/2018 8:56:17 AM","1/30/2026 2:28:48 AM","Tensor Shape Annotation Library (numpy, tensorflow, pytorch, ...)","deep-learning;keras;numpy;pytorch;tensor-shape;tensorflow","tensors language:Python stars:>=50"
"google/python-fire","https://github.com/google/python-fire","google","Python","28196","False","False","2/21/2017 9:35:07 PM","5/22/2026 5:18:14 PM","Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.","cli;python","p language:Python stars:>=50"
"asgeirtj/system_prompts_leaks","https://github.com/asgeirtj/system_prompts_leaks","asgeirtj","","40606","False","False","5/3/2025 2:43:56 AM","5/22/2026 6:13:34 PM","Extracted system prompts from Anthropic - Opus 4.7, Opus 4.6, Sonnet 4.6. OpenAI - ChatGPT 5.5 Thinking, GPT 5.5 Instant, Codex. Google Gemini - 3.5 Flash, 3.1 Pro, 3 Flash, Antigravity. xAI - Grok. Github Copilot. Perplexity, and more. Updated regularly.","ai;anthropic;awesome;chatbot;chatgpt;claude;claude-code;codex;deep-learning;education;gemini;generative-ai;google;llm;machine-learning;natural-language-processing;nlp;open-source;openai;prompt-engineering","topic:deep-learning stars:>=100"
"ocrmypdf/OCRmyPDF","https://github.com/ocrmypdf/OCRmyPDF","ocrmypdf","Python","33682","False","False","12/20/2013 8:26:28 AM","5/22/2026 6:13:45 PM","OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched","image-processing;ocr;pdf;python;tesseract","p language:Python stars:>=50"
"scikit-hep/pyhf","https://github.com/scikit-hep/pyhf","scikit-hep","Python","300","False","False","1/24/2018 4:14:39 PM","5/19/2026 12:25:14 PM","pure-Python HistFactory implementation with tensors and autodiff","asymptotic-formulas;closember;cls;frequentist-statistics;hep;hep-ex;high-energy-physics;histfactory;jax;numpy;python;scientific-computations;scikit-hep;scipy;statistical-inference;statistics","tensors language:Python stars:>=50"
"deepfakes/faceswap","https://github.com/deepfakes/faceswap","deepfakes","Python","55235","False","False","12/19/2017 9:44:13 AM","5/22/2026 3:54:49 PM","Deepfakes Software For All","deep-face-swap;deep-learning;deep-neural-networks;deepface;deepfakes;deeplearning;face-swap;faceswap;fakeapp;machine-learning;myfakeapp;neural-nets;neural-networks;openfaceswap","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"airlab-unibas/airlab","https://github.com/airlab-unibas/airlab","airlab-unibas","Python","430","False","False","6/27/2018 8:55:50 PM","5/12/2026 12:55:30 AM","Image registration laboratory for 2D and 3D image data","autograd;image-alignment;image-registration;pytorch;rapid-prototyping","topic:autograd language:Python stars:>=50"
"huggingface/transformers","https://github.com/huggingface/transformers","huggingface","Python","160874","False","False","10/29/2018 1:56:00 PM","5/22/2026 6:00:43 PM","🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ","audio;deep-learning;deepseek;gemma;glm;hacktoberfest;llm;machine-learning;model-hub;natural-language-processing;nlp;pretrained-models;python;pytorch;pytorch-transformers;qwen;speech-recognition;transformer;vlm","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"WeltXing/PyDyNet","https://github.com/WeltXing/PyDyNet","WeltXing","Python","87","False","False","5/6/2022 10:38:06 AM","3/27/2026 5:06:54 AM","NumPy-based Dynamic Deep Learning Framework","autograd;cnn;cuda;cupy;deep-learning-framework;numpy;python;pytorch;pytorch-implementation;rnn;transformer","topic:autograd language:Python stars:>=50"
"Asabeneh/30-Days-Of-Python","https://github.com/Asabeneh/30-Days-Of-Python","Asabeneh","Python","62985","False","False","11/19/2019 5:24:16 PM","5/22/2026 5:58:07 PM","The 30 Days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days. Follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw","30-days-of-python;data;data-science;database;flask;fullstack;github;heroku;matplotlib;ml;mongodb;numpy;pandas;python;python3","p language:Python stars:>=50"
"rasbt/LLMs-from-scratch","https://github.com/rasbt/LLMs-from-scratch","rasbt","Jupyter Notebook","95388","False","False","7/23/2023 6:15:57 PM","5/22/2026 5:37:37 PM","Implement a ChatGPT-like LLM in PyTorch from scratch, step by step","ai;artificial-intelligence;attention-mechanism;deep-learning;finetuning;from-scratch;generative-ai;gpt;instruction-tuning;language-model;large-language-models;llm;machine-learning;natural-language-processing;pretraining;python;pytorch;tokenizer;transformers","topic:deep-learning stars:>=100"
"TencentARC/GFPGAN","https://github.com/TencentARC/GFPGAN","TencentARC","Python","37460","False","False","3/19/2021 6:18:20 AM","5/22/2026 6:05:15 PM","GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.","deep-learning;face-restoration;gan;gfpgan;image-restoration;pytorch;super-resolution","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"robertcprice/nCPU","https://github.com/robertcprice/nCPU","robertcprice","Python","640","False","False","12/11/2025 3:06:44 AM","5/20/2026 6:57:53 AM","nCPU: model-native and tensor-optimized CPU research runtimes with organized workloads, tools, and docs","","tensors language:Python stars:>=50"
"openai/openai-agents-python","https://github.com/openai/openai-agents-python","openai","Python","26578","False","False","3/11/2025 3:42:36 AM","5/22/2026 5:53:28 PM","A lightweight, powerful framework for multi-agent workflows","agents;ai;framework;harness;llm;openai;python","p language:Python stars:>=50"
"python-telegram-bot/python-telegram-bot","https://github.com/python-telegram-bot/python-telegram-bot","python-telegram-bot","Python","29159","False","False","7/7/2015 3:30:39 PM","5/22/2026 5:55:20 PM","We have made you a wrapper you can't refuse","bot;chatbot;framework;python;telegram","p language:Python stars:>=50"
"wookayin/gpustat","https://github.com/wookayin/gpustat","wookayin","Python","4363","False","False","4/24/2016 10:46:43 AM","5/20/2026 11:08:49 PM","📊 A simple command-line utility for querying and monitoring GPU status","command-line;gpu;gpustat;monitoring;nvidia-smi;python","topic:gpu language:Python stars:>=50"
"mars-project/mars","https://github.com/mars-project/mars","mars-project","Python","2743","False","False","12/5/2018 4:04:03 PM","5/19/2026 10:51:41 PM","Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and Python functions.","dask;dataframe;joblib;lightgbm;machine-learning;numpy;pandas;python;pytorch;ray;scikit-learn;statsmodels;tensor;tensorflow;xgboost","tensors language:Python stars:>=50"
"VectifyAI/PageIndex","https://github.com/VectifyAI/PageIndex","VectifyAI","Python","31975","False","False","4/1/2025 10:53:54 AM","5/22/2026 6:14:58 PM","📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG","agentic-ai;agents;ai;ai-agents;context-engineering;information-retrieval;llm;rag;reasoning;retrieval;retrieval-augmented-generation;vector-database","p language:Python stars:>=50"
"jacobgil/pytorch-tensor-decompositions","https://github.com/jacobgil/pytorch-tensor-decompositions","jacobgil","Python","288","False","False","1/23/2018 7:55:48 PM","11/12/2025 9:21:53 AM","PyTorch implementation of [1412.6553] and [1511.06530] tensor decomposition methods for convolutional layers. ","deep-learning;pytorch;tensorly","tensors language:Python stars:>=50"
"rusty1s/pytorch_sparse","https://github.com/rusty1s/pytorch_sparse","rusty1s","Python","1098","False","False","7/28/2018 6:46:53 PM","5/19/2026 3:05:07 AM","PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations","autograd;pytorch;sparse;sparse-matrices","topic:autograd language:Python stars:>=50"
"fzyzcjy/torch_memory_saver","https://github.com/fzyzcjy/torch_memory_saver","fzyzcjy","Python","245","False","False","12/28/2024 12:13:52 PM","5/18/2026 11:52:50 AM","Allow torch tensor memory to be released and resumed later ","","tensors language:Python stars:>=50"
"dstackai/dstack","https://github.com/dstackai/dstack","dstackai","Python","2146","False","False","1/4/2022 10:29:46 AM","5/22/2026 4:53:40 PM","Vendor-agnostic orchestration for training, inference and agentic workloads across NVIDIA, AMD, TPU, and Tenstorrent on clouds, Kubernetes, and bare metal.","agent-skills;agentic-orchestration;amd;cloud;containers;docker;fine-tuning;gpu;inference;k8s;kubernetes;llms;machine-learning;nvidia;orchestration;python;slurm;training","topic:gpu language:Python stars:>=50"
"harry0703/MoneyPrinterTurbo","https://github.com/harry0703/MoneyPrinterTurbo","harry0703","Python","57594","False","False","3/11/2024 2:57:34 AM","5/22/2026 6:03:16 PM","利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.","ai;automation;chatgpt;moviepy;python;shortvideo;tiktok","p language:Python stars:>=50"
"python-poetry/poetry","https://github.com/python-poetry/poetry","python-poetry","Python","34281","False","False","2/28/2018 3:23:47 PM","5/21/2026 6:39:44 PM","Python packaging and dependency management made easy","dependency-manager;package-manager;packaging;poetry;python","p language:Python stars:>=50"
"walter201230/Python","https://github.com/walter201230/Python","walter201230","Python","26088","False","False","6/7/2017 11:52:22 AM","5/22/2026 5:45:05 PM","小白 python 教程","python;python3","p language:Python stars:>=50"
"paperless-ngx/paperless-ngx","https://github.com/paperless-ngx/paperless-ngx","paperless-ngx","Python","40909","False","False","2/12/2022 9:56:52 PM","5/22/2026 5:55:10 PM","A community-supported supercharged document management system: scan, index and archive all your documents","angular;archiving;django;dms;document-management;document-management-system;hacktoberfest;machine-learning;ocr;optical-character-recognition;pdf","p language:Python stars:>=50"
"junyanz/pytorch-CycleGAN-and-pix2pix","https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix","junyanz","Python","25136","False","False","4/18/2017 10:33:05 AM","5/22/2026 3:27:17 PM","Image-to-Image Translation in PyTorch","computer-graphics;computer-vision;cyclegan;deep-learning;gan;gans;generative-adversarial-network;image-generation;image-manipulation;pix2pix;pytorch","topic:deep-learning language:Python stars:>=50 | p language:Python stars:>=50"
"microsoft/JARVIS","https://github.com/microsoft/JARVIS","microsoft","Python","24752","False","False","3/30/2023 2:57:12 AM","5/22/2026 4:31:26 PM","JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf","deep-learning;platform;pytorch","topic:deep-learning language:Python stars:>=50"
"SYSTRAN/faster-whisper","https://github.com/SYSTRAN/faster-whisper","SYSTRAN","Python","23079","False","False","2/11/2023 9:17:27 AM","5/22/2026 5:45:36 PM","Faster Whisper transcription with CTranslate2","deep-learning;inference;openai;quantization;speech-recognition;speech-to-text;transformer;whisper","topic:deep-learning language:Python stars:>=50"
"keras-team/keras","https://github.com/keras-team/keras","keras-team","Python","64080","False","False","3/28/2015 12:35:42 AM","5/22/2026 6:13:16 PM","Deep Learning for humans","data-science;deep-learning;jax;machine-learning;neural-networks;python;pytorch;tensorflow","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"google/magika","https://github.com/google/magika","google","Python","17035","False","False","8/22/2023 9:36:55 AM","5/22/2026 9:44:35 AM","Fast and accurate AI powered file content types detection ","ai;deep-learning;filetype;keras-classification-models;keras-models;mime-types;onnx","topic:deep-learning language:Python stars:>=50"
"modelcontextprotocol/python-sdk","https://github.com/modelcontextprotocol/python-sdk","modelcontextprotocol","Python","23093","False","False","9/24/2024 9:01:35 PM","5/22/2026 4:00:55 PM","The official Python SDK for Model Context Protocol servers and clients","","p language:Python stars:>=50"
"tensorgi/TPA","https://github.com/tensorgi/TPA","tensorgi","Python","457","False","False","1/10/2025 7:30:12 PM","5/13/2026 1:12:07 AM","[NeurIPS 2025 Spotlight] TPA: Tensor ProducT ATTenTion Transformer (T6) (https://arxiv.org/abs/2501.06425)","deep-learning;foundation-models;large-language-models;llms;model-architectures;pretraining","tensors language:Python stars:>=50"
"NVlabs/storm","https://github.com/NVlabs/storm","NVlabs","Python","247","False","False","4/27/2021 8:54:27 PM","5/22/2026 5:19:34 AM","Stochastic Tensor Optimization for Robot Motion - A GPU Robot Motion Toolkit","","tensors language:Python stars:>=50"
"cupy/cupy","https://github.com/cupy/cupy","cupy","Python","10960","False","False","11/1/2016 9:54:45 AM","5/22/2026 5:20:24 PM","NumPy & SciPy for GPU","cublas;cuda;cudnn;cupy;curand;cusolver;cusparse;cusparselt;cutensor;gpu;nccl;numpy;nvrtc;nvtx;python;rocm;scipy;tensor","topic:gpu language:Python stars:>=50"
"kaiyuyue/torchshard","https://github.com/kaiyuyue/torchshard","kaiyuyue","Python","300","False","False","4/27/2021 9:38:55 AM","2/26/2026 7:15:55 AM","Slicing a PyTorch Tensor Into Parallel Shards","model-parallelism;pytorch;tensor-parallelism","tensors language:Python stars:>=50"
"eduardoleao052/Autograd-from-scratch","https://github.com/eduardoleao052/Autograd-from-scratch","eduardoleao052","Python","127","False","False","12/21/2023 12:47:01 AM","5/16/2026 3:08:08 PM","Documented and Unit Tested educational Deep Learning framework with Autograd from scratch.","autograd;automatic-differentiation;deep-learning;from-scratch","topic:autograd language:Python stars:>=50"
"recommenders-team/recommenders","https://github.com/recommenders-team/recommenders","recommenders-team","Python","21713","False","False","9/19/2018 10:06:07 AM","5/22/2026 7:22:52 AM","Best Practices on Recommendation Systems","ai;artificial-intelligence;data-science;deep-learning;jupyter-notebook;kubernetes;machine-learning;operationalization;python;ranking;rating;recommendation;recommendation-algorithm;recommendation-engine;recommendation-system;recommender;tutorial","topic:deep-learning language:Python stars:>=50"
"microsoft/qlib","https://github.com/microsoft/qlib","microsoft","Python","43346","False","False","8/14/2020 6:46:00 AM","5/22/2026 6:07:35 PM","Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.","algorithmic-trading;auto-quant;deep-learning;finance;fintech;investment;machine-learning;paper;platform;python;quant;quant-dataset;quant-models;quantitative-finance;quantitative-trading;research;research-paper;stock-data","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"Andyyyy64/whichllm","https://github.com/Andyyyy64/whichllm","Andyyyy64","Python","1702","False","False","3/4/2026 1:16:00 PM","5/22/2026 6:01:45 PM","Find the local LLM that actually runs and performs best on your hardware. Ranked by real, recency-aware benchmarks, not parameter count. One command, run it instantly.","ai;apple-silicon;benchmarks;cli;command-line-tool;gguf;gpu;huggingface;inference;llm;local-llm;ollama;python;vram","topic:gpu language:Python stars:>=50"
"selkies-project/selkies","https://github.com/selkies-project/selkies","selkies-project","Python","1744","False","False","9/20/2021 2:40:04 AM","5/22/2026 8:50:33 AM","Open-Source Low-Latency Accelerated Linux WebRTC HTML5 Remote Desktop Streaming Platform for Self-Hosting, Containers, Kubernetes, or Cloud/HPC","cloud-gaming;docker;game-streaming;gpu;gstreamer;hacktoberfest;html5;jupyter;kubernetes;linux-gaming;nvidia;opengl;rdp;remote-access;remote-control;remote-desktop;vnc;vulkan;webrtc;x11","topic:gpu language:Python stars:>=50"
"safetensors/safetensors","https://github.com/safetensors/safetensors","safetensors","Python","3751","False","False","9/22/2022 2:54:51 PM","5/21/2026 7:28:19 PM","Simple, safe way to store and distribute tensors","","tensors language:Python stars:>=50"
"vllm-project/compressed-tensors","https://github.com/vllm-project/compressed-tensors","vllm-project","Python","284","False","False","4/2/2024 3:12:29 PM","5/21/2026 6:27:25 PM","A safetensors extension to efficiently store sparse quantized tensors on disk","","tensors language:Python stars:>=50"
"UCSBarchlab/OpenTPU","https://github.com/UCSBarchlab/OpenTPU","UCSBarchlab","Python","755","False","False","4/27/2017 8:06:28 PM","5/21/2026 11:54:14 AM","A open source reimplementation of Google's Tensor Processing Unit (TPU).","","tensors language:Python stars:>=50"
"oreilly-japan/deep-learning-from-scratch-3","https://github.com/oreilly-japan/deep-learning-from-scratch-3","oreilly-japan","Python","868","False","False","10/25/2019 4:59:43 AM","5/12/2026 1:32:54 PM","『ゼロから作る Deep Learning ❸』(O'Reilly Japan, 2020)","autograd;automatic-differentiation;deep-learning;gpu;nueral-networks;python","topic:autograd language:Python stars:>=50 | topic:gpu language:Python stars:>=50"
"arogozhnikov/einops","https://github.com/arogozhnikov/einops","arogozhnikov","Python","9491","False","False","9/22/2018 12:45:08 AM","5/22/2026 9:38:26 AM","Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others)","cupy;deep-learning;einops;jax;mlx;numpy;pytorch;tensor;tensorflow","tensors language:Python stars:>=50"
"pandas-dev/pandas","https://github.com/pandas-dev/pandas","pandas-dev","Python","48823","False","False","8/24/2010 1:37:33 AM","5/22/2026 5:34:20 PM","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more","alignment;data-analysis;data-science;flexible;pandas;python","p language:Python stars:>=50"
"JaidedAI/EasyOCR","https://github.com/JaidedAI/EasyOCR","JaidedAI","Python","29502","False","False","3/14/2020 11:46:39 AM","5/22/2026 6:01:45 PM","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.","cnn;crnn;data-mining;deep-learning;easyocr;image-processing;information-retrieval;lstm;machine-learning;ocr;optical-character-recognition;python;pytorch;scene-text;scene-text-recognition","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"swisskyrepo/PayloadsAllTheThings","https://github.com/swisskyrepo/PayloadsAllTheThings","swisskyrepo","Python","77875","False","False","10/18/2016 7:29:07 AM","5/22/2026 4:28:53 PM","A list of useful payloads and bypass for Web Application Security and Pentest/CTF","bounty;bugbounty;bypass;cheatsheet;enumeration;hacking;hacktoberfest;methodology;payload;payloads;penetration-testing;pentest;privilege-escalation;redteam;security;vulnerability;web-application","p language:Python stars:>=50"
"pyro-ppl/funsor","https://github.com/pyro-ppl/funsor","pyro-ppl","Python","248","False","False","1/30/2019 11:13:39 PM","5/17/2026 2:17:15 PM","Functional tensors for probabilistic programming","jax;machine-learning;numpy;probabilistic-programming;pyro;pytorch;symbolic","tensors language:Python stars:>=50"
"SunOner/sunone_aimbot","https://github.com/SunOner/sunone_aimbot","SunOner","Python","883","False","False","10/16/2023 11:32:57 AM","5/22/2026 5:48:55 PM","Aim-bot based on AI for all FPS games","ai;ai-aimbot;aimbot;cs2;deadlock;destiny2;detection;finals;fortnite;gpu;nvidia;onnx;pubg;python;tensorrt;ultralytics;warface;yolo12;yolov10;yolov8","topic:gpu language:Python stars:>=50"
"jcmgray/cotengra","https://github.com/jcmgray/cotengra","jcmgray","Python","241","False","False","1/22/2019 4:22:26 PM","5/22/2026 12:44:44 AM","Hyper optimized contraction trees for large tensor networks and einsums","contraction-order;einsum;opt-einsum;quimb;tensor;tensor-contraction;tensor-network;tensor-networks","tensors language:Python stars:>=50"
