"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"ShangtongZhang/reinforcement-learning-an-introduction","https://github.com/ShangtongZhang/reinforcement-learning-an-introduction","ShangtongZhang","Python","14667","False","False","9/13/2016 4:24:05 PM","5/27/2026 6:18:59 AM","Python Implementation of Reinforcement Learning: An Introduction","artificial-intelligence;reinforcement-learning","topic:artificial-intelligence language:Python stars:>=50"
"lm-sys/FastChat","https://github.com/lm-sys/FastChat","lm-sys","Python","39486","False","False","3/19/2023 12:18:02 AM","5/26/2026 5:33:25 PM","An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.","","open language:Python stars:>=50"
"zulip/zulip","https://github.com/zulip/zulip","zulip","Python","25279","False","False","9/25/2015 4:37:25 PM","5/27/2026 7:57:40 AM","Zulip server and web application. Open-source team chat that helps teams stay productive and focused.","apache;chat;collaboration;electron;foss;free;javascript;python;python3;react-native;slack;zulip","open language:Python stars:>=50"
"langchain-ai/langgraph","https://github.com/langchain-ai/langgraph","langchain-ai","Python","33099","False","False","8/9/2023 6:33:12 PM","5/27/2026 7:42:19 AM","Build resilient agents.","agents;ai;ai-agents;chatgpt;deepagents;enterprise;framework;gemini;generative-ai;langchain;langgraph;llm;multiagent;open-source;openai;pydantic;python;rag","topic:ai language:Python stars:>=50"
"LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37410","False","False","12/13/2022 5:24:17 AM","5/26/2026 10:51:16 PM","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","ai;assistant;chatgpt;discord-bot;language-model;machine-learning;nextjs;python;rlhf","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | o language:Python stars:>=50"
"SFTtech/openage","https://github.com/SFTtech/openage","SFTtech","Python","14223","False","False","11/3/2013 10:35:23 PM","5/27/2026 12:49:17 AM","Clone of the Age of Empires II engine 🚀 ","age-of-empires;c-plus-plus;cmake;cpp;cpp20;engine;entity-component-system;game;game-development;game-engine;hacktoberfest;linux;multiplayer;nyan;openage;opengl;python;qt;rts-engine","o language:Python stars:>=50"
"RQLuo/MixTeX-Latex-OCR","https://github.com/RQLuo/MixTeX-Latex-OCR","RQLuo","Python","1622","False","False","7/27/2024 4:48:07 PM","5/27/2026 12:10:47 AM","MixTeX multimodal LaTeX, ZhEn, and, Table OCR. It performs efficient CPU-based inference in a local offline on Windows.","computer-vision;deep-learning;latex;machine-learning;ocr;onnx;python","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"hacksider/Deep-Live-Cam","https://github.com/hacksider/Deep-Live-Cam","hacksider","Python","93381","False","False","9/24/2023 1:19:31 PM","5/27/2026 7:55:42 AM","real time face swap and one-click video deepfake with only a single image","ai;ai-deep-fake;ai-face;ai-webcam;artificial-intelligence;deep-fake;deepfake;deepfake-webcam;faceswap;fake-webcam;gan;real-time-deepfake;realtime;realtime-deepfake;realtime-face-changer;video-deepfake;webcam;webcamera","topic:ai language:Python stars:>=50 | topic:artificial-intelligence language:Python stars:>=50"
"JaidedAI/EasyOCR","https://github.com/JaidedAI/EasyOCR","JaidedAI","Python","29521","False","False","3/14/2020 11:46:39 AM","5/27/2026 6:22:59 AM","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.","cnn;crnn;data-mining;deep-learning;easyocr;image-processing;information-retrieval;lstm;machine-learning;ocr;optical-character-recognition;python;pytorch;scene-text;scene-text-recognition","o language:Python stars:>=50"
"mlfoundations/open_clip","https://github.com/mlfoundations/open_clip","mlfoundations","Python","13867","False","False","7/28/2021 11:24:39 PM","5/27/2026 6:48:28 AM","An open source implementation of CLIP.","computer-vision;contrastive-loss;deep-learning;language-model;multi-modal-learning;pretrained-models;pytorch;zero-shot-classification","o language:Python stars:>=50"
"khoj-ai/khoj","https://github.com/khoj-ai/khoj","khoj-ai","Python","34726","False","False","8/16/2021 1:48:44 AM","5/27/2026 7:06:24 AM","Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.","agent;ai;assistant;chat;chatgpt;emacs;image-generation;llama3;llamacpp;llm;obsidian;obsidian-md;offline-llm;productivity;rag;research;self-hosted;semantic-search;stt;whatsapp-ai","topic:ai language:Python stars:>=50"
"lucasjinreal/yolov7_d2","https://github.com/lucasjinreal/yolov7_d2","lucasjinreal","Python","3111","False","False","6/23/2021 11:35:35 AM","5/26/2026 8:30:57 PM","🔥🔥🔥🔥 (Earlier YOLOv7 not official one) YOLO with Transformers and Instance Segmentation, with TensorRT acceleration! 🔥🔥🔥","detection;detextron2;detr;face;instance-segmentation;object-detection;onnx;tensorrt;transformers;yolo;yolov6;yolov7;yolox","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"AsuharietYgvar/AppleNeuralHash2ONNX","https://github.com/AsuharietYgvar/AppleNeuralHash2ONNX","AsuharietYgvar","Python","1535","False","False","8/15/2021 7:52:47 PM","5/23/2026 3:27:34 PM","Convert Apple NeuralHash model for CSAM Detection to ONNX.","apple;machine-learning;neuralhash;reverse-engineering","ONNX language:Python stars:>=50"
"netbox-community/netbox","https://github.com/netbox-community/netbox","netbox-community","Python","20687","False","False","2/29/2016 2:15:46 PM","5/27/2026 6:29:09 AM","The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free: https://netboxlabs.com/products/free-netbox-cloud/","cabling;dcim;django;infrastructure-management;ipam;netbox;network;network-automation;python;sot;sysadmin","open language:Python stars:>=50"
"mem0ai/mem0","https://github.com/mem0ai/mem0","mem0ai","Python","56848","False","False","6/20/2023 8:58:36 AM","5/27/2026 7:50:38 AM","Universal memory layer for AI Agents","agents;ai;ai-agents;application;chatbots;chatgpt;genai;llm;long-term-memory;memory;memory-management;python;rag;state-management","topic:ai language:Python stars:>=50"
"resemble-ai/chatterbox","https://github.com/resemble-ai/chatterbox","resemble-ai","Python","24869","False","False","4/23/2025 8:16:38 AM","5/27/2026 7:10:03 AM","SoTA open-source TTS","","open language:Python stars:>=50"
"Vision-CAIR/MiniGPT-4","https://github.com/Vision-CAIR/MiniGPT-4","Vision-CAIR","Python","25705","False","False","4/15/2023 10:17:09 PM","5/26/2026 11:41:19 PM","Open-sourced codes for MiniGPT-4 and MiniGPT-v2 (https://minigpt-4.github.io, https://minigpt-v2.github.io/)","","open language:Python stars:>=50"
"ENOT-AutoDL/onnx2torch","https://github.com/ENOT-AutoDL/onnx2torch","ENOT-AutoDL","Python","735","False","False","12/14/2021 6:41:02 AM","5/26/2026 2:18:23 PM","Convert ONNX models to PyTorch.","convert;export;onnx;pytorch","topic:onnx language:Python stars:>=50"
"subframe7536/maple-font","https://github.com/subframe7536/maple-font","subframe7536","Python","26191","False","False","4/8/2022 3:51:22 PM","5/27/2026 7:59:01 AM","Maple Mono: Open source monospace font with round corner, ligatures and Nerd-Font icons for IDE and terminal, fine-grained customization options. 带连字和控制台图标的圆角等宽字体，中英文宽度完美2:1，细粒度的自定义选项","coding-font;font;ligatures;monospace;monospace-font;opentype;programming-font;programming-ligatures;typeface;typography;variable-font","open language:Python stars:>=50"
"langchain-ai/langchain","https://github.com/langchain-ai/langchain","langchain-ai","Python","137746","False","False","10/17/2022 2:58:36 AM","5/27/2026 7:57:37 AM","The agent engineering platform.","agents;ai;ai-agents;anthropic;chatgpt;deepagents;enterprise;framework;gemini;generative-ai;langchain;langgraph;llm;multiagent;open-source;openai;pydantic;python;rag;typescript","topic:ai language:Python stars:>=50"
"PINTO0309/PINTO_model_zoo","https://github.com/PINTO0309/PINTO_model_zoo","PINTO0309","Python","4336","False","False","12/11/2019 1:02:40 PM","5/27/2026 7:39:53 AM","A repository for storing models that have been inter-converted between various frameworks. Supported frameworks are TensorFlow, PyTorch, ONNX, OpenVINO, TFJS, TFTRT, TensorFlowLite (Float32/16/INT8), EdgeTPU, CoreML.","caffe;computer-vision;coreml;edgetpu;keras;mediapipe;model;model-zoo;models;onnx;openvino;pretrained-models;pytorch;tensorflow;tensorflow-lite;tensorflowjs;tf-trt;tfjs;tflite;tflite-models","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"openai/gpt-oss","https://github.com/openai/gpt-oss","openai","Python","20120","False","False","6/23/2025 4:43:33 PM","5/27/2026 7:34:23 AM","gpt-oss-120b and gpt-oss-20b are two open-weight language models by OpenAI","","o language:Python stars:>=50"
"home-assistant/core","https://github.com/home-assistant/core","home-assistant","Python","87336","False","False","9/17/2013 7:29:48 AM","5/27/2026 7:20:39 AM",":house_with_garden: Open source home automation that puts local control and privacy first.","asyncio;hacktoberfest;home-automation;internet-of-things;iot;mqtt;python;raspberry-pi","open language:Python stars:>=50"
"apple/coremltools","https://github.com/apple/coremltools","apple","Python","5268","False","False","6/30/2017 7:39:02 AM","5/27/2026 3:53:25 AM","Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.","coreml;coremltools;machine-learning;model-conversion;model-converter;pytorch;tensorflow","topic:model-conversion language:Python stars:>=50"
"PaddlePaddle/PaddleOCR","https://github.com/PaddlePaddle/PaddleOCR","PaddlePaddle","Python","78622","False","False","5/8/2020 10:38:16 AM","5/27/2026 7:59:24 AM","Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages.","ai4science;chineseocr;document-parsing;document-translation;kie;ocr;paddleocr-vl;pdf-extractor-rag;pdf-parser;pdf2markdown;pp-ocr;pp-structure;rag","o language:Python stars:>=50"
"hpcaitech/ColossalAI","https://github.com/hpcaitech/ColossalAI","hpcaitech","Python","41383","False","False","10/28/2021 4:19:44 PM","5/27/2026 3:06:21 AM","Making large AI models cheaper, faster and more accessible","ai;big-model;data-parallelism;deep-learning;distributed-computing;foundation-models;heterogeneous-training;hpc;inference;large-scale;model-parallelism;pipeline-parallelism","topic:ai language:Python stars:>=50"
"SthPhoenix/InsightFace-REST","https://github.com/SthPhoenix/InsightFace-REST","SthPhoenix","Python","617","False","False","8/15/2019 2:55:43 PM","5/20/2026 9:11:38 AM","InsightFace REST API for easy deployment of face recognition services with TensorRT in Docker.","adaface;arcface;centerface;docker;face-detection;face-recognition;fastapi;fp16;gpu;insightface;mask-detection;onnx;retinaface;scrfd;tensorrt;tensorrt-conversion;yolov5-face","topic:onnx language:Python stars:>=50"
"dottxt-ai/outlines","https://github.com/dottxt-ai/outlines","dottxt-ai","Python","13896","False","False","3/17/2023 4:01:18 PM","5/26/2026 10:12:52 PM","Structured Outputs","cfg;generative-ai;json;llms;prompt-engineering;regex;structured-generation;symbolic-ai","o language:Python stars:>=50"
"XingangPan/DragGAN","https://github.com/XingangPan/DragGAN","XingangPan","Python","35850","False","False","5/18/2023 10:08:02 AM","5/27/2026 6:05:09 AM","Official Code for DragGAN (SIGGRAPH 2023)","artificial-intelligence;generative-adversarial-network;generative-models;image-manipulation","topic:artificial-intelligence language:Python stars:>=50"
"letta-ai/letta","https://github.com/letta-ai/letta","letta-ai","Python","22982","False","False","10/11/2023 7:38:37 AM","5/27/2026 7:45:07 AM","Letta is the platform for building stateful agents: AI with advanced memory that can learn and self-improve over time.","ai;ai-agents;llm;llm-agent","topic:ai language:Python stars:>=50"
"QuivrHQ/quivr","https://github.com/QuivrHQ/quivr","QuivrHQ","Python","39163","False","False","5/12/2023 11:53:30 PM","5/27/2026 7:44:20 AM","Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want.","ai;api;chatbot;chatgpt;database;docker;framework;frontend;groq;html;javascript;llm;openai;postgresql;privacy;rag;react;security;typescript;vector","topic:ai language:Python stars:>=50"
"myshell-ai/OpenVoice","https://github.com/myshell-ai/OpenVoice","myshell-ai","Python","36572","False","False","11/29/2023 12:17:01 PM","5/27/2026 3:48:23 AM","Instant voice cloning by MIT and MyShell. Audio foundation model.","text-to-speech;tts;voice-clone;zero-shot-tts","open language:Python stars:>=50 | o language:Python stars:>=50"
"PKU-YuanGroup/Open-Sora-Plan","https://github.com/PKU-YuanGroup/Open-Sora-Plan","PKU-YuanGroup","Python","12160","False","False","2/20/2024 2:01:03 PM","5/27/2026 6:29:30 AM","This project aim to reproduce Sora (Open AI T2V model), we wish the open source community contribute to this project.","","o language:Python stars:>=50"
"vietanhdev/anylabeling","https://github.com/vietanhdev/anylabeling","vietanhdev","Python","3363","False","False","4/8/2023 6:48:43 PM","5/27/2026 2:33:11 AM","Effortless AI-assisted data labeling with AI support from YOLO, Segment Anything (SAM+SAM2/2.1+SAM3), MobileSAM!!","auto-labeling;computer-vision;labeling;labeling-tool;mobilesam;onnx;sam2;segment-anything;segment-anything-2;yolo;yolov8","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"dortania/OpenCore-Legacy-Patcher","https://github.com/dortania/OpenCore-Legacy-Patcher","dortania","Python","17485","False","False","11/24/2020 1:54:56 AM","5/27/2026 6:59:36 AM","Experience macOS just like before","big-sur;macos;opencore;patcher","o language:Python stars:>=50"
"jingyaogong/minimind-v","https://github.com/jingyaogong/minimind-v","jingyaogong","Python","8016","False","False","9/11/2024 5:53:54 AM","5/27/2026 7:42:49 AM","👀「大模型」2小时从0训练65M参数的视觉多模态VLM！Train a 65M-parameter VLM from scratch in just 2h! ","artificial-intelligence;chatgpt;vision-language-model","topic:artificial-intelligence language:Python stars:>=50"
"OlafenwaMoses/ImageAI","https://github.com/OlafenwaMoses/ImageAI","OlafenwaMoses","Python","8876","False","False","3/19/2018 11:12:33 PM","5/26/2026 7:13:55 AM","A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities","ai-practice-recommendations;algorithm;artificial-intelligence;artificial-neural-networks;densenet;detection;gpu;image-prediction;image-recognition;imageai;inceptionv3;machine-learning;object-detection;offline-capable;prediction;python;python3;squeezenet;video","topic:artificial-intelligence language:Python stars:>=50"
"jingsongliujing/OnnxOCR","https://github.com/jingsongliujing/OnnxOCR","jingsongliujing","Python","1787","False","False","7/8/2023 4:49:59 PM","5/27/2026 6:22:41 AM","基于PaddleOCR重构，并且脱离PaddlePaddle深度学习训练框架的轻量级OCR，推理速度超快   ——  A lightweight OCR system based on PaddleOCR, decoupled from the PaddlePaddle deep learning training framework, with ultra-fast inference speed.","document-layout-analysis;general-ocr;license-plate-recognition;ocr;onnx-models;onnxocr;onnxruntime;structured-ocr;tablerecognition","ONNX language:Python stars:>=50"
"xai-org/grok-1","https://github.com/xai-org/grok-1","xai-org","Python","51691","False","False","3/17/2024 8:53:38 AM","5/27/2026 7:14:19 AM","Grok open release","","open language:Python stars:>=50"
"sinaptik-ai/pandas-ai","https://github.com/sinaptik-ai/pandas-ai","sinaptik-ai","Python","23553","False","False","4/22/2023 12:58:01 PM","5/27/2026 1:03:57 AM","Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.","ai;csv;data;data-analysis;data-science;data-visualization;database;datalake;gpt-4;llm;pandas;sql;text-to-sql","topic:ai language:Python stars:>=50"
"wangerzi/3d-model-convert-to-gltf","https://github.com/wangerzi/3d-model-convert-to-gltf","wangerzi","Python","307","False","False","3/9/2020 12:20:06 PM","5/22/2026 11:22:45 AM","Convert 3d model (STL/IGES/STEP/OBJ/FBX) to gltf and compression","3d;compression;docker-environment;glb;gltf;iges-models;model-conversion","topic:model-conversion language:Python stars:>=50"
"lucidrains/denoising-diffusion-pytorch","https://github.com/lucidrains/denoising-diffusion-pytorch","lucidrains","Python","10570","False","False","8/26/2020 2:22:10 AM","5/27/2026 7:07:02 AM","Implementation of Denoising Diffusion Probabilistic Model in Pytorch","artificial-intelligence;deep-learning;generative-model;score-matching","topic:artificial-intelligence language:Python stars:>=50"
"OpenBB-finance/OpenBB","https://github.com/OpenBB-finance/OpenBB","OpenBB-finance","Python","68141","False","False","12/20/2020 10:46:38 AM","5/27/2026 7:03:43 AM","Financial data platform for analysts, quants and AI agents.","ai;crypto;derivatives;economics;equity;finance;fixed-income;machine-learning;openbb;options;python;quantitative-finance;stocks","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | o language:Python stars:>=50"
"anthropics/claude-plugins-official","https://github.com/anthropics/claude-plugins-official","anthropics","Python","28087","False","False","11/20/2025 6:36:20 PM","5/27/2026 7:59:23 AM","Official, Anthropic-managed directory of high quality Claude Code Plugins.","claude-code;mcp;skills","o language:Python stars:>=50"
"Megvii-BaseDetection/YOLOX","https://github.com/Megvii-BaseDetection/YOLOX","Megvii-BaseDetection","Python","10468","False","False","7/17/2021 2:01:45 AM","5/26/2026 3:55:55 PM","YOLOX is a high-performance anchor-free YOLO, exceeding yolov3~v5 with MegEngine, ONNX, TensorRT, ncnn, and OpenVINO supported. Documentation: https://yolox.readthedocs.io/","deep-learning;megengine;ncnn;object-detection;onnx;openvino;pytorch;tensorrt;yolo;yolov3;yolox","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"mage-ai/mage-ai","https://github.com/mage-ai/mage-ai","mage-ai","Python","8736","False","False","5/16/2022 10:11:39 PM","5/25/2026 1:29:20 PM","🧙 Build, run, and manage data pipelines for integrating and transforming data.","artificial-intelligence;data;data-engineering;data-integration;data-pipelines;data-science;dbt;elt;etl;machine-learning;orchestration;pipeline;pipelines;python;reverse-etl;spark;sql;transformation","topic:artificial-intelligence language:Python stars:>=50"
"xorbitsai/inference","https://github.com/xorbitsai/inference","xorbitsai","Python","9314","False","False","6/14/2023 7:05:04 AM","5/27/2026 4:10:03 AM","Swap GPT for any LLM by changing a single line of code. Xinference lets you run open-source, speech, and multimodal models on cloud, on-prem, or your laptop — all through one unified, production-ready inference API.","artificial-intelligence;chatglm;deployment;flan-t5;gemma;ggml;glm4;inference;llama;llama3;llamacpp;llm;machine-learning;mistral;openai-api;pytorch;qwen;vllm;whisper;wizardlm","topic:artificial-intelligence language:Python stars:>=50"
"intel/neural-compressor","https://github.com/intel/neural-compressor","intel","Python","2645","False","False","7/21/2020 11:49:56 PM","5/26/2026 10:10:57 PM","SOTA low-bit LLM quantization (INT8/FP8/MXFP8/INT4/MXFP4/NVFP4) & sparsity; leading model compression techniques on PyTorch, TensorFlow, and ONNX Runtime","auto-tuning;awq;fp4;gptq;int4;int8;knowledge-distillation;large-language-models;low-precision;mxformat;post-training-quantization;pruning;quantization;quantization-aware-training;smoothquant;sparsegpt;sparsity","ONNX language:Python stars:>=50"
"plotly/dash","https://github.com/plotly/dash","plotly","Python","24217","False","False","4/10/2015 1:53:08 AM","5/27/2026 6:47:17 AM","Data Apps & Dashboards for Python. No JavaScript Required.","ai;bioinformatics;charting;dash;dashboards;data-science;data-visualization;finance;flask;gui-framework;jupyter;plotly;plotly-dash;productivity;python;react;technical-computing;web-app","topic:ai language:Python stars:>=50"
"fastmachinelearning/hls4ml","https://github.com/fastmachinelearning/hls4ml","fastmachinelearning","Python","1997","False","False","10/25/2017 9:43:56 PM","5/27/2026 7:41:01 AM","Machine learning on FPGAs using HLS","fpga;hls;intel-hls;keras;machine-learning;neural-network;onnx;python;pytorch;vivado;vivado-hls","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"VoltaML/voltaML","https://github.com/VoltaML/voltaML","VoltaML","Python","1178","False","False","6/11/2022 12:58:24 PM","5/15/2026 11:13:49 PM","⚡VoltaML is a lightweight library to convert and run your ML/DL deep learning models in high performance inference runtimes like TensorRT, TorchScript, ONNX and TVM.","","ONNX language:Python stars:>=50"
"ultralytics/yolov3","https://github.com/ultralytics/yolov3","ultralytics","Python","10568","False","False","8/26/2018 8:57:20 AM","5/27/2026 3:43:57 AM","YOLOv3 in PyTorch > ONNX > CoreML > TFLite","deep-learning;machine-learning;object-detection;ultralytics;yolo;yolov3;yolov5","ONNX language:Python stars:>=50"
"oobabooga/textgen","https://github.com/oobabooga/textgen","oobabooga","Python","47226","False","False","12/21/2022 4:17:37 AM","5/27/2026 6:13:13 AM","Open-source desktop app for local LLMs. Text, vision, tool-calling, OpenAI/Anthropic-compatible API. 100% private.","","open language:Python stars:>=50"
"voldemortX/pytorch-auto-drive","https://github.com/voldemortX/pytorch-auto-drive","voldemortX","Python","949","False","False","12/14/2019 6:54:31 AM","5/26/2026 8:16:29 AM","PytorchAutoDrive: Segmentation models (ERFNet, ENet, DeepLab, FCN...) and Lane detection models (SCNN, RESA, LSTR, LaneATT, BézierLaneNet...) based on PyTorch with fast training, visualization, benchmarking & deployment help","apex;cityscapes;culane;deeplab;erfnet;fcn;gtav;lane-detection;lstr;mobilenet;onnx;pascal-voc;pytorch;resa;scnn;semantic-segmentation;tensorboard;tensorrt;tusimple","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
"gmalivenko/pytorch2keras","https://github.com/gmalivenko/pytorch2keras","gmalivenko","Python","862","False","False","11/16/2017 8:21:43 PM","1/27/2026 1:13:12 PM","PyTorch to Keras model convertor","converter;darts;deep-learning;deep-learning-models;densenet;imagenet;keras;keras-model-convertor;keras-models;keras-neural-networks;keras-tensorflow;machinelearning;models-converter;onnx;pytorch;pytorch-models;resnet;tensorflow;tensorflow-models;tensorflowjs","topic:onnx language:Python stars:>=50"
"Significant-Gravitas/AutoGPT","https://github.com/Significant-Gravitas/AutoGPT","Significant-Gravitas","Python","184577","False","False","3/16/2023 9:21:07 AM","5/27/2026 7:52:59 AM","AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.","agentic-ai;agents;ai;artificial-intelligence;autonomous-agents;claude;gpt;llama-api;llm;openai;python","topic:ai language:Python stars:>=50 | topic:artificial-intelligence language:Python stars:>=50"
"qfgaohao/pytorch-ssd","https://github.com/qfgaohao/pytorch-ssd","qfgaohao","Python","1429","False","False","5/18/2018 4:56:09 AM","5/23/2026 2:01:16 PM","MobileNetV1, MobileNetV2, VGG based SSD/SSD-lite implementation in Pytorch 1.0 / Pytorch 0.4. Out-of-box support for retraining on Open Images dataset. ONNX and Caffe2 support. Experiment Ideas like CoordConv.","object-detection;open-images;pytorch;ssd","ONNX language:Python stars:>=50"
"hiyouga/LlamaFactory","https://github.com/hiyouga/LlamaFactory","hiyouga","Python","71633","False","False","5/28/2023 10:09:12 AM","5/27/2026 7:59:44 AM","Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","agent;ai;deepseek;fine-tuning;gemma;gpt;instruction-tuning;large-language-models;llama;llama3;llm;lora;moe;nlp;peft;qlora;quantization;qwen;rlhf;transformers","topic:ai language:Python stars:>=50"
"usestrix/strix","https://github.com/usestrix/strix","usestrix","Python","25632","False","False","8/5/2025 9:28:30 PM","5/27/2026 6:42:46 AM","Open-source AI hackers to find and fix your app’s vulnerabilities.","agents;artificial-intelligence;cybersecurity;generative-ai;llm;penetration-testing","topic:artificial-intelligence language:Python stars:>=50 | open language:Python stars:>=50"
"onyx-dot-app/onyx","https://github.com/onyx-dot-app/onyx","onyx-dot-app","Python","29828","False","False","4/27/2023 6:04:01 AM","5/27/2026 7:59:04 AM","Open Source AI Platform - AI Chat with advanced features that works with every LLM","ai;ai-chat;chatgpt;chatui;enterprise-search;gen-ai;information-retrieval;llm;llm-ui;nextjs;python;rag;self-hosted;vector-search","topic:ai language:Python stars:>=50 | open language:Python stars:>=50 | o language:Python stars:>=50"
"RayVentura/ShortGPT","https://github.com/RayVentura/ShortGPT","RayVentura","Python","7364","False","False","6/27/2023 7:25:33 PM","5/27/2026 1:00:13 AM","🚀🎬 ShortGPT - Experimental AI framework for youtube shorts / tiktok channel automation","ai;artificial-intelligence;automation;autonomous-agents;content;gpt-4;openai;python;video;video-editing","topic:artificial-intelligence language:Python stars:>=50"
"tinyvision/DAMO-YOLO","https://github.com/tinyvision/DAMO-YOLO","tinyvision","Python","3167","False","False","11/27/2022 2:22:54 PM","5/27/2026 2:35:42 AM","DAMO-YOLO: a fast and accurate object detection method with some new techs, including NAS backbones, efficient RepGFPN, ZeroHead, AlignedOTA, and distillation enhancement.","damo-yolo;deep-learning;imagenet;nas;object-detection;onnx;pytorch;tensorrt;yolo;yolov5","topic:onnx language:Python stars:>=50 | ONNX language:Python stars:>=50"
