"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"Sharpiless/Yolov5-Deepsort","https://github.com/Sharpiless/Yolov5-Deepsort","Sharpiless","Python","1157","False","False","5/26/2021 1:34:50 PM","5/13/2026 8:05:48 AM","最新版本yolov5+deepsort目标检测和追踪，能够显示目标类别，支持5.0版本可训练自己数据集","computer-vision;deepsort;object-detection;object-tracking;pytorch;yolov5","yolov5 language:Python stars:>=50"
"deezer/spleeter","https://github.com/deezer/spleeter","deezer","Python","28223","False","False","9/26/2019 3:40:46 PM","5/24/2026 5:58:41 PM","Deezer source separation library including pretrained models.","audio-processing;bass;deep-learning;deezer;drums;model;pretrained-models;python;tensorflow;vocals","topic:deep-learning language:Python stars:>=50"
"blackjack4494/yt-dlc","https://github.com/blackjack4494/yt-dlc","blackjack4494","Python","3026","False","False","10/24/2020 4:23:41 AM","5/22/2026 4:49:47 AM","media downloader and library for various sites.","downloader;library;media;streaming","y language:Python stars:>=50"
"cv516Buaa/tph-yolov5","https://github.com/cv516Buaa/tph-yolov5","cv516Buaa","Python","755","False","False","11/17/2021 5:54:53 AM","5/24/2026 9:27:01 AM","","","yolov5 language:Python stars:>=50"
"onnx/onnx","https://github.com/onnx/onnx","onnx","Python","20877","False","False","9/7/2017 4:53:45 AM","5/24/2026 9:39:15 PM","Open standard for machine learning interoperability","ai;artificial-intelligence;deep-learning;deep-neural-networks;dnn;keras;machine-learning;ml;neural-network;onnx;pytorch;scikit-learn;tensorflow","topic:deep-learning language:Python stars:>=50"
"linsomniac/spotify_to_ytmusic","https://github.com/linsomniac/spotify_to_ytmusic","linsomniac","Python","4561","False","False","12/22/2023 5:16:56 AM","5/24/2026 8:12:11 PM","Copy playlists and liked music from Spotify to YTMusic","","y language:Python stars:>=50"
"PINTO0309/onnx2tf","https://github.com/PINTO0309/onnx2tf","PINTO0309","Python","959","False","False","9/27/2022 12:06:32 AM","5/22/2026 1:20:55 PM","A tool for converting ONNX files to LiteRT/TFLite/TensorFlow, PyTorch native code (nn.Module), TorchScript (.pt), state_dict (.pt), Exported Program (.pt2), and Dynamo ONNX. It also supports direct conversion from LiteRT to PyTorch.","android;coreml;deep-learning;docker;keras;litert;lstm;machine-learning;model-converter;models;onnx;pytorch;quantization;tensorflow;tensorflow-lite;tfjs;tflite;torchscript;transformer","topic:coreml language:Python stars:>=50"
"permasigner/permasigner","https://github.com/permasigner/permasigner","permasigner","Python","511","False","False","7/3/2022 2:08:57 AM","5/23/2026 5:05:21 AM","🖊 Permanently signs IPAs on jailbroken iDevices (persists on stock).","cli;cli-app;command-line-app;docker;hacktoberfest;ios;linux;macos;open-source;permasign;permasigner;procursus;python;windows","topic:ios language:Python stars:>=50"
"lutzroeder/netron","https://github.com/lutzroeder/netron","lutzroeder","JavaScript","32947","False","False","12/26/2010 12:53:43 PM","5/24/2026 9:39:52 PM","Visualizer for neural network, deep learning and machine learning models","ai;coreml;deep-learning;deeplearning;keras;machine-learning;machinelearning;ml;neural-network;numpy;onnx;pytorch;safetensors;tensorflow;tensorflow-lite;visualizer","topic:deep-learning stars:>=100"
"PaddlePaddle/PaddleDetection","https://github.com/PaddlePaddle/PaddleDetection","PaddlePaddle","Python","14218","False","False","10/25/2019 7:21:14 AM","5/24/2026 5:25:59 PM","Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object tracking and real-time multi-person keypoint detection.","blazeface;deepsort;detr;face-detection;fairmot;faster-rcnn;fcos;human-activity-recognition;human-pose-estimation;instance-segmentation;mask-rcnn;multi-object-tracking;object-detection;picodet;pp-yolo;rt-detr;yolov3;yolov5;yolov7;yolox","yolov5 language:Python stars:>=50"
"Lightning-AI/pytorch-lightning","https://github.com/Lightning-AI/pytorch-lightning","Lightning-AI","Python","31153","False","False","3/31/2019 12:45:57 AM","5/24/2026 9:38:49 PM","Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"deepspeedai/DeepSpeed","https://github.com/deepspeedai/DeepSpeed","deepspeedai","Python","42392","False","False","1/23/2020 6:35:18 PM","5/24/2026 3:37:15 PM","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","billion-parameters;compression;data-parallelism;deep-learning;gpu;inference;machine-learning;mixture-of-experts;model-parallelism;pipeline-parallelism;pytorch;trillion-parameters;zero","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"MrS0m30n3/youtube-dl-gui","https://github.com/MrS0m30n3/youtube-dl-gui","MrS0m30n3","Python","9421","False","False","3/1/2014 5:11:10 PM","5/20/2026 11:41:43 PM","A cross platform front-end GUI of the popular youtube-dl written in wxPython.","cross-platform;downloader;gui;linux;pypi;python;video;video-downloader;windows;wxpython;youtube;youtube-dl;youtube-dl-gui;youtube-dlg","y language:Python stars:>=50"
"RapierXbox/ESP32-Sour-Apple","https://github.com/RapierXbox/ESP32-Sour-Apple","RapierXbox","Python","591","False","False","10/2/2023 8:24:20 PM","5/20/2026 11:15:31 PM","Crashes iOS 17 Devices using really any device","bluetooth;bluetooth-low-energy;circuitpython;esp32;exploit;ios;iphone;python;python3;rasberry;rasberrypi;raspberry-pi","topic:ios language:Python stars:>=50"
"augmentedstartups/AS-One","https://github.com/augmentedstartups/AS-One","augmentedstartups","Python","611","False","False","10/31/2022 4:34:31 PM","4/14/2026 5:18:03 PM","Easy & Modular Computer Vision Detectors, Trackers & SAM - Run YOLOv9,v8,v7,v6,v5,R,X in under 10 lines of code.","computer-vision;deep-learning;object-detection;opencv;pytorch;sam;tracking;ultralytics;yolor;yolov5;yolov7;yolov8;yolov9;yolox","yolov5 language:Python stars:>=50"
"nneonneo/iOS-SOCKS-Server","https://github.com/nneonneo/iOS-SOCKS-Server","nneonneo","Python","387","False","False","12/9/2019 12:29:26 PM","5/24/2026 9:53:09 PM","iOS HTTP/SOCKS proxy server for fake-tethering","http-proxy;ios;socks-proxy;tethering","topic:ios language:Python stars:>=50"
"SYSTRAN/faster-whisper","https://github.com/SYSTRAN/faster-whisper","SYSTRAN","Python","23121","False","False","2/11/2023 9:17:27 AM","5/24/2026 10:23:49 PM","Faster Whisper transcription with CTranslate2","deep-learning;inference;openai;quantization;speech-recognition;speech-to-text;transformer;whisper","topic:deep-learning language:Python stars:>=50"
"Bobo-y/flexible-yolov5","https://github.com/Bobo-y/flexible-yolov5","Bobo-y","Python","692","False","False","3/26/2021 11:09:37 AM","5/8/2026 2:48:12 AM","More readable and flexible yolov5 with more backbone(gcn, resnet, shufflenet, moblienet, efficientnet, hrnet, swin-transformer, etc) and (cbam，dcn and so on), and tensorrt","backbone;cbam;dcnv2;gcn;hrnet;moblienet;neck;object-detection;ptq;pytorch;qat;resnet;shufflenet;sparsity;swin-transformer;tensorrt;triton-server;yolov3;yolov5","yolov5 language:Python stars:>=50"
"YOLOSHOW/YOLOSHOW","https://github.com/YOLOSHOW/YOLOSHOW","YOLOSHOW","Python","534","False","False","2/18/2024 3:33:48 AM","5/18/2026 9:32:03 AM","YOLO SHOW -  YOLOv11 / YOLOv10 / YOLOv9 / YOLOv8 / YOLOv7 / YOLOv5 / RTDETR / SAM / MobileSAM / FastSAM YOLO GUI based on Pyside6","gui;rtdetr;yolo;yolo-show;yologui;yolov11;yolov5;yolov7;yolov8;yolov9","yolov5 language:Python stars:>=50"
"dyh/unbox_yolov5_deepsort_counting","https://github.com/dyh/unbox_yolov5_deepsort_counting","dyh","Python","1085","False","False","2/12/2021 7:17:05 AM","5/16/2026 3:25:58 AM","yolov5 deepsort 行人 车辆 跟踪 检测 计数","","yolov5 language:Python stars:>=50"
"ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","ashishpatel26","","33790","False","False","1/2/2021 12:08:37 PM","5/24/2026 10:39:27 PM","500 AI Machine learning Deep learning Computer vision NLP Projects with code","artificial-intelligence;artificial-intelligence-projects;awesome;computer-vision;computer-vision-project;data-science;deep-learning;deep-learning-project;machine-learning;machine-learning-projects;nlp;nlp-projects;python","topic:deep-learning stars:>=100"
"ytdl-org/youtube-dl","https://github.com/ytdl-org/youtube-dl","ytdl-org","Python","140359","False","False","10/31/2010 2:35:07 PM","5/24/2026 9:46:10 PM","Command-line program to download videos from YouTube.com and other video sites","","y language:Python stars:>=50"
"wkentaro/labelme","https://github.com/wkentaro/labelme","wkentaro","Python","15907","False","False","5/9/2016 12:30:26 PM","5/24/2026 9:09:28 PM","Image annotation with Python. Supports polygon, rectangle, circle, line, point, and AI-assisted annotation.","annotations;classification;computer-vision;deep-learning;image-annotation;instance-segmentation;python;semantic-segmentation;video-annotation","topic:deep-learning language:Python stars:>=50"
"JingyibySUTsoftware/Yolov5-deepsort-driverDistracted-driving-behavior-detection","https://github.com/JingyibySUTsoftware/Yolov5-deepsort-driverDistracted-driving-behavior-detection","JingyibySUTsoftware","Python","668","False","False","3/30/2021 5:05:31 AM","5/23/2026 9:51:48 AM","基于深度学习的驾驶员分心驾驶行为（疲劳+危险行为）预警系统使用YOLOv5+Deepsort实现驾驶员的危险驾驶行为的预警监测","deeplearning;deepsort;detection;dlib;dlib-face-detection;dlib-tracker;driver-behavior;object-detection;opencv;playsound;pyqt5;python;pytorch;sort;tired;tracker;yolov5;yolov5-deepsort","yolov5 language:Python stars:>=50"
"smileboywtu/MillionHeroAssistant","https://github.com/smileboywtu/MillionHeroAssistant","smileboywtu","Python","524","False","False","1/8/2018 1:26:04 PM","4/10/2026 3:31:57 AM","百万 / 冲顶 / 芝士 / UC  / 万能 答题助手（知识图谱更加专业，自动推荐答案， Android手机自动屏幕适配，模拟器支持，多开)","adb;android;baidu;ios;ocr;python3;xigua","topic:ios language:Python stars:>=50"
"PINTO0309/HeadPoseEstimation-WHENet-yolov4-onnx-openvino","https://github.com/PINTO0309/HeadPoseEstimation-WHENet-yolov4-onnx-openvino","PINTO0309","Python","75","False","False","11/15/2021 9:39:13 AM","2/15/2026 9:21:53 AM","WHENet - ONNX, OpenVINO, TFLite, TensorRT, EdgeTPU, CoreML, TFJS, YOLOv4/YOLOv4-tiny-3L","coreml;edgetpu;onnx;tensorflow;tensorrt;tfjs;tflite","topic:coreml language:Python stars:>=50"
"PaddlePaddle/PaddleYOLO","https://github.com/PaddlePaddle/PaddleYOLO","PaddlePaddle","Python","667","False","False","7/13/2022 12:05:19 PM","5/13/2026 6:29:46 PM","🚀🚀🚀 YOLO series of PaddlePaddle implementation, PP-YOLOE+, RT-DETR, YOLOv5, YOLOv6, YOLOv7, YOLOv8, YOLOv10, YOLO11, YOLOX, YOLOv5u, YOLOv7u, YOLOv6Lite, RTMDet and so on. 🚀🚀🚀","instance-segmentation;object-detection;paddleyolo;ppyolo;ppyoloe;ppyolov2;rt-detr;rtmdet;yolo;yolo11;yolov10;yolov3;yolov5;yolov5u;yolov6;yolov6lite;yolov7;yolov7u;yolov8;yolox","yolov5 language:Python stars:>=50"
"kivymd/KivyMD","https://github.com/kivymd/KivyMD","kivymd","Python","2445","False","False","8/29/2018 6:16:24 PM","5/19/2026 2:52:14 AM","KivyMD is a collection of Material Design compliant widgets for use with Kivy, a framework for cross-platform, touch-enabled graphical applications. https://youtube.com/c/KivyMD https://twitter.com/KivyMD https://habr.com/ru/users/kivymd https://stackoverflow.com/tags/kivymd","android;app;cross-platform;ios;kivy;kivymd;library;linux;macos;material-design;python;ui;windows","topic:ios language:Python stars:>=50"
"yadm-dev/yadm","https://github.com/yadm-dev/yadm","yadm-dev","Python","6299","False","False","7/14/2015 12:51:13 PM","5/24/2026 12:52:16 AM","Yet Another Dotfiles Manager","bash;bootstrap;commandline;dot-files;dotfile-management;dotfile-manager;dotfiles;dotfiles-automation;dotfiles-linux;dotfiles-macos;encryption;git;gpg;hooks;jinja2;manager;multiple-machines;symlink-alternative;template;yadm","y language:Python stars:>=50"
"Atarity/deploy-your-own-saas","https://github.com/Atarity/deploy-your-own-saas","Atarity","Python","9387","False","False","8/19/2019 2:24:17 PM","5/24/2026 9:12:24 PM","List of ""only yours"" cloud services for everyday needs :black_flag:","awesome;awesome-list;list;open-source;self-hosted","y language:Python stars:>=50"
"liuzhao1225/YouDub-webui","https://github.com/liuzhao1225/YouDub-webui","liuzhao1225","Python","4649","False","False","12/26/2023 10:17:39 AM","5/24/2026 9:22:30 AM","","","y language:Python stars:>=50"
"roboflow/supervision","https://github.com/roboflow/supervision","roboflow","Python","39538","False","False","11/28/2022 2:08:44 PM","5/24/2026 9:34:19 PM","We write your reusable computer vision tools. 💜","classification;coco;computer-vision;deep-learning;hacktoberfest;image-processing;instance-segmentation;low-code;machine-learning;metrics;object-detection;oriented-bounding-box;pascal-voc;python;pytorch;tensorflow;tracking;video-processing;yolo","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"camel-ai/camel","https://github.com/camel-ai/camel","camel-ai","Python","17027","False","False","3/17/2023 9:41:54 PM","5/24/2026 4:53:49 PM","🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org","agent;ai-societies;artificial-intelligence;communicative-ai;cooperative-ai;deep-learning;large-language-models;multi-agent-systems;natural-language-processing","topic:deep-learning language:Python stars:>=50"
"huggingface/diffusers","https://github.com/huggingface/diffusers","huggingface","Python","33691","False","False","5/30/2022 4:04:02 PM","5/24/2026 5:50:44 PM","🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch.","deep-learning;diffusion;flux;image-generation;image2image;image2video;latent-diffusion-models;pytorch;qwen-image;score-based-generative-modeling;stable-diffusion;stable-diffusion-diffusers;text2image;text2video;video2video","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"ZJU-lishuang/yolov5_prune","https://github.com/ZJU-lishuang/yolov5_prune","ZJU-lishuang","Python","582","False","False","10/15/2020 9:12:15 AM","3/27/2026 7:42:03 AM","yolov5 prune，Support V2, V3, V4 and V6 versions of yolov5","","yolov5 language:Python stars:>=50"
"kevinjalbert/notion-toolbox","https://github.com/kevinjalbert/notion-toolbox","kevinjalbert","Python","706","False","False","5/10/2019 10:04:42 PM","5/21/2026 9:56:49 AM","This is a collection of Notion tools that work in tandem together.","alfred;alfred-workflow;heroku;ifttt;ios;ios-scriptable;ios-shortcuts;ios-widget;notion;organization;productivity;scriptable;scriptable-app","topic:ios language:Python stars:>=50"
"iscyy/ultralyticsPro","https://github.com/iscyy/ultralyticsPro","iscyy","Python","2942","False","False","8/5/2022 9:37:53 AM","5/23/2026 2:10:23 PM","🔥🔥🔥 专注于YOLO11，YOLOv8、TYOLOv12、YOLOv10、RT-DETR、YOLOv7、YOLOv5改进模型，Support to improve backbone, neck, head, loss, IoU, NMS and other modules🚀","backbone;deep-learning;pytorch;rt-detr;transformer;yolo;yolo11;yoloair;yolov10;yolov3;yolov4;yolov5;yolov6;yolov7;yolov8","yolov5 language:Python stars:>=50"
"hpcaitech/ColossalAI","https://github.com/hpcaitech/ColossalAI","hpcaitech","Python","41393","False","False","10/28/2021 4:19:44 PM","5/24/2026 10:52:51 AM","Making large AI models cheaper, faster and more accessible","ai;big-model;data-parallelism;deep-learning;distributed-computing;foundation-models;heterogeneous-training;hpc;inference;large-scale;model-parallelism;pipeline-parallelism","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"paradiseduo/ApplicationScanner","https://github.com/paradiseduo/ApplicationScanner","paradiseduo","Python","516","False","False","3/4/2021 9:34:31 AM","5/9/2026 1:02:25 PM","An open source application scanning tool","android;apk;apktools;appscan;ios;ipa;macho;macos;windows","topic:ios language:Python stars:>=50"
"SanshruthR/CCTV_YOLO","https://github.com/SanshruthR/CCTV_YOLO","SanshruthR","Python","585","False","False","9/28/2024 4:51:05 PM","4/29/2026 10:57:26 PM","Fast Real-time Object Detection with High-Res Output https://x.com/_akhaliq/status/1840213012818329826 https://x.com/githubprojects/status/1891370506537910724 https://www.threads.net/@githubprojects/post/DGKdoE4zdUX","cctv;cctv-surveillance;gradio;realtime;yolo;yolov5","yolov5 language:Python stars:>=50"
"AirtestProject/Airtest","https://github.com/AirtestProject/Airtest","AirtestProject","Python","9364","False","False","1/24/2018 4:00:35 AM","5/24/2026 10:32:10 PM","UI Automation Framework for Games and Apps","android;automated-testing;automation;game;ios;test-automation;test-framework;unity3d;windows","topic:ios language:Python stars:>=50"
"TomMao23/multiyolov5","https://github.com/TomMao23/multiyolov5","TomMao23","Python","707","False","False","6/14/2021 10:47:47 AM","5/7/2026 1:50:19 PM","joint detection and semantic segmentation, based on ultralytics/yolov5, ","","yolov5 language:Python stars:>=50"
"d2l-ai/d2l-zh","https://github.com/d2l-ai/d2l-zh","d2l-ai","Python","77959","False","False","8/23/2017 4:40:24 AM","5/24/2026 3:09:25 PM","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。","book;chinese;computer-vision;deep-learning;machine-learning;natural-language-processing;notebook;python","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"eriklindernoren/ML-From-Scratch","https://github.com/eriklindernoren/ML-From-Scratch","eriklindernoren","Python","31521","False","False","2/5/2017 12:11:23 PM","5/24/2026 9:25:37 PM","Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.","data-mining;data-science;deep-learning;deep-reinforcement-learning;genetic-algorithm;machine-learning;machine-learning-from-scratch","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"mouredev/Hello-Python","https://github.com/mouredev/Hello-Python","mouredev","Python","35737","False","False","8/3/2022 5:14:53 PM","5/24/2026 10:27:56 PM","Curso para aprender el lenguaje de programación Python desde cero y para principiantes. 100 clases, 44 horas en vídeo, código, proyectos y grupo de chat. Fundamentos, frontend, backend, testing, IA...","backend;chatgpt;chatgpt-api;fastapi;frontend;gpt-3;gpt-4;mongodb;openai;openai-api;python;python3;reflex;tutorial","y language:Python stars:>=50"
"PINTO0309/PINTO_model_zoo","https://github.com/PINTO0309/PINTO_model_zoo","PINTO0309","Python","4171","False","False","12/11/2019 1:02:40 PM","5/24/2026 12:43:35 PM","A repository for storing models that have been inter-converted between various frameworks. Supported frameworks are TensorFlow, PyTorch, ONNX, OpenVINO, TFJS, TFTRT, TensorFlowLite (Float32/16/INT8), EdgeTPU, CoreML.","caffe;computer-vision;coreml;edgetpu;keras;mediapipe;model;model-zoo;models;onnx;openvino;pretrained-models;pytorch;tensorflow;tensorflow-lite;tensorflowjs;tf-trt;tfjs;tflite;tflite-models","topic:coreml language:Python stars:>=50"
"apple/coremltools","https://github.com/apple/coremltools","apple","Python","5262","False","False","6/30/2017 7:39:02 AM","5/24/2026 3:08:05 AM","Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.","coreml;coremltools;machine-learning;model-conversion;model-converter;pytorch;tensorflow","topic:coreml language:Python stars:>=50"
"recommenders-team/recommenders","https://github.com/recommenders-team/recommenders","recommenders-team","Python","21717","False","False","9/19/2018 10:06:07 AM","5/24/2026 8:42:22 PM","Best Practices on Recommendation Systems","ai;artificial-intelligence;data-science;deep-learning;jupyter-notebook;kubernetes;machine-learning;operationalization;python;ranking;rating;recommendation;recommendation-algorithm;recommendation-engine;recommendation-system;recommender;tutorial","topic:deep-learning language:Python stars:>=50"
"robmsmt/KerasDeepSpeech","https://github.com/robmsmt/KerasDeepSpeech","robmsmt","Python","242","False","False","9/3/2017 10:35:57 AM","4/3/2026 11:38:47 PM","A Keras CTC implementation of Baidu's DeepSpeech for model experimentation","asr;baidu;coreml;ctc;deep-learning;deeplearning;deepspeech;keras;machine-learning;neural-network;neural-networks;nn;speech;speech-to-text;speechrecognition","topic:coreml language:Python stars:>=50"
"codemagic-ci-cd/cli-tools","https://github.com/codemagic-ci-cd/cli-tools","codemagic-ci-cd","Python","465","False","False","10/29/2019 2:07:40 PM","5/21/2026 6:20:25 AM","Various utilities to managing Android and iOS app builds, code signing, and deployment.","android;app-store;devops;google-play;ios;mobile;testflight","topic:ios language:Python stars:>=50"
"HuKai97/yolov5-5.x-annotations","https://github.com/HuKai97/yolov5-5.x-annotations","HuKai97","Python","675","False","False","8/28/2021 4:12:51 PM","5/20/2026 5:16:26 AM","一个基于yolov5-5.0的中文注释版本！","","yolov5 language:Python stars:>=50"
"babysor/MockingBird","https://github.com/babysor/MockingBird","babysor","Python","36903","False","False","8/7/2021 3:53:39 AM","5/24/2026 9:22:43 PM","🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time","ai;deep-learning;pytorch;speech;text-to-speech;tts","topic:deep-learning language:Python stars:>=50 | topic:deep-learning stars:>=100"
"wufan-tb/yolo_slowfast","https://github.com/wufan-tb/yolo_slowfast","wufan-tb","Python","560","False","False","12/27/2021 9:06:04 AM","5/17/2026 7:52:15 AM","Yolov5+SlowFast:  Realtime Action Detection Based on PytorchVideo","slowfast;yolov5","yolov5 language:Python stars:>=50"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","jadore801120","Python","9732","False","False","6/14/2017 10:15:20 AM","5/24/2026 2:03:55 PM","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","attention;attention-is-all-you-need;deep-learning;natural-language-processing;nlp;pytorch","y language:Python stars:>=50"
"conorluddy/ios-simulator-skill","https://github.com/conorluddy/ios-simulator-skill","conorluddy","Python","1028","False","False","10/17/2025 12:43:15 PM","5/24/2026 6:49:17 PM","An IOS Simulator Skill for ClaudeCode. Use it to optimise Claude's ability to build, run and interact with your apps. I mainly use it as an xcodebuild wrapper to save context.","agent;agentic-ai;ai-agents;claude;claude-ai;claude-code;claude-skills;claudecode;claudeskills;dx;ios;iossimulator;mcp;mcp-tools;python;simulator;skills;testing;tooling;xcode","topic:ios language:Python stars:>=50"
"kivy/plyer","https://github.com/kivy/plyer","kivy","Python","1785","False","False","1/23/2013 12:27:33 AM","5/21/2026 7:50:39 PM","Plyer is a platform-independent Python wrapper for platform-dependent APIs","android;api-wrapper;ios;linux;macos;python;windows","topic:ios language:Python stars:>=50"
"ThioJoe/YT-Spammer-Purge","https://github.com/ThioJoe/YT-Spammer-Purge","ThioJoe","Python","4648","False","False","10/27/2021 11:45:03 PM","5/24/2026 5:36:23 PM","Allows you easily scan for and delete scam comments using several methods.","spam-filtering;youtube","y language:Python stars:>=50"
"google/magika","https://github.com/google/magika","google","Python","17039","False","False","8/22/2023 9:36:55 AM","5/24/2026 10:17:09 AM","Fast and accurate AI powered file content types detection ","ai;deep-learning;filetype;keras-classification-models;keras-models;mime-types;onnx","topic:deep-learning language:Python stars:>=50"
"oop7/YTSage","https://github.com/oop7/YTSage","oop7","Python","3683","False","False","11/29/2024 5:15:45 PM","5/24/2026 7:06:13 PM","Modern YouTube downloader with a clean PySide6 interface. Download videos in any quality, extract audio, fetch subtitles, sponsorBlock, and view video metadata. Built with yt-dlp for reliable performance.","pyside6;python;youtube-dl;youtube-downloader;yt-dlp;yt-dlp-gui","y language:Python stars:>=50"
