CandidateRepo,Frequency,PctOfAnchors,Source
CLUEbenchmark/CLUEDatasetSearch,1,4.2,30_Matches_final
Cadene/pretrained-models.pytorch,1,4.2,30_Matches_final
ChinaIceF/PyQt-SiliconUI,1,4.2,30_Matches_final
Cinnamon/kotaemon,1,4.2,30_Matches_final
Coder-Yu/QRec,1,4.2,30_Matches_final
Coframe/coffee,1,4.2,30_Matches_final
Comfy-Org/ComfyUI,1,4.2,30_Matches_final
CryptoSignal/Crypto-Signal,1,4.2,30_Matches_final
DA-southampton/NLP_ability,1,4.2,30_Matches_final
DLTK/DLTK,1,4.2,30_Matches_final
Daniil-Osokin/lightweight-human-pose-estimation.pytorch,1,4.2,30_Matches_final
DanilBaibak/ml-in-production,1,4.2,30_Matches_final
DaoCloud/DaoCloud-docs,1,4.2,30_Matches_final
DerwenAI/pytextrank,1,4.2,30_Matches_final
Djdefrag/QualityScaler,1,4.2,30_Matches_final
DuaneNielsen/DeepInfomaxPytorch,1,4.2,30_Matches_final
DuyNguDao/Identity-Action,1,4.2,30_Matches_final
ELS-RD/transformer-deploy,1,4.2,30_Matches_final
ENOT-AutoDL/onnx2torch,1,4.2,30_Matches_final
EdoardoBotta/RQ-VAE-Recommender,1,4.2,30_Matches_final
Embedding/Chinese-Word-Vectors,1,4.2,30_Matches_final
FLming/CRNN.tf2,1,4.2,30_Matches_final
Farama-Foundation/Gymnasium,1,4.2,30_Matches_final
Flame-Code-VLM/Flame-Code-VLM,1,4.2,30_Matches_final
FreedomIntelligence/TextClassificationBenchmark,1,4.2,30_Matches_final
GabrielDornelles/pytorch-ocr,1,4.2,30_Matches_final
GradientHQ/parallax,1,4.2,30_Matches_final
HKUDS/OpenHarness,1,4.2,30_Matches_final
HKUDS/RAG-Anything,1,4.2,30_Matches_final
Heerozh/spectre,1,4.2,30_Matches_final
Helsinki-NLP/Opus-MT,1,4.2,30_Matches_final
Hironsan/BossSensor,1,4.2,30_Matches_final
HomebrewML/revlib,1,4.2,30_Matches_final
IBM/unitxt,1,4.2,30_Matches_final
IBM/zshot,1,4.2,30_Matches_final
Imbad0202/academic-research-skills,1,4.2,30_Matches_final
InterDigitalInc/CompressAI,1,4.2,30_Matches_final
JingyibySUTsoftware/Yolov5-deepsort-driverDistracted-driving-behavior-detection,1,4.2,30_Matches_final
Jittor/jittor,1,4.2,30_Matches_final
KaiyangZhou/deep-person-reid,1,4.2,30_Matches_final
Kanaries/pygwalker,1,4.2,30_Matches_final
KevinMusgrave/pytorch-metric-learning,1,4.2,30_Matches_final
LambdaLabsML/distributed-training-guide,1,4.2,30_Matches_final
Lasagne/Lasagne,1,4.2,30_Matches_final
Lightning-AI/litgpt,1,4.2,30_Matches_final
Lightricks/LTX-Video,1,4.2,30_Matches_final
Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,1,4.2,30_Matches_final
LongmaoTeamTf/deep_recommenders,1,4.2,30_Matches_final
MTSWebServices/RecTools,1,4.2,30_Matches_final
MaaAssistantArknights/MaaAssistantArknights,1,4.2,30_Matches_final
Maluuba/nlg-eval,1,4.2,30_Matches_final
MaurizioFD/RecSys2019_DeepLearning_Evaluation,1,4.2,30_Matches_final
MemeMeow-Studio/MemeMeow,1,4.2,30_Matches_final
Michalos88/Quant-Projects,1,4.2,30_Matches_final
MigoXLab/dingo,1,4.2,30_Matches_final
Minqi824/ADBench,1,4.2,30_Matches_final
ModelTC/LightCompress,1,4.2,30_Matches_final
NTMC-Community/MatchZoo,1,4.2,30_Matches_final
NVIDIA-Merlin/Merlin,1,4.2,30_Matches_final
NVIDIA-Merlin/NVTabular,1,4.2,30_Matches_final
NVIDIA-Merlin/models,1,4.2,30_Matches_final
NVIDIA-NeMo/Guardrails,1,4.2,30_Matches_final
NVIDIA/Megatron-LM,1,4.2,30_Matches_final
NVIDIA/MinkowskiEngine,1,4.2,30_Matches_final
NVIDIA/TensorRT-LLM,1,4.2,30_Matches_final
NVIDIA/TransformerEngine,1,4.2,30_Matches_final
NVlabs/Sana,1,4.2,30_Matches_final
Nota-NetsPresso/BK-SDM,1,4.2,30_Matches_final
Novaquant-labs/hyperliquid-trading-bot,1,4.2,30_Matches_final
Oldpan/Pytorch-Memory-Utils,1,4.2,30_Matches_final
OpenBMB/MiniCPM-V,1,4.2,30_Matches_final
OpenBMB/UltraRAG,1,4.2,30_Matches_final
OpenBMB/VoxCPM,1,4.2,30_Matches_final
OpenMOSS/CoLLiE,1,4.2,30_Matches_final
OpenMOSS/MOSS-TTS,1,4.2,30_Matches_final
OpenPPL/ppq,1,4.2,30_Matches_final
OpenRLHF/OpenRLHF,1,4.2,30_Matches_final
PINTO0309/HeadPoseEstimation-WHENet-yolov4-onnx-openvino,1,4.2,30_Matches_final
PaddlePaddle/PaddleDetection,1,4.2,30_Matches_final
PaddlePaddle/Research,1,4.2,30_Matches_final
PaddlePaddle/X2Paddle,1,4.2,30_Matches_final
PaddlePaddle/models,1,4.2,30_Matches_final
Panniantong/Agent-Reach,1,4.2,30_Matches_final
PennyLaneAI/pennylane,1,4.2,30_Matches_final
PeterH0323/Smart_Construction,1,4.2,30_Matches_final
PeterL1n/BackgroundMattingV2,1,4.2,30_Matches_final
PointCloudLibrary/pcl,1,4.2,30_Matches_final
PrefectHQ/fastmcp,1,4.2,30_Matches_final
PrefectHQ/marvin,1,4.2,30_Matches_final
RICHQAQ/PasteMD,1,4.2,30_Matches_final
ROCm/Tensile,1,4.2,30_Matches_final
RQLuo/MixTeX-Latex-OCR,1,4.2,30_Matches_final
RUCAIBox/CRSLab,1,4.2,30_Matches_final
RUCAIBox/RecBole,1,4.2,30_Matches_final
RangiLyu/nanodet,1,4.2,30_Matches_final
RayVentura/ShortGPT,1,4.2,30_Matches_final
Renovamen/Speech-Emotion-Recognition,1,4.2,30_Matches_final
Res2Net/Res2Net-PretrainedModels,1,4.2,30_Matches_final
RomelTorres/alpha_vantage,1,4.2,30_Matches_final
STVIR/pysot,1,4.2,30_Matches_final
SamYuen101234/Masked_Face_Recognition,1,4.2,30_Matches_final
Sanster/text_renderer,1,4.2,30_Matches_final
SciPhi-AI/R2R,1,4.2,30_Matches_final
Seeed-Studio/ModelAssistant,1,4.2,30_Matches_final
Sharpiless/Yolov5-Deepsort,1,4.2,30_Matches_final
THUwangcy/ReChorus,1,4.2,30_Matches_final
TachibanaYoshino/AnimeGAN,1,4.2,30_Matches_final
TachibanaYoshino/AnimeGANv3,1,4.2,30_Matches_final
Tencent/AngelSlim,1,4.2,30_Matches_final
Tianxiaomo/pytorch-YOLOv4,1,4.2,30_Matches_final
TingFree/NLPer-Arsenal,1,4.2,30_Matches_final
Tomiinek/MultiWOZ_Evaluation,1,4.2,30_Matches_final
UFAL-DSG/tgen,1,4.2,30_Matches_final
UlionTse/mlgb,1,4.2,30_Matches_final
Unbabel/COMET,1,4.2,30_Matches_final
ValueCell-ai/valuecell,1,4.2,30_Matches_final
Vision-CAIR/MiniGPT-4,1,4.2,30_Matches_final
XiaoLongtaoo/TIGER,1,4.2,30_Matches_final
Xiaoccer/MobileFaceNet_Pytorch,1,4.2,30_Matches_final
YihangChen-ee/FCGS,1,4.2,30_Matches_final
YihangChen-ee/HAC,1,4.2,30_Matches_final
YihangChen-ee/HAC-plus,1,4.2,30_Matches_final
YunYang1994/tensorflow-yolov3,1,4.2,30_Matches_final
ZainZhao/Personalized-recommend,1,4.2,30_Matches_final
ZhengyaoJiang/PGPortfolio,1,4.2,30_Matches_final
abdulfatir/twitter-sentiment-analysis,1,4.2,30_Matches_final
abhishek-ch/around-dataengineering,1,4.2,30_Matches_final
adobe-research/convmelspec,1,4.2,30_Matches_final
aeon-toolkit/aeon,1,4.2,30_Matches_final
ageitgey/face_recognition,1,4.2,30_Matches_final
agno-agi/agno,1,4.2,30_Matches_final
ahmetgunduz/Real-time-GesRec,1,4.2,30_Matches_final
aiming-lab/AutoResearchClaw,1,4.2,30_Matches_final
akirasosa/mobile-semantic-segmentation,1,4.2,30_Matches_final
aladdinpersson/Machine-Learning-Collection,1,4.2,30_Matches_final
alanchn31/Movalytics-Data-Warehouse,1,4.2,30_Matches_final
alegonz/baikal,1,4.2,30_Matches_final
aleju/imgaug,1,4.2,30_Matches_final
aliasrobotics/cai,1,4.2,30_Matches_final
alibaba/EasyParallelLibrary,1,4.2,30_Matches_final
alicevision/Meshroom,1,4.2,30_Matches_final
alteryx/featuretools,1,4.2,30_Matches_final
amdegroot/ssd.pytorch,1,4.2,30_Matches_final
amirgholami/ZeroQ,1,4.2,30_Matches_final
amor71/LiuAlgoTrader,1,4.2,30_Matches_final
ankonzoid/artificio,1,4.2,30_Matches_final
annoviko/pyclustering,1,4.2,30_Matches_final
ansible/ansible,1,4.2,30_Matches_final
antonior92/ecg-age-prediction,1,4.2,30_Matches_final
apachecn/ailearning,1,4.2,30_Matches_final
argoproj/argo-workflows,1,4.2,30_Matches_final
arogozhnikov/einops,1,4.2,30_Matches_final
asavinov/intelligent-trading-bot,1,4.2,30_Matches_final
asyml/texar,1,4.2,30_Matches_final
augmentedstartups/AS-One,1,4.2,30_Matches_final
autodistill/autodistill,1,4.2,30_Matches_final
ayooshkathuria/pytorch-yolo-v3,1,4.2,30_Matches_final
babysor/MockingBird,1,4.2,30_Matches_final
bentoml/BentoML,1,4.2,30_Matches_final
binance/binance-skills-hub,1,4.2,30_Matches_final
boyac/pyOptionPricing,1,4.2,30_Matches_final
breizhn/DTLN,1,4.2,30_Matches_final
brightmart/text_classification,1,4.2,30_Matches_final
brokermr810/QuantDinger,1,4.2,30_Matches_final
budzianowski/multiwoz,1,4.2,30_Matches_final
caoscott/SReC,1,4.2,30_Matches_final
cavalleria/cavaface,1,4.2,30_Matches_final
cfzd/Ultra-Fast-Lane-Detection,1,4.2,30_Matches_final
chainer/chainer,1,4.2,30_Matches_final
changyeyu/LLM-RL-Visualized,1,4.2,30_Matches_final
chartbeat-labs/textacy,1,4.2,30_Matches_final
cheahjs/free-llm-api-resources,1,4.2,30_Matches_final
cheungdaven/DeepRec,1,4.2,30_Matches_final
chunyuanY/Dialogue,1,4.2,30_Matches_final
cleardusk/3DDFA_V2,1,4.2,30_Matches_final
code-kern-ai/refinery,1,4.2,30_Matches_final
coding-kitties/investing-algorithm-framework,1,4.2,30_Matches_final
colmap/colmap,1,4.2,30_Matches_final
constverum/Quantdom,1,4.2,30_Matches_final
couler-proj/couler,1,4.2,30_Matches_final
cuemacro/finmarketpy,1,4.2,30_Matches_final
curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,1,4.2,30_Matches_final
cvat-ai/cvat,1,4.2,30_Matches_final
cvqluu/Angular-Penalty-Softmax-Losses-Pytorch,1,4.2,30_Matches_final
cylnlp/dialogsum,1,4.2,30_Matches_final
dagster-io/dagster,1,4.2,30_Matches_final
damklis/DataEngineeringProject,1,4.2,30_Matches_final
databricks/spark-deep-learning,1,4.2,30_Matches_final
datacamp/viewflow,1,4.2,30_Matches_final
datapane/datapane,1,4.2,30_Matches_final
datawhalechina/all-in-rag,1,4.2,30_Matches_final
datawhalechina/fun-rec,1,4.2,30_Matches_final
dbolya/yolact,1,4.2,30_Matches_final
dbrojas/optlib,1,4.2,30_Matches_final
ddbourgin/numpy-ml,1,4.2,30_Matches_final
deepcam-cn/yolov5-face,1,4.2,30_Matches_final
deeppavlov/DeepPavlov,1,4.2,30_Matches_final
dkeras-project/dkeras,1,4.2,30_Matches_final
eduardoleao052/Autograd-from-scratch,1,4.2,30_Matches_final
elyra-ai/elyra,1,4.2,30_Matches_final
emedvedev/attention-ocr,1,4.2,30_Matches_final
emilianavt/OpenSeeFace,1,4.2,30_Matches_final
enarjord/passivbot,1,4.2,30_Matches_final
eriklindernoren/PyTorch-YOLOv3,1,4.2,30_Matches_final
explosion/spaCy,1,4.2,30_Matches_final
fastmachinelearning/hls4ml,1,4.2,30_Matches_final
feature-engine/feature_engine,1,4.2,30_Matches_final
federicomariamassari/financial-engineering,1,4.2,30_Matches_final
filipradenovic/cnnimageretrieval-pytorch,1,4.2,30_Matches_final
freqtrade/freqtrade-strategies,1,4.2,30_Matches_final
frgfm/torch-cam,1,4.2,30_Matches_final
frotms/PaddleOCR2Pytorch,1,4.2,30_Matches_final
gandersen101/spaczz,1,4.2,30_Matches_final
gasparian/PicsArtHack-binary-segmentation,1,4.2,30_Matches_final
gaussic/text-classification-cnn-rnn,1,4.2,30_Matches_final
geniusrise/geniusrise,1,4.2,30_Matches_final
getzep/graphiti,1,4.2,30_Matches_final
gmalivenko/pytorch2keras,1,4.2,30_Matches_final
google-deepmind/acme,1,4.2,30_Matches_final
google/adk-python,1,4.2,30_Matches_final
google/gin-config,1,4.2,30_Matches_final
google/tf-quant-finance,1,4.2,30_Matches_final
gpustack/gpustack,1,4.2,30_Matches_final
gradio-app/gradio,1,4.2,30_Matches_final
graphdeco-inria/gaussian-splatting,1,4.2,30_Matches_final
hankcs/HanLP,1,4.2,30_Matches_final
he-yufeng/CoreCoder,1,4.2,30_Matches_final
helmholtz-analytics/heat,1,4.2,30_Matches_final
hexiangnan/neural_collaborative_filtering,1,4.2,30_Matches_final
hiyouga/EasyR1,1,4.2,30_Matches_final
hkproj/pytorch-transformer-distributed,1,4.2,30_Matches_final
hongbo-miao/hongbomiao.com,1,4.2,30_Matches_final
hpcaitech/ColossalAI,1,4.2,30_Matches_final
hplt-project/sacremoses,1,4.2,30_Matches_final
hsliuping/TradingAgents-CN,1,4.2,30_Matches_final
hudson-and-thames/mlfinlab,1,4.2,30_Matches_final
huggingface/accelerate,1,4.2,30_Matches_final
huggingface/autotrain-advanced,1,4.2,30_Matches_final
huggingface/huggingface_hub,1,4.2,30_Matches_final
huggingface/pytorch-pretrained-BigGAN,1,4.2,30_Matches_final
hyperspy/hyperspy,1,4.2,30_Matches_final
i-Jayus/RecSystem-Pytorch,1,4.2,30_Matches_final
ictnlp/StreamSpeech,1,4.2,30_Matches_final
idanya/algo-trader,1,4.2,30_Matches_final
jacobgil/pytorch-grad-cam,1,4.2,30_Matches_final
jasonwu0731/ToD-BERT,1,4.2,30_Matches_final
jasonwu0731/trade-dst,1,4.2,30_Matches_final
jessevig/bertviz,1,4.2,30_Matches_final
jfainberg/self_dialogue_corpus,1,4.2,30_Matches_final
jfkirk/tensorrec,1,4.2,30_Matches_final
jhj0517/Whisper-WebUI,1,4.2,30_Matches_final
jiesutd/NCRFpp,1,4.2,30_Matches_final
jina-ai/annlite,1,4.2,30_Matches_final
jina-ai/clip-as-service,1,4.2,30_Matches_final
jingyaogong/minimind-v,1,4.2,30_Matches_final
jkbrzt/cointrol,1,4.2,30_Matches_final
kakaobrain/fast-autoaugment,1,4.2,30_Matches_final
kamo-naoyuki/pytorch_convolutional_rnn,1,4.2,30_Matches_final
kang205/SASRec,1,4.2,30_Matches_final
katanaml/sparrow,1,4.2,30_Matches_final
kernc/backtesting.py,1,4.2,30_Matches_final
kk7nc/RMDL,1,4.2,30_Matches_final
ksanjeevan/crnn-audio-classification,1,4.2,30_Matches_final
kwai/DouZero,1,4.2,30_Matches_final
langchain-ai/langgraph,1,4.2,30_Matches_final
langchain-ai/open-swe,1,4.2,30_Matches_final
lastmile-ai/mcp-agent,1,4.2,30_Matches_final
lbryio/lbry-sdk,1,4.2,30_Matches_final
lensacom/sparkit-learn,1,4.2,30_Matches_final
leptonai/leptonai,1,4.2,30_Matches_final
lightaime/deep_gcns_torch,1,4.2,30_Matches_final
lightseekorg/tokenspeed,1,4.2,30_Matches_final
livekit/agents,1,4.2,30_Matches_final
llmware-ai/llmware,1,4.2,30_Matches_final
lm-sys/FastChat,1,4.2,30_Matches_final
lmb-freiburg/hand3d,1,4.2,30_Matches_final
lmbxmu/HRank,1,4.2,30_Matches_final
lss233/kirara-ai,1,4.2,30_Matches_final
lucidrains/DALLE-pytorch,1,4.2,30_Matches_final
lucidrains/DALLE2-pytorch,1,4.2,30_Matches_final
lucidrains/imagen-pytorch,1,4.2,30_Matches_final
lucidrains/vit-pytorch,1,4.2,30_Matches_final
lucidrains/x-transformers,1,4.2,30_Matches_final
ludwig-ai/ludwig,1,4.2,30_Matches_final
lukaszbinden/pediatric-bone-age-prediction,1,4.2,30_Matches_final
lyhue1991/eat_tensorflow2_in_30_days,1,4.2,30_Matches_final
machow/siuba,1,4.2,30_Matches_final
maciejkula/spotlight,1,4.2,30_Matches_final
magicleap/SuperGluePretrainedNetwork,1,4.2,30_Matches_final
mara/mara-pipelines,1,4.2,30_Matches_final
mars-project/mars,1,4.2,30_Matches_final
maziyarpanahi/openmed,1,4.2,30_Matches_final
mdbloice/Augmentor,1,4.2,30_Matches_final
microsoft/AirSim,1,4.2,30_Matches_final
microsoft/LoRA,1,4.2,30_Matches_final
microsoft/Swin-Transformer,1,4.2,30_Matches_final
microsoft/hummingbird,1,4.2,30_Matches_final
mims-harvard/TFC-pretraining,1,4.2,30_Matches_final
mit-han-lab/gan-compression,1,4.2,30_Matches_final
mit-han-lab/hardware-aware-transformers,1,4.2,30_Matches_final
mkhorasani/Streamlit-Authenticator,1,4.2,30_Matches_final
mlc-ai/mlc-llm,1,4.2,30_Matches_final
mlfoundations/open_clip,1,4.2,30_Matches_final
mlwithme/BertWithPretrained,1,4.2,30_Matches_final
modelscope/modelscope,1,4.2,30_Matches_final
msed-Ebrahimi/ARoFace,1,4.2,30_Matches_final
mwaskom/seaborn,1,4.2,30_Matches_final
nabla-ml/nabla,1,4.2,30_Matches_final
nchammas/flintrock,1,4.2,30_Matches_final
nebuly-ai/optimate,1,4.2,30_Matches_final
nerfstudio-project/nerfstudio,1,4.2,30_Matches_final
nickliqian/cnn_captcha,1,4.2,30_Matches_final
nidhaloff/igel,1,4.2,30_Matches_final
nl8590687/ASRT_SpeechRecognition,1,4.2,30_Matches_final
nltk/nltk,1,4.2,30_Matches_final
nnaisense/evotorch,1,4.2,30_Matches_final
nok/sklearn-porter,1,4.2,30_Matches_final
norse/norse,1,4.2,30_Matches_final
notAI-tech/NudeNet,1,4.2,30_Matches_final
ofnote/tsalib,1,4.2,30_Matches_final
omnuron/omniclaw,1,4.2,30_Matches_final
onnx/onnx,1,4.2,30_Matches_final
open-mmlab/mmdetection,1,4.2,30_Matches_final
open-mmlab/mmocr,1,4.2,30_Matches_final
open-mmlab/mmyolo,1,4.2,30_Matches_final
openai/DALL-E,1,4.2,30_Matches_final
openai/baselines,1,4.2,30_Matches_final
openai/chatgpt-retrieval-plugin,1,4.2,30_Matches_final
openai/spinningup,1,4.2,30_Matches_final
opendatalab/MinerU,1,4.2,30_Matches_final
openimages/dataset,1,4.2,30_Matches_final
oreilly-japan/deep-learning-from-scratch-3,1,4.2,30_Matches_final
orobix/Prototypical-Networks-for-Few-shot-Learning-PyTorch,1,4.2,30_Matches_final
paperless-ngx/paperless-ngx,1,4.2,30_Matches_final
paul-pias/Face-Recognition,1,4.2,30_Matches_final
persiannlp/parsinlu,1,4.2,30_Matches_final
peteryuX/arcface-tf2,1,4.2,30_Matches_final
pipeline-tools/gusty,1,4.2,30_Matches_final
pranftw/neograd,1,4.2,30_Matches_final
process-intelligence-solutions/pm4py,1,4.2,30_Matches_final
proplot-dev/proplot,1,4.2,30_Matches_final
pyg-team/pytorch_geometric,1,4.2,30_Matches_final
pyro-ppl/funsor,1,4.2,30_Matches_final
qfgaohao/pytorch-ssd,1,4.2,30_Matches_final
qqwweee/keras-yolo3,1,4.2,30_Matches_final
qualcomm/ai-hub-models,1,4.2,30_Matches_final
qualcomm/aimet,1,4.2,30_Matches_final
quantopian/zipline,1,4.2,30_Matches_final
quantsbin/Quantsbin,1,4.2,30_Matches_final
qubvel-org/segmentation_models.pytorch,1,4.2,30_Matches_final
ranaroussi/quantstats,1,4.2,30_Matches_final
rasbt/mlxtend,1,4.2,30_Matches_final
raullenchai/Rapid-MLX,1,4.2,30_Matches_final
recommenders-team/recommenders,1,4.2,30_Matches_final
reiinakano/scikit-plot,1,4.2,30_Matches_final
rerun-io/rerun,1,4.2,30_Matches_final
robmsmt/KerasDeepSpeech,1,4.2,30_Matches_final
roboflow/rf-detr,1,4.2,30_Matches_final
rohitg00/kubectl-mcp-server,1,4.2,30_Matches_final
romanz/trezor-agent,1,4.2,30_Matches_final
rsennrich/Bleualign,1,4.2,30_Matches_final
rsokl/MyGrad,1,4.2,30_Matches_final
run-llama/llama_deploy,1,4.2,30_Matches_final
rwightman/gen-efficientnet-pytorch,1,4.2,30_Matches_final
ryfeus/lambda-packs,1,4.2,30_Matches_final
san089/Udacity-Data-Engineering-Projects,1,4.2,30_Matches_final
san089/goodreads_etl_pipeline,1,4.2,30_Matches_final
scikit-image/scikit-image,1,4.2,30_Matches_final
scikit-learn-contrib/metric-learn,1,4.2,30_Matches_final
scikit-mobility/scikit-mobility,1,4.2,30_Matches_final
sebp/scikit-survival,1,4.2,30_Matches_final
sgl-project/sglang,1,4.2,30_Matches_final
shashankvemuri/Finance,1,4.2,30_Matches_final
shawnh2/BankCard-Recognizer,1,4.2,30_Matches_final
shawnwun/NNDIAL,1,4.2,30_Matches_final
shawnwun/RNNLG,1,4.2,30_Matches_final
shenweichen/DeepCTR,1,4.2,30_Matches_final
sktime/pytorch-forecasting,1,4.2,30_Matches_final
skytells-research/DeepInfant,1,4.2,30_Matches_final
skywalker023/prosocial-dialog,1,4.2,30_Matches_final
sloria/TextBlob,1,4.2,30_Matches_final
snakers4/silero-vad,1,4.2,30_Matches_final
snap-stanford/pretrain-gnns,1,4.2,30_Matches_final
speechbrain/speechbrain,1,4.2,30_Matches_final
spencermountain/compromise,1,4.2,30_Matches_final
spesmilo/electrum,1,4.2,30_Matches_final
srvk/how2-dataset,1,4.2,30_Matches_final
statsmodels/statsmodels,1,4.2,30_Matches_final
strands-agents/sdk-python,1,4.2,30_Matches_final
sunlabuiuc/PyHealth,1,4.2,30_Matches_final
tangxyw/RecAlgorithm,1,4.2,30_Matches_final
teamclairvoyant/airflow-maintenance-dags,1,4.2,30_Matches_final
tensorflow/compression,1,4.2,30_Matches_final
tensorflow/model-optimization,1,4.2,30_Matches_final
tensorflow/recommenders,1,4.2,30_Matches_final
tensorlayer/TensorLayer,1,4.2,30_Matches_final
tensorly/tensorly,1,4.2,30_Matches_final
tensortrade-org/tensortrade,1,4.2,30_Matches_final
thammegowda/mtdata,1,4.2,30_Matches_final
thunlp/OpenPrompt,1,4.2,30_Matches_final
titu1994/LSTM-FCN,1,4.2,30_Matches_final
torchpipe/torchpipe,1,4.2,30_Matches_final
tradytics/eiten,1,4.2,30_Matches_final
trannhatnguyen2/NYC_Taxi_Data_Pipeline,1,4.2,30_Matches_final
triton-inference-server/pytriton,1,4.2,30_Matches_final
triton-inference-server/server,1,4.2,30_Matches_final
truera/trulens,1,4.2,30_Matches_final
tukuaiai/tradecat-public,1,4.2,30_Matches_final
tylerebowers/Schwabdev,1,4.2,30_Matches_final
ufoym/deepo,1,4.2,30_Matches_final
ultralytics/yolov3,1,4.2,30_Matches_final
unifyai/ivy,1,4.2,30_Matches_final
uxlfoundation/scikit-learn-intelex,1,4.2,30_Matches_final
vbelz/Speech-enhancement,1,4.2,30_Matches_final
vi3k6i5/flashtext,1,4.2,30_Matches_final
vibrantlabsai/ragas,1,4.2,30_Matches_final
vietnh1009/QuickDraw,1,4.2,30_Matches_final
vladmandic/sdnext,1,4.2,30_Matches_final
volcengine/OpenViking,1,4.2,30_Matches_final
we0091234/Chinese_license_plate_detection_recognition,1,4.2,30_Matches_final
wenwei202/terngrad,1,4.2,30_Matches_final
writer/writer-framework,1,4.2,30_Matches_final
wshobson/agents,1,4.2,30_Matches_final
wufan-tb/yolo_slowfast,1,4.2,30_Matches_final
wujiyang/Face_Pytorch,1,4.2,30_Matches_final
wzhe06/Ad-papers,1,4.2,30_Matches_final
wzhe06/Reco-papers,1,4.2,30_Matches_final
wzhe06/SparrowRecSys,1,4.2,30_Matches_final
