"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"mervick/aes-bridge","https://github.com/mervick/aes-bridge","mervick","Python","505","False","False","2/5/2018 3:40:43 PM","5/15/2026 7:41:39 PM","AesBridge is a modern, secure and cross-language AES encryption library that supports CBC, GCM, and Legacy CBC modes. The goal is to ensure secure, interoperable encryption across multiple platforms and programming languages","aes-256;aes-cbc;aes-encryption;aes-gcm;cbc;cross-language;crypto;crypto-library;decryption;encryption;gcm;openssl;secure;security","topic:crypto language:Python stars:>=50"
"mlflow/mlflow","https://github.com/mlflow/mlflow","mlflow","Python","26119","False","False","6/5/2018 4:05:58 PM","5/26/2026 3:09:57 PM","The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.","agentops;agents;ai;ai-governance;apache-spark;evaluation;langchain;llm-evaluation;llmops;machine-learning;ml;mlflow;mlops;model-management;observability;open-source;openai;prompt-engineering","topic:ai language:Python stars:>=50"
"mnemox-ai/tradememory-protocol","https://github.com/mnemox-ai/tradememory-protocol","mnemox-ai","Python","1019","False","False","2/23/2026 10:35:46 AM","5/26/2026 2:33:16 PM","Decision audit trail + persistent memory for AI trading agents. Outcome-weighted recall, SHA-256 tamper detection, 17 MCP tools.","ai-agents;claude;crypto;evolution-engine;forex;mcp;mcp-server;memory;mt5;outcome-weighted-memory;trading","topic:crypto language:Python stars:>=50"
"chubin/rate.sx","https://github.com/chubin/rate.sx","chubin","Python","1086","False","False","12/2/2017 8:12:14 PM","5/18/2026 3:12:40 PM",":moneybag: curl cryptocurrencies exchange rates","bitcoin;cli;crypto;cryptocurrency;curl;terminal","topic:crypto language:Python stars:>=50"
"open-webui/open-webui","https://github.com/open-webui/open-webui","open-webui","Python","138727","False","False","10/6/2023 10:08:27 PM","5/26/2026 3:07:26 PM","User-friendly AI Interface (Supports Ollama, OpenAI API, ...)","ai;llm;llm-ui;llm-webui;llms;mcp;ollama;ollama-webui;open-webui;openai;openapi;rag;self-hosted;ui;webui","topic:ai language:Python stars:>=50 | o language:Python stars:>=50"
"gauss314/defi","https://github.com/gauss314/defi","gauss314","Python","605","False","False","4/11/2021 8:32:54 PM","5/24/2026 9:24:53 PM","Tools for use in DeFi. Impermanent Loss calculations, staking and farming strategies, coingecko and pancakeswap API queries, liquidity pools and more","api;blockchain;cex;coingecko;crypto;cryptocurrency;dapp;defi;dex;exchanges;farming;impermanent-loss;pancakeswap;stake","topic:crypto language:Python stars:>=50"
"kwai/DouZero","https://github.com/kwai/DouZero","kwai","Python","4555","False","False","6/2/2021 1:55:56 AM","5/26/2026 2:56:55 AM","[ICML 2021] DouZero: Mastering DouDizhu with Self-Play Deep Reinforcement Learning | 斗地主AI","doudizhu;game-ai;poker;reinforcement-learning","reinforcement learning stars:>=100"
"zai-org/Open-AutoGLM","https://github.com/zai-org/Open-AutoGLM","zai-org","Python","25365","False","False","12/8/2025 9:23:44 AM","5/26/2026 3:06:39 PM","An Open Phone Agent Model & Framework. Unlocking the AI Phone for Everyone","agent;phone-use-agent","o language:Python stars:>=50"
"arrobalytics/django-ledger","https://github.com/arrobalytics/django-ledger","arrobalytics","Python","1343","False","False","10/29/2018 10:25:37 PM","5/24/2026 4:33:47 AM","Django Ledger is a double entry accounting system and financial analysis engine built on the Django Web Framework.","accounting;bookkeeping;cashmanagement;django;django-application;django-framework;django-ledger;django-project;entities;finance;financial;financial-analysis-engine;forecasting;ledger-journal;quickbooks","financial language:Python stars:>=50"
"financial-datasets/mcp-server","https://github.com/financial-datasets/mcp-server","financial-datasets","Python","2153","False","False","3/7/2025 1:39:26 PM","5/25/2026 1:46:14 PM","An MCP server for interacting with the Financial Datasets stock market API.","","financial language:Python stars:>=50"
"pmorissette/ffn","https://github.com/pmorissette/ffn","pmorissette","Python","2569","False","False","6/19/2014 3:54:09 PM","5/26/2026 10:43:49 AM","ffn - a financial function library for Python","","financial language:Python stars:>=50"
"qmhedging/poboquant","https://github.com/qmhedging/poboquant","qmhedging","Python","528","False","False","7/24/2018 12:17:04 PM","4/27/2026 3:27:57 PM","quant strategy backtesting from pobo financial","","financial language:Python stars:>=50"
"hpcaitech/ColossalAI","https://github.com/hpcaitech/ColossalAI","hpcaitech","Python","41385","False","False","10/28/2021 4:19:44 PM","5/26/2026 1:02:35 PM","Making large AI models cheaper, faster and more accessible","ai;big-model;data-parallelism;deep-learning;distributed-computing;foundation-models;heterogeneous-training;hpc;inference;large-scale;model-parallelism;pipeline-parallelism","topic:ai language:Python stars:>=50"
"matplotlib/mplfinance","https://github.com/matplotlib/mplfinance","matplotlib","Python","4366","False","False","12/5/2019 4:32:32 PM","5/26/2026 12:04:09 AM","Financial Markets Data Visualization using Matplotlib","candlestick;candlestick-chart;candlestickchart;finance;intraday-data;market-data;matplotlib;mplfinance;ohlc;ohlc-chart;ohlc-data;ohlc-plot;ohlcv;trading-days","financial language:Python stars:>=50"
"datasets/s-and-p-500-companies","https://github.com/datasets/s-and-p-500-companies","datasets","Python","646","False","False","12/27/2012 6:01:51 PM","5/22/2026 1:59:15 AM","List of companies in the S&P 500 together with associated financials","","financial language:Python stars:>=50"
"microsoft/MarS","https://github.com/microsoft/MarS","microsoft","Python","1729","False","False","10/28/2024 9:05:46 AM","5/26/2026 10:20:32 AM","MarS: a Financial Market Simulation Engine Powered by Generative Foundation Model","","financial language:Python stars:>=50"
"facefusion/facefusion","https://github.com/facefusion/facefusion","facefusion","Python","28416","False","False","8/17/2023 7:59:55 PM","5/26/2026 3:10:57 PM","Industry leading face manipulation platform","ai;deep-fake;deepfake;face-swap;faceswap;lip-sync;lipsync","topic:ai language:Python stars:>=50"
"jundot/omlx","https://github.com/jundot/omlx","jundot","Python","15209","False","False","2/13/2026 2:13:27 PM","5/26/2026 3:14:59 PM","LLM inference server with continuous batching & SSD caching for Apple Silicon — managed from the macOS menu bar","apple-silicon;inference-server;llm;macos;mlx;openai-api","o language:Python stars:>=50"
"Comfy-Org/ComfyUI","https://github.com/Comfy-Org/ComfyUI","Comfy-Org","Python","114517","False","False","1/17/2023 3:15:56 AM","5/26/2026 3:11:23 PM","The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.","ai;comfy;comfyui;python;pytorch;stable-diffusion","topic:ai language:Python stars:>=50"
"LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37409","False","False","12/13/2022 5:24:17 AM","5/26/2026 1:02:44 PM","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","ai;assistant;chatgpt;discord-bot;language-model;machine-learning;nextjs;python;rlhf","topic:ai language:Python stars:>=50 | o language:Python stars:>=50"
"mlfoundations/open_clip","https://github.com/mlfoundations/open_clip","mlfoundations","Python","13864","False","False","7/28/2021 11:24:39 PM","5/26/2026 3:06:06 PM","An open source implementation of CLIP.","computer-vision;contrastive-loss;deep-learning;language-model;multi-modal-learning;pretrained-models;pytorch;zero-shot-classification","o language:Python stars:>=50"
"lefterisloukas/edgar-crawler","https://github.com/lefterisloukas/edgar-crawler","lefterisloukas","Python","518","False","False","9/24/2021 10:00:47 AM","5/25/2026 5:47:06 AM","The only open-source toolkit that can download SEC EDGAR financial reports and extract textual data from specific item sections into nice & clean structured JSON files. Presented at WWW 2025 @ Sydney, Australia (https://dl.acm.org/doi/10.1145/3701716.3715289)","business;data-mining;edgar;edgar-crawler;finance;natural-language-processing;nlp;python;sec;web-crawler","financial language:Python stars:>=50"
"CryptoSignal/Crypto-Signal","https://github.com/CryptoSignal/Crypto-Signal","CryptoSignal","Python","5561","False","False","9/16/2017 11:49:24 PM","5/26/2026 6:38:37 AM","Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks","abenezer-mamo;algorithmic-trading;binance;binance-api;bitcoin;bittrex-api;coinbase;coinbase-api;coinbase-pro;crypto;crypto-signal;cryptosignal;cryptotrading;ethereum;gdax;mamo;technical-analysis;trading;trading-bot;trading-strategies","topic:crypto language:Python stars:>=50"
"PyFE/PyFENG","https://github.com/PyFE/PyFENG","PyFE","Python","181","False","False","2/26/2021 8:57:43 AM","5/26/2026 12:21:30 AM","Python Financial ENGineering (PyFENG package in PyPI.org)","bachelier-model;black-scholes;derivatives;financial-engineering;heston-model;mathematical-finance;option-pricing;quantitative-finance;sabr-model","topic:derivatives language:Python stars:>=50"
"TechfaneTechnologies/QtsApp","https://github.com/TechfaneTechnologies/QtsApp","TechfaneTechnologies","Python","103","False","False","7/13/2022 7:09:08 PM","5/24/2026 3:12:06 PM","The Python Library For QtsApp which displays the option chain in near real-time. This program retrieves this data from the QtsApp site and then generates useful analysis of the Option Chain for the specified Index or Stock. It also continuously refreshes the Option Chain along with Implied Volatatlity (IV), Open Interest (OI), Delta, Theta, Vega, Gamma, Vanna, Charm, Speed, Zomma, Color, Volga, Veta at an interval of a second and visually displays the trend in various indicators useful for Technical Analysis.","analysis;app;banknifty;derivatives;drmoonejune;equity;moonedrjune;nifty;nifty50;nse;option-chain;option-greeks;option-pricing;option-trading;options;options-trading;python;script;strike-price;web-scraping","topic:derivatives language:Python stars:>=50"
"twelvedata/twelvedata-python","https://github.com/twelvedata/twelvedata-python","twelvedata","Python","729","False","False","12/31/2019 12:45:17 PM","5/22/2026 7:24:28 PM","Twelve Data Python Client - Financial data API & WebSocket","cryptocurrency;financial-analysis;financial-data;forex;interactive-charts;matplotlib;ohlc;pandas;static-charts;stock-market;technical-indicators;twelve-data;twelvedata;websocket","financial language:Python stars:>=50"
"optuna/optuna","https://github.com/optuna/optuna","optuna","Python","14249","False","False","2/21/2018 6:12:56 AM","5/26/2026 11:02:26 AM","A hyperparameter optimization framework","distributed;hyperparameter-optimization;machine-learning;parallel;python","o language:Python stars:>=50"
"joshyattridge/smart-money-concepts","https://github.com/joshyattridge/smart-money-concepts","joshyattridge","Python","1684","False","False","9/21/2023 8:26:13 PM","5/26/2026 9:32:10 AM","Discover our Python package designed for algorithmic trading. It brings ICT's smart money concepts to Python, offering a range of indicators for your algorithmic trading strategies.","circle;concepts;crypto;forex;fvg;ict;inner;liquidity;money;ob;smart;stocks;trader;trading","topic:crypto language:Python stars:>=50"
"microsoft/autogen","https://github.com/microsoft/autogen","microsoft","Python","58419","False","False","8/18/2023 11:43:45 AM","5/26/2026 2:59:34 PM","A programming framework for agentic AI","agentic;agentic-agi;agents;ai;autogen;autogen-ecosystem;chatgpt;framework;llm-agent;llm-framework","topic:ai language:Python stars:>=50"
"alvarobartt/investpy","https://github.com/alvarobartt/investpy","alvarobartt","Python","1827","False","False","11/27/2018 2:51:47 PM","5/23/2026 12:10:36 AM","Financial Data Extraction from Investing.com with Python","financial-data;hacktoberfest;historical-data;investing;investing-api;investing-com;investing-python","financial language:Python stars:>=50"
"alpacahq/alpaca-mcp-server","https://github.com/alpacahq/alpaca-mcp-server","alpacahq","Python","764","False","False","6/3/2025 5:09:19 PM","5/26/2026 9:40:14 AM","Alpaca’s official MCP Server lets you trade stocks, ETFs, crypto, and options, run data analysis, and build strategies in plain English directly from your favorite LLM tools and IDEs","ai-trading;algorithmic-trading;crypto;etfs;mcp;mcp-server;options;stocks;trading;trading-api","topic:crypto language:Python stars:>=50"
"ShangtongZhang/reinforcement-learning-an-introduction","https://github.com/ShangtongZhang/reinforcement-learning-an-introduction","ShangtongZhang","Python","14663","False","False","9/13/2016 4:24:05 PM","5/26/2026 1:03:01 PM","Python Implementation of Reinforcement Learning: An Introduction","artificial-intelligence;reinforcement-learning","reinforcement learning stars:>=100"
"sweetice/Deep-reinforcement-learning-with-pytorch","https://github.com/sweetice/Deep-reinforcement-learning-with-pytorch","sweetice","Python","4629","False","False","6/9/2018 1:43:02 AM","5/25/2026 4:14:21 PM","PyTorch implementation of DQN, AC,  ACER, A2C, A3C, PG,  DDPG, TRPO, PPO, SAC, TD3 and ....","a2c;a3c;actor-critic;actor-critic-algorithm;algorithm;alphago;deep-learning;deep-reinforcement-learning;dqn;policy-gradient;ppo;pytorch;reinforce;resnet;sac;sarsa;td3;trpo","reinforcement learning stars:>=100"
"tukuaiai/tradecat-public","https://github.com/tukuaiai/tradecat-public","tukuaiai","Python","953","False","False","12/30/2025 3:32:38 AM","5/25/2026 4:48:59 PM","交易猫数据系统","ai;binance;bitcoin;ccxt;crypto;cryptocurrency;ethereum;futures;indicators;market-data;pandas;python;quantitative-trading;real-time;ta-lib;technical-analysis;telegram-bot;timescaledb;trading;wyckoff","topic:crypto language:Python stars:>=50"
"dwasse/vol-surface-visualizer","https://github.com/dwasse/vol-surface-visualizer","dwasse","Python","63","False","False","4/7/2019 10:10:43 PM","5/13/2026 11:21:08 PM","Volatility surface visualizer for cryptocurrency options.","bitcoin;data-visualization;deribit;derivatives;options;volatility-surface-visualizer","topic:derivatives language:Python stars:>=50"
"wangshusen/DRL","https://github.com/wangshusen/DRL","wangshusen","","4619","False","False","7/19/2020 4:48:21 PM","5/26/2026 4:54:48 AM","Deep Reinforcement Learning","","reinforcement learning stars:>=100"
"binance/binance-skills-hub","https://github.com/binance/binance-skills-hub","binance","Python","858","False","False","3/3/2026 8:15:46 AM","5/26/2026 9:43:49 AM","Binance Skills Hub is an open skills marketplace that gives AI agents native access to crypto","agents;ai;crypto;skills","topic:crypto language:Python stars:>=50"
"yeahrb/CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot","https://github.com/yeahrb/CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot","yeahrb","Python","480","False","False","4/5/2013 6:22:59 PM","5/14/2026 5:25:23 AM","https://t.me/yeahrbb Automated cex option futures spot algorithm crypto quant binance bitget bybit kucoin trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance bot","binance;binancetrading;bitget;bot;bybit;cex;crypto;cryptocurrency;futures;futures-trading;kucoin;option;quant;stock;trading;trading-algorithm;trading-algorithms-bot;trading-strategy","topic:crypto language:Python stars:>=50"
"openai/gpt-oss","https://github.com/openai/gpt-oss","openai","Python","20119","False","False","6/23/2025 4:43:33 PM","5/26/2026 1:06:41 PM","gpt-oss-120b and gpt-oss-20b are two open-weight language models by OpenAI","","o language:Python stars:>=50"
"binance/binance-connector-python","https://github.com/binance/binance-connector-python","binance","Python","2853","False","False","4/20/2020 4:33:46 AM","5/25/2026 11:48:09 AM","Simple connector to Binance Public API","binance-api;connector;crypto;library;market-data;python;real-time;trading","topic:crypto language:Python stars:>=50"
"VarunS2002/Python-NSE-Option-Chain-Analyzer","https://github.com/VarunS2002/Python-NSE-Option-Chain-Analyzer","VarunS2002","Python","624","False","False","6/20/2020 2:49:19 PM","5/26/2026 10:22:23 AM","The NSE has a website which displays the option chain in near real-time. This program retrieves this data from the NSE site and then generates useful analysis of the Option Chain for the specified Index or Stock. It also continuously refreshes the Option Chain and visually displays the trend in various indicators useful for Technical Analysis.","analysis;app;derivatives;dharaskar;equity;nifty;nse;option-chain;options;program;python;sameer;script;strike-price;web-scrapping","topic:derivatives language:Python stars:>=50"
"JaidedAI/EasyOCR","https://github.com/JaidedAI/EasyOCR","JaidedAI","Python","29516","False","False","3/14/2020 11:46:39 AM","5/26/2026 10:34:25 AM","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.","cnn;crnn;data-mining;deep-learning;easyocr;image-processing;information-retrieval;lstm;machine-learning;ocr;optical-character-recognition;python;pytorch;scene-text;scene-text-recognition","o language:Python stars:>=50"
"myshell-ai/OpenVoice","https://github.com/myshell-ai/OpenVoice","myshell-ai","Python","36567","False","False","11/29/2023 12:17:01 PM","5/26/2026 9:27:54 AM","Instant voice cloning by MIT and MyShell. Audio foundation model.","text-to-speech;tts;voice-clone;zero-shot-tts","o language:Python stars:>=50"
"commaai/openpilot","https://github.com/commaai/openpilot","commaai","Python","61058","False","False","11/24/2016 1:33:30 AM","5/26/2026 2:37:37 PM","openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.","advanced-driver-assistance-systems;driver-assistance-systems;robotics","o language:Python stars:>=50"
"uniswap-python/uniswap-python","https://github.com/uniswap-python/uniswap-python","uniswap-python","Python","1009","False","False","12/29/2018 11:17:06 PM","5/26/2026 5:09:35 AM","🦄 The unofficial Python client for the Uniswap exchange.","amm;api;crypto;currency;decentralized-exchange;defi;dex;eth;ethereum;exchange;orderbook;trade;trading;trading-api;uniswap;uniswap-api;uniswap-exchange;uniswap-python;wrapper","topic:crypto language:Python stars:>=50"
"bmoscon/cryptofeed","https://github.com/bmoscon/cryptofeed","bmoscon","Python","2832","False","False","12/16/2017 12:35:23 PM","5/24/2026 8:44:54 PM","Cryptocurrency Exchange Websocket Data Feed Handler","asyncio;binance;bitcoin;btc;coinbase;coinbase-api;crypto;cryptocurrencies;cryptocurrency;ethereum;exchange;ftx-exchange;influxdb;market-data;python;trading;trading-platform;websocket;websockets","topic:crypto language:Python stars:>=50"
"MemPalace/mempalace","https://github.com/MemPalace/mempalace","MemPalace","Python","52861","False","False","4/5/2026 1:12:07 AM","5/26/2026 2:59:18 PM","The best-benchmarked open-source AI memory system. And it's free.","ai;chromadb;llm;mcp;memory;python","topic:ai language:Python stars:>=50"
"Fosowl/agenticSeek","https://github.com/Fosowl/agenticSeek","Fosowl","Python","26425","False","False","2/19/2025 6:03:06 PM","5/26/2026 3:05:31 PM","Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)","agentic-ai;agents;ai;autonomous-agents;deepseek-r1;llm;llm-agents;voice-assistant","topic:ai language:Python stars:>=50"
"udacity/deep-reinforcement-learning","https://github.com/udacity/deep-reinforcement-learning","udacity","Jupyter Notebook","5164","False","False","7/6/2018 6:36:23 PM","5/26/2026 9:31:17 AM","Repo for the Deep Reinforcement Learning Nanodegree program","cross-entropy;ddpg;deep-reinforcement-learning;dqn;dynamic-programming;hill-climbing;ml-agents;neural-networks;openai-gym;openai-gym-solutions;ppo;pytorch;pytorch-rl;reinforcement-learning;reinforcement-learning-algorithms;rl-algorithms","reinforcement learning stars:>=100"
"HKUDS/nanobot","https://github.com/HKUDS/nanobot","HKUDS","Python","43190","False","False","2/1/2026 7:16:15 AM","5/26/2026 3:07:21 PM","Lightweight, open-source AI agent for your tools, chats, and workflows.","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;codex;codex-cli;llm;nanobot;openai;openclaw","topic:ai language:Python stars:>=50"
"finvfamily/finshare","https://github.com/finvfamily/finshare","finvfamily","Python","821","False","False","3/2/2026 6:32:39 AM","5/26/2026 1:34:11 PM"," 专业的金融数据获取工具库 - A Professional Financial Data Fetching Toolkit for   Python","china-stock;data-fetching;dataframe;eastmoney;finance;financial-data;pandas;python;stock;stock-market;trading","financial language:Python stars:>=50"
"ZhengyaoJiang/PGPortfolio","https://github.com/ZhengyaoJiang/PGPortfolio","ZhengyaoJiang","Python","1852","False","False","11/12/2017 4:08:44 PM","5/26/2026 9:31:45 AM","PGPortfolio: Policy Gradient Portfolio, the source code of ""A Deep Reinforcement Learning Framework for the Financial Portfolio Management Problem""(https://arxiv.org/pdf/1706.10059.pdf).","","financial language:Python stars:>=50"
"janhuenermann/neurojs","https://github.com/janhuenermann/neurojs","janhuenermann","JavaScript","4371","False","False","9/18/2016 11:33:53 PM","5/25/2026 12:17:56 PM","A JavaScript deep learning and reinforcement learning library.","deep-learning;javascript;machine-learning;neural-network;reinforcement-learning;self-driving-car","reinforcement learning stars:>=100"
"cuemacro/finmarketpy","https://github.com/cuemacro/finmarketpy","cuemacro","Python","3764","False","False","2/19/2015 11:32:03 PM","5/25/2026 1:43:34 PM","Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians)","backtesting-trading-strategies;python;trading-strategies","financial language:Python stars:>=50"
"babysor/MockingBird","https://github.com/babysor/MockingBird","babysor","Python","36903","False","False","8/7/2021 3:53:39 AM","5/26/2026 9:43:23 AM","🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time","ai;deep-learning;pytorch;speech;text-to-speech;tts","topic:ai language:Python stars:>=50"
"freelawproject/courtlistener","https://github.com/freelawproject/courtlistener","freelawproject","Python","935","False","False","7/25/2014 1:22:00 PM","5/25/2026 10:40:24 PM","A fully-searchable and accessible archive of court data including growing repositories of opinions, oral arguments, judges, judicial financial records, and federal filings.","courts;government;government-data;legaltech","financial language:Python stars:>=50"
"hacksider/Deep-Live-Cam","https://github.com/hacksider/Deep-Live-Cam","hacksider","Python","93371","False","False","9/24/2023 1:19:31 PM","5/26/2026 3:10:56 PM","real time face swap and one-click video deepfake with only a single image","ai;ai-deep-fake;ai-face;ai-webcam;artificial-intelligence;deep-fake;deepfake;deepfake-webcam;faceswap;fake-webcam;gan;real-time-deepfake;realtime;realtime-deepfake;realtime-face-changer;video-deepfake;webcam;webcamera","topic:ai language:Python stars:>=50"
"hpcaitech/Open-Sora","https://github.com/hpcaitech/Open-Sora","hpcaitech","Python","29016","False","False","2/20/2024 3:01:34 AM","5/26/2026 1:13:49 PM","Open-Sora: Democratizing Efficient Video Production for All","","o language:Python stars:>=50"
"DemonDamon/FinnewsHunter","https://github.com/DemonDamon/FinnewsHunter","DemonDamon","Python","1427","False","False","2/25/2018 7:59:30 AM","5/26/2026 1:46:32 PM","FinnewsHunter: Multi-agent financial intelligence platform powered by AgenticX. Real-time news analysis, sentiment fusion, and alpha factor mining.","agentic-ai;alpha-signals;fintech;multi-agent;quant-finance;sentiment-analysis","financial language:Python stars:>=50"
"zhayujie/CowAgent","https://github.com/zhayujie/CowAgent","zhayujie","Python","44855","False","False","8/7/2022 8:33:41 AM","5/26/2026 3:00:12 PM","Open-source super AI assistant & Agent Harness. Plans tasks, runs tools and skills, autonomously grows with memory and knowledge. Multi-model, multi-channel. Lightweight, extensible, one-line install (formerly chatgpt-on-wechat).","ai;ai-agent;ai-agents;chatgpt-on-wechat;claude;claude-code;codex;cowagent;deepseek;harness;llm;mcp;multi-agent;openai;openclaw;skills","topic:ai language:Python stars:>=50"
"vsys-host/shkeeper.io","https://github.com/vsys-host/shkeeper.io","vsys-host","Python","570","False","False","5/4/2022 9:04:43 AM","5/26/2026 3:10:36 PM","SHKeeper is a self-hosted and open-source cryptocurrency gateway payment processor. It's integrate with popular CMS, any e-commerce, your own code or product","accept-crypto;accept-crypto-payments;crypto;crypto-gateway;crypto-payment;crypto-payment-api;crypto-payment-gateway;crypto-payments;crypto-processor;cryptocurrency-payments;gateway;gateway-api;gateway-service;gateway-services;open-source;payment-gateway;payment-processing;payment-processor;self-hosted;self-hosted-api","topic:crypto language:Python stars:>=50"
"Lightning-AI/pytorch-lightning","https://github.com/Lightning-AI/pytorch-lightning","Lightning-AI","Python","31156","False","False","3/31/2019 12:45:57 AM","5/26/2026 2:25:13 PM","Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch","topic:ai language:Python stars:>=50"
"hummingbot/hummingbot","https://github.com/hummingbot/hummingbot","hummingbot","Python","18697","False","False","4/2/2019 9:41:52 PM","5/26/2026 2:31:41 PM","Open source software that helps you create and deploy high-frequency crypto trading bots","algotrading;arbitrage;backtesting;bitcoin;bot;crypto;cryptocurrency;cython;dex;docker;ethereum;hft;marketmaking;orderbook;python;trading","topic:crypto language:Python stars:>=50"
