CandidateRepo,FrequencyInFinal30,PctOfAnchors,IsMagnet
PrefectHQ/fastmcp,1,5.0,False
RICHQAQ/PasteMD,1,5.0,False
ROCm/Tensile,1,5.0,False
RangiLyu/nanodet,1,5.0,False
Renovamen/Speech-Emotion-Recognition,1,5.0,False
Res2Net/Res2Net-PretrainedModels,1,5.0,False
ResidentMario/missingno,1,5.0,False
RomelTorres/alpha_vantage,1,5.0,False
SYSTRAN/faster-whisper,1,5.0,False
SamYuen101234/Masked_Face_Recognition,1,5.0,False
Sanster/text_renderer,1,5.0,False
ScrapeGraphAI/Scrapegraph-ai,1,5.0,False
Seeed-Studio/ModelAssistant,1,5.0,False
Sharpiless/Yolov5-Deepsort,1,5.0,False
ShoufaChen/DiffusionDet,1,5.0,False
TachibanaYoshino/AnimeGAN,1,5.0,False
TachibanaYoshino/AnimeGANv3,1,5.0,False
Tencent/AngelSlim,1,5.0,False
TencentARC/GFPGAN,1,5.0,False
Tianxiaomo/pytorch-YOLOv4,1,5.0,False
Tomiinek/MultiWOZ_Evaluation,1,5.0,False
UFAL-DSG/tgen,1,5.0,False
Unbabel/COMET,1,5.0,False
Upsonic/Upsonic,1,5.0,False
ValueCell-ai/valuecell,1,5.0,False
WangQvQ/YOLOMagic,1,5.0,False
Xiaoccer/MobileFaceNet_Pytorch,1,5.0,False
YaoFANGUK/video-subtitle-extractor,1,5.0,False
YihangChen-ee/FCGS,1,5.0,False
YihangChen-ee/HAC,1,5.0,False
YihangChen-ee/HAC-plus,1,5.0,False
YunYang1994/tensorflow-yolov3,1,5.0,False
Zeyi-Lin/HivisionIDPhotos,1,5.0,False
ZhengyaoJiang/PGPortfolio,1,5.0,False
abdulfatir/twitter-sentiment-analysis,1,5.0,False
abhishek-ch/around-dataengineering,1,5.0,False
adobe-research/convmelspec,1,5.0,False
aeon-toolkit/aeon,1,5.0,False
agentscope-ai/agentscope,1,5.0,False
agno-agi/agno,1,5.0,False
ahmetgunduz/Real-time-GesRec,1,5.0,False
aiming-lab/AutoResearchClaw,1,5.0,False
akfamily/akshare,1,5.0,False
akirasosa/mobile-semantic-segmentation,1,5.0,False
aladdinpersson/Machine-Learning-Collection,1,5.0,False
alanchn31/Movalytics-Data-Warehouse,1,5.0,False
aleju/imgaug,1,5.0,False
aliasrobotics/cai,1,5.0,False
alibaba/EasyParallelLibrary,1,5.0,False
amdegroot/ssd.pytorch,1,5.0,False
amirgholami/ZeroQ,1,5.0,False
amor71/LiuAlgoTrader,1,5.0,False
annoviko/pyclustering,1,5.0,False
ansible/ansible,1,5.0,False
antonior92/ecg-age-prediction,1,5.0,False
apify/crawlee-python,1,5.0,False
apple/coremltools,1,5.0,False
arc53/DocsGPT,1,5.0,False
argoproj/argo-workflows,1,5.0,False
asavinov/intelligent-trading-bot,1,5.0,False
astronomer/astronomer-cosmos,1,5.0,False
astronomer/dag-factory,1,5.0,False
asyml/texar,1,5.0,False
augmentedstartups/AS-One,1,5.0,False
autodistill/autodistill,1,5.0,False
ayooshkathuria/pytorch-yolo-v3,1,5.0,False
behnamyazdan/ecommerce_realtime_data_pipeline,1,5.0,False
bentoml/BentoML,1,5.0,False
binance/binance-skills-hub,1,5.0,False
boyac/pyOptionPricing,1,5.0,False
brokermr810/QuantDinger,1,5.0,False
budzianowski/multiwoz,1,5.0,False
camel-ai/camel,1,5.0,False
camel-ai/owl,1,5.0,False
caoscott/SReC,1,5.0,False
cavalleria/cavaface,1,5.0,False
cfzd/Ultra-Fast-Lane-Detection,1,5.0,False
chainer/chainer,1,5.0,False
cheahjs/free-llm-api-resources,1,5.0,False
chubin/rate.sx,1,5.0,False
chunyuanY/Dialogue,1,5.0,False
clovaai/donut,1,5.0,False
coding-kitties/investing-algorithm-framework,1,5.0,False
constverum/Quantdom,1,5.0,False
couler-proj/couler,1,5.0,False
cuemacro/finmarketpy,1,5.0,False
curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,1,5.0,False
cvat-ai/cvat,1,5.0,False
cvqluu/Angular-Penalty-Softmax-Losses-Pytorch,1,5.0,False
cylnlp/dialogsum,1,5.0,False
dagster-io/dagster,1,5.0,False
damklis/DataEngineeringProject,1,5.0,False
databricks/spark-deep-learning,1,5.0,False
datacamp/viewflow,1,5.0,False
datawhalechina/all-in-rag,1,5.0,False
davidsandberg/facenet,1,5.0,False
dbolya/yolact,1,5.0,False
dbrojas/optlib,1,5.0,False
ddbourgin/numpy-ml,1,5.0,False
deepfakes/faceswap,1,5.0,False
deeppavlov/DeepPavlov,1,5.0,False
eduardoleao052/Autograd-from-scratch,1,5.0,False
elyra-ai/elyra,1,5.0,False
emcie-co/parlant,1,5.0,False
emedvedev/attention-ocr,1,5.0,False
eriklindernoren/PyTorch-GAN,1,5.0,False
eriklindernoren/PyTorch-YOLOv3,1,5.0,False
fbdesignpro/sweetviz,1,5.0,False
feast-dev/feast,1,5.0,False
federicomariamassari/financial-engineering,1,5.0,False
filipradenovic/cnnimageretrieval-pytorch,1,5.0,False
flairNLP/flair,1,5.0,False
freqtrade/freqtrade,1,5.0,False
freqtrade/freqtrade-strategies,1,5.0,False
frgfm/torch-cam,1,5.0,False
frotms/PaddleOCR2Pytorch,1,5.0,False
gasparian/PicsArtHack-binary-segmentation,1,5.0,False
gaussic/text-classification-cnn-rnn,1,5.0,False
getzep/graphiti,1,5.0,False
google-deepmind/acme,1,5.0,False
google/gin-config,1,5.0,False
google/magika,1,5.0,False
google/tf-quant-finance,1,5.0,False
gpustack/gpustack,1,5.0,False
great-expectations/great_expectations,1,5.0,False
hankcs/HanLP,1,5.0,False
he-yufeng/CoreCoder,1,5.0,False
helmholtz-analytics/heat,1,5.0,False
hiyouga/EasyR1,1,5.0,False
hkproj/pytorch-transformer-distributed,1,5.0,False
hongbo-miao/hongbomiao.com,1,5.0,False
hplt-project/sacremoses,1,5.0,False
hsliuping/TradingAgents-CN,1,5.0,False
hudson-and-thames/mlfinlab,1,5.0,False
huggingface/accelerate,1,5.0,False
huggingface/datasets,1,5.0,False
huggingface/pytorch-pretrained-BigGAN,1,5.0,False
ictnlp/StreamSpeech,1,5.0,False
idanya/algo-trader,1,5.0,False
ipython/ipython,1,5.0,False
iusztinpaul/energy-forecasting,1,5.0,False
jadore801120/attention-is-all-you-need-pytorch,1,5.0,False
jasonwu0731/ToD-BERT,1,5.0,False
jasonwu0731/trade-dst,1,5.0,False
jessevig/bertviz,1,5.0,False
jfainberg/self_dialogue_corpus,1,5.0,False
jiesutd/NCRFpp,1,5.0,False
jina-ai/annlite,1,5.0,False
jkbrzt/cointrol,1,5.0,False
junyanz/pytorch-CycleGAN-and-pix2pix,1,5.0,False
kakaobrain/fast-autoaugment,1,5.0,False
kamo-naoyuki/pytorch_convolutional_rnn,1,5.0,False
katanaml/sparrow,1,5.0,False
kedro-org/kedro,1,5.0,False
kernc/backtesting.py,1,5.0,False
ksanjeevan/crnn-audio-classification,1,5.0,False
kwai/DouZero,1,5.0,False
kyegomez/swarms,1,5.0,False
lambdaclass/options_portfolio_backtester,1,5.0,False
langchain-ai/deepagents,1,5.0,False
langchain-ai/langgraph,1,5.0,False
lastmile-ai/mcp-agent,1,5.0,False
leptonai/leptonai,1,5.0,False
letta-ai/letta,1,5.0,False
lightaime/deep_gcns_torch,1,5.0,False
lightseekorg/tokenspeed,1,5.0,False
lss233/kirara-ai,1,5.0,False
lucidrains/vit-pytorch,1,5.0,False
lucidrains/x-transformers,1,5.0,False
lukaszbinden/pediatric-bone-age-prediction,1,5.0,False
lutzroeder/netron,1,5.0,False
magicleap/SuperGluePretrainedNetwork,1,5.0,False
mara/mara-pipelines,1,5.0,False
mars-project/mars,1,5.0,False
matplotlib/matplotlib,1,5.0,False
matterport/Mask_RCNN,1,5.0,False
maziyarpanahi/openmed,1,5.0,False
mdbloice/Augmentor,1,5.0,False
meta-pytorch/torchrec,1,5.0,False
microsoft/Bringing-Old-Photos-Back-to-Life,1,5.0,False
microsoft/LoRA,1,5.0,False
microsoft/MMdnn,1,5.0,False
microsoft/agent-lightning,1,5.0,False
microsoft/hummingbird,1,5.0,False
microsoft/promptflow,1,5.0,False
mit-han-lab/gan-compression,1,5.0,False
mit-han-lab/hardware-aware-transformers,1,5.0,False
mlfoundations/open_clip,1,5.0,False
modelscope/FunASR,1,5.0,False
msed-Ebrahimi/ARoFace,1,5.0,False
mwaskom/seaborn,1,5.0,False
nabla-ml/nabla,1,5.0,False
nchammas/flintrock,1,5.0,False
ndleah/python-mini-project,1,5.0,False
nebuly-ai/optimate,1,5.0,False
nerfstudio-project/nerfstudio,1,5.0,False
neuml/txtai,1,5.0,False
nickliqian/cnn_captcha,1,5.0,False
nl8590687/ASRT_SpeechRecognition,1,5.0,False
nlpxucan/WizardLM,1,5.0,False
nltk/nltk,1,5.0,False
nnaisense/evotorch,1,5.0,False
norse/norse,1,5.0,False
notAI-tech/NudeNet,1,5.0,False
omnuron/omniclaw,1,5.0,False
onyx-dot-app/onyx,1,5.0,False
open-mmlab/mmocr,1,5.0,False
open-mmlab/mmyolo,1,5.0,False
openai/DALL-E,1,5.0,False
openai/baselines,1,5.0,False
openai/chatgpt-retrieval-plugin,1,5.0,False
openai/openai-agents-python,1,5.0,False
openai/spinningup,1,5.0,False
oreilly-japan/deep-learning-from-scratch-3,1,5.0,False
orobix/Prototypical-Networks-for-Few-shot-Learning-PyTorch,1,5.0,False
pandas-dev/pandas,1,5.0,False
paul-pias/Face-Recognition,1,5.0,False
persiannlp/parsinlu,1,5.0,False
peteryuX/arcface-tf2,1,5.0,False
pipeline-tools/gusty,1,5.0,False
pranftw/neograd,1,5.0,False
process-intelligence-solutions/pm4py,1,5.0,False
pyro-ppl/funsor,1,5.0,False
python-visualization/folium,1,5.0,False
qualcomm/aimet,1,5.0,False
quantopian/zipline,1,5.0,False
quantsbin/Quantsbin,1,5.0,False
qubvel-org/segmentation_models.pytorch,1,5.0,False
raga-ai-hub/RagaAI-Catalyst,1,5.0,False
ranaroussi/quantstats,1,5.0,False
rasbt/mlxtend,1,5.0,False
raullenchai/Rapid-MLX,1,5.0,False
ris-tlp/audiophile-e2e-pipeline,1,5.0,False
robertmartin8/MachineLearningStocks,1,5.0,False
rohitg00/kubectl-mcp-server,1,5.0,False
romanz/trezor-agent,1,5.0,False
rsennrich/Bleualign,1,5.0,False
rsokl/MyGrad,1,5.0,False
run-llama/llama_deploy,1,5.0,False
run-llama/rags,1,5.0,False
san089/Udacity-Data-Engineering-Projects,1,5.0,False
san089/goodreads_etl_pipeline,1,5.0,False
serengil/deepface,1,5.0,False
shareAI-lab/learn-claude-code,1,5.0,False
shashankvemuri/Finance,1,5.0,False
shawnwun/NNDIAL,1,5.0,False
shawnwun/RNNLG,1,5.0,False
sktime/pytorch-forecasting,1,5.0,False
skytells-research/DeepInfant,1,5.0,False
skywalker023/prosocial-dialog,1,5.0,False
sloria/TextBlob,1,5.0,False
speechbrain/speechbrain,1,5.0,False
spencermountain/compromise,1,5.0,False
spesmilo/electrum,1,5.0,False
srvk/how2-dataset,1,5.0,False
stanford-oval/storm,1,5.0,False
sunlabuiuc/PyHealth,1,5.0,False
teamclairvoyant/airflow-maintenance-dags,1,5.0,False
tensorflow/compression,1,5.0,False
tensorflow/datasets,1,5.0,False
tensorflow/model-optimization,1,5.0,False
tensorlayer/TensorLayer,1,5.0,False
tensorly/tensorly,1,5.0,False
tensortrade-org/tensortrade,1,5.0,False
thammegowda/mtdata,1,5.0,False
tinyvision/DAMO-YOLO,1,5.0,False
titu1994/LSTM-FCN,1,5.0,False
torchpipe/torchpipe,1,5.0,False
trannhatnguyen2/NYC_Taxi_Data_Pipeline,1,5.0,False
triton-inference-server/pytriton,1,5.0,False
triton-inference-server/server,1,5.0,False
tukuaiai/tradecat-public,1,5.0,False
tylerebowers/Schwabdev,1,5.0,False
ultralytics/ultralytics,1,5.0,False
unifyai/ivy,1,5.0,False
vbelz/Speech-enhancement,1,5.0,False
vi3k6i5/flashtext,1,5.0,False
vibrantlabsai/ragas,1,5.0,False
vietnh1009/QuickDraw,1,5.0,False
vladmandic/sdnext,1,5.0,False
vllm-project/vllm,1,5.0,False
we0091234/Chinese_license_plate_detection_recognition,1,5.0,False
wenwei202/terngrad,1,5.0,False
wkentaro/labelme,1,5.0,False
writer/writer-framework,1,5.0,False
wujiyang/Face_Pytorch,1,5.0,False
xinntao/Real-ESRGAN,1,5.0,False
xmu-xiaoma666/External-Attention-pytorch,1,5.0,False
xtekky/gpt4free,1,5.0,False
yanshengjia/ml-road,1,5.0,False
yasinkuyu/binance-trader,1,5.0,False
yeyupiaoling/VoiceprintRecognition-Pytorch,1,5.0,False
yeyupiaoling/VoiceprintRecognition-Tensorflow,1,5.0,False
zai-org/Open-AutoGLM,1,5.0,False
zenml-io/zenml,1,5.0,False
zhusleep/pytorch_chinese_lm_pretrain,1,5.0,False
zilliztech/deep-searcher,1,5.0,False
zvtvz/zvt,1,5.0,False
