CandidateRepo,Frequency,PctOfAnchors,Source
Renovamen/Speech-Emotion-Recognition,1,5.0,30_Matches_final
RomelTorres/alpha_vantage,1,5.0,30_Matches_final
SYSTRAN/faster-whisper,1,5.0,30_Matches_final
Sanster/text_renderer,1,5.0,30_Matches_final
ScrapeGraphAI/Scrapegraph-ai,1,5.0,30_Matches_final
Seeed-Studio/ModelAssistant,1,5.0,30_Matches_final
ShangtongZhang/reinforcement-learning-an-introduction,1,5.0,30_Matches_final
Sharpiless/Yolov5-Deepsort,1,5.0,30_Matches_final
ShoufaChen/DiffusionDet,1,5.0,30_Matches_final
TachibanaYoshino/AnimeGAN,1,5.0,30_Matches_final
TachibanaYoshino/AnimeGANv3,1,5.0,30_Matches_final
Tencent/AngelSlim,1,5.0,30_Matches_final
Tianxiaomo/pytorch-YOLOv4,1,5.0,30_Matches_final
Tomiinek/MultiWOZ_Evaluation,1,5.0,30_Matches_final
UFAL-DSG/tgen,1,5.0,30_Matches_final
Unbabel/COMET,1,5.0,30_Matches_final
Upsonic/Upsonic,1,5.0,30_Matches_final
ValueCell-ai/valuecell,1,5.0,30_Matches_final
WangQvQ/YOLOMagic,1,5.0,30_Matches_final
Xiaoccer/MobileFaceNet_Pytorch,1,5.0,30_Matches_final
YaoFANGUK/video-subtitle-extractor,1,5.0,30_Matches_final
YunYang1994/tensorflow-yolov3,1,5.0,30_Matches_final
Zeyi-Lin/HivisionIDPhotos,1,5.0,30_Matches_final
ZhengyaoJiang/PGPortfolio,1,5.0,30_Matches_final
abdulfatir/twitter-sentiment-analysis,1,5.0,30_Matches_final
abhishek-ch/around-dataengineering,1,5.0,30_Matches_final
adobe-research/convmelspec,1,5.0,30_Matches_final
aeon-toolkit/aeon,1,5.0,30_Matches_final
agentscope-ai/agentscope,1,5.0,30_Matches_final
agno-agi/agno,1,5.0,30_Matches_final
ahmetgunduz/Real-time-GesRec,1,5.0,30_Matches_final
akfamily/akshare,1,5.0,30_Matches_final
akirasosa/mobile-semantic-segmentation,1,5.0,30_Matches_final
aladdinpersson/Machine-Learning-Collection,1,5.0,30_Matches_final
alanchn31/Movalytics-Data-Warehouse,1,5.0,30_Matches_final
aleju/imgaug,1,5.0,30_Matches_final
aliasrobotics/cai,1,5.0,30_Matches_final
alibaba/EasyParallelLibrary,1,5.0,30_Matches_final
annoviko/pyclustering,1,5.0,30_Matches_final
ansible/ansible,1,5.0,30_Matches_final
antonior92/ecg-age-prediction,1,5.0,30_Matches_final
apify/crawlee-python,1,5.0,30_Matches_final
apple/coremltools,1,5.0,30_Matches_final
argoproj/argo-workflows,1,5.0,30_Matches_final
asavinov/intelligent-trading-bot,1,5.0,30_Matches_final
astronomer/astronomer-cosmos,1,5.0,30_Matches_final
astronomer/dag-factory,1,5.0,30_Matches_final
asyml/texar,1,5.0,30_Matches_final
asyml/texar-pytorch,1,5.0,30_Matches_final
augmentedstartups/AS-One,1,5.0,30_Matches_final
autodistill/autodistill,1,5.0,30_Matches_final
ayooshkathuria/pytorch-yolo-v3,1,5.0,30_Matches_final
behnamyazdan/ecommerce_realtime_data_pipeline,1,5.0,30_Matches_final
bentoml/BentoML,1,5.0,30_Matches_final
binance/binance-skills-hub,1,5.0,30_Matches_final
boyac/pyOptionPricing,1,5.0,30_Matches_final
brokermr810/QuantDinger,1,5.0,30_Matches_final
budzianowski/multiwoz,1,5.0,30_Matches_final
camel-ai/camel,1,5.0,30_Matches_final
camel-ai/owl,1,5.0,30_Matches_final
caoscott/SReC,1,5.0,30_Matches_final
cfzd/Ultra-Fast-Lane-Detection,1,5.0,30_Matches_final
chainer/chainer,1,5.0,30_Matches_final
cheahjs/free-llm-api-resources,1,5.0,30_Matches_final
chubin/rate.sx,1,5.0,30_Matches_final
chunyuanY/Dialogue,1,5.0,30_Matches_final
clovaai/donut,1,5.0,30_Matches_final
coding-kitties/investing-algorithm-framework,1,5.0,30_Matches_final
constverum/Quantdom,1,5.0,30_Matches_final
couler-proj/couler,1,5.0,30_Matches_final
cuemacro/finmarketpy,1,5.0,30_Matches_final
curiousily/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,1,5.0,30_Matches_final
cvqluu/Angular-Penalty-Softmax-Losses-Pytorch,1,5.0,30_Matches_final
cylnlp/dialogsum,1,5.0,30_Matches_final
dagster-io/dagster,1,5.0,30_Matches_final
damklis/DataEngineeringProject,1,5.0,30_Matches_final
databricks/spark-deep-learning,1,5.0,30_Matches_final
datacamp/viewflow,1,5.0,30_Matches_final
datawhalechina/all-in-rag,1,5.0,30_Matches_final
dbolya/yolact,1,5.0,30_Matches_final
dbrojas/optlib,1,5.0,30_Matches_final
ddbourgin/numpy-ml,1,5.0,30_Matches_final
deepfakes/faceswap,1,5.0,30_Matches_final
deeppavlov/DeepPavlov,1,5.0,30_Matches_final
eduardoleao052/Autograd-from-scratch,1,5.0,30_Matches_final
elyra-ai/elyra,1,5.0,30_Matches_final
emcie-co/parlant,1,5.0,30_Matches_final
emedvedev/attention-ocr,1,5.0,30_Matches_final
eriklindernoren/PyTorch-GAN,1,5.0,30_Matches_final
espnet/espnet,1,5.0,30_Matches_final
feast-dev/feast,1,5.0,30_Matches_final
federicomariamassari/financial-engineering,1,5.0,30_Matches_final
filipradenovic/cnnimageretrieval-pytorch,1,5.0,30_Matches_final
flairNLP/flair,1,5.0,30_Matches_final
freqtrade/freqtrade,1,5.0,30_Matches_final
freqtrade/freqtrade-strategies,1,5.0,30_Matches_final
frgfm/torch-cam,1,5.0,30_Matches_final
frotms/PaddleOCR2Pytorch,1,5.0,30_Matches_final
gasparian/PicsArtHack-binary-segmentation,1,5.0,30_Matches_final
getzep/graphiti,1,5.0,30_Matches_final
google-deepmind/acme,1,5.0,30_Matches_final
google/gin-config,1,5.0,30_Matches_final
google/tf-quant-finance,1,5.0,30_Matches_final
gpustack/gpustack,1,5.0,30_Matches_final
great-expectations/great_expectations,1,5.0,30_Matches_final
hankcs/HanLP,1,5.0,30_Matches_final
he-yufeng/CoreCoder,1,5.0,30_Matches_final
helmholtz-analytics/heat,1,5.0,30_Matches_final
hiyouga/EasyR1,1,5.0,30_Matches_final
hiyouga/LlamaFactory,1,5.0,30_Matches_final
hongbo-miao/hongbomiao.com,1,5.0,30_Matches_final
hplt-project/sacremoses,1,5.0,30_Matches_final
hsliuping/TradingAgents-CN,1,5.0,30_Matches_final
hudson-and-thames/mlfinlab,1,5.0,30_Matches_final
huggingface/accelerate,1,5.0,30_Matches_final
huggingface/datasets,1,5.0,30_Matches_final
huggingface/diffusers,1,5.0,30_Matches_final
huggingface/pytorch-pretrained-BigGAN,1,5.0,30_Matches_final
ictnlp/StreamSpeech,1,5.0,30_Matches_final
idanya/algo-trader,1,5.0,30_Matches_final
ipython/ipython,1,5.0,30_Matches_final
iusztinpaul/energy-forecasting,1,5.0,30_Matches_final
jadore801120/attention-is-all-you-need-pytorch,1,5.0,30_Matches_final
jasonwu0731/ToD-BERT,1,5.0,30_Matches_final
jasonwu0731/trade-dst,1,5.0,30_Matches_final
jessevig/bertviz,1,5.0,30_Matches_final
jfainberg/self_dialogue_corpus,1,5.0,30_Matches_final
jiesutd/NCRFpp,1,5.0,30_Matches_final
jkbrzt/cointrol,1,5.0,30_Matches_final
junyanz/pytorch-CycleGAN-and-pix2pix,1,5.0,30_Matches_final
kakaobrain/fast-autoaugment,1,5.0,30_Matches_final
kamo-naoyuki/pytorch_convolutional_rnn,1,5.0,30_Matches_final
katanaml/sparrow,1,5.0,30_Matches_final
kedro-org/kedro,1,5.0,30_Matches_final
kernc/backtesting.py,1,5.0,30_Matches_final
kwai/DouZero,1,5.0,30_Matches_final
kyegomez/swarms,1,5.0,30_Matches_final
langchain-ai/deepagents,1,5.0,30_Matches_final
langchain-ai/langgraph,1,5.0,30_Matches_final
lastmile-ai/mcp-agent,1,5.0,30_Matches_final
leptonai/leptonai,1,5.0,30_Matches_final
letta-ai/letta,1,5.0,30_Matches_final
lightaime/deep_gcns_torch,1,5.0,30_Matches_final
lightseekorg/tokenspeed,1,5.0,30_Matches_final
lss233/kirara-ai,1,5.0,30_Matches_final
lucidrains/vit-pytorch,1,5.0,30_Matches_final
lukaszbinden/pediatric-bone-age-prediction,1,5.0,30_Matches_final
lutzroeder/netron,1,5.0,30_Matches_final
magicleap/SuperGluePretrainedNetwork,1,5.0,30_Matches_final
mara/mara-pipelines,1,5.0,30_Matches_final
mars-project/mars,1,5.0,30_Matches_final
matplotlib/matplotlib,1,5.0,30_Matches_final
matterport/Mask_RCNN,1,5.0,30_Matches_final
mdbloice/Augmentor,1,5.0,30_Matches_final
meta-pytorch/torchrec,1,5.0,30_Matches_final
microsoft/Bringing-Old-Photos-Back-to-Life,1,5.0,30_Matches_final
microsoft/LoRA,1,5.0,30_Matches_final
microsoft/MMdnn,1,5.0,30_Matches_final
microsoft/agent-lightning,1,5.0,30_Matches_final
microsoft/hummingbird,1,5.0,30_Matches_final
microsoft/promptflow,1,5.0,30_Matches_final
mit-han-lab/gan-compression,1,5.0,30_Matches_final
mit-han-lab/hardware-aware-transformers,1,5.0,30_Matches_final
mlfoundations/open_clip,1,5.0,30_Matches_final
mwaskom/seaborn,1,5.0,30_Matches_final
nabla-ml/nabla,1,5.0,30_Matches_final
nchammas/flintrock,1,5.0,30_Matches_final
nebuly-ai/optimate,1,5.0,30_Matches_final
neuml/txtai,1,5.0,30_Matches_final
nickliqian/cnn_captcha,1,5.0,30_Matches_final
nl8590687/ASRT_SpeechRecognition,1,5.0,30_Matches_final
nlpxucan/WizardLM,1,5.0,30_Matches_final
nltk/nltk,1,5.0,30_Matches_final
norse/norse,1,5.0,30_Matches_final
notAI-tech/NudeNet,1,5.0,30_Matches_final
omnuron/omniclaw,1,5.0,30_Matches_final
onyx-dot-app/onyx,1,5.0,30_Matches_final
open-mmlab/mmocr,1,5.0,30_Matches_final
open-mmlab/mmyolo,1,5.0,30_Matches_final
openai/baselines,1,5.0,30_Matches_final
openai/chatgpt-retrieval-plugin,1,5.0,30_Matches_final
openai/openai-agents-python,1,5.0,30_Matches_final
openai/spinningup,1,5.0,30_Matches_final
oreilly-japan/deep-learning-from-scratch-3,1,5.0,30_Matches_final
orobix/Prototypical-Networks-for-Few-shot-Learning-PyTorch,1,5.0,30_Matches_final
pandas-dev/pandas,1,5.0,30_Matches_final
persiannlp/parsinlu,1,5.0,30_Matches_final
pipeline-tools/gusty,1,5.0,30_Matches_final
plotly/dash,1,5.0,30_Matches_final
pranftw/neograd,1,5.0,30_Matches_final
probabl-ai/skore,1,5.0,30_Matches_final
pyro-ppl/funsor,1,5.0,30_Matches_final
python-telegram-bot/python-telegram-bot,1,5.0,30_Matches_final
python-visualization/folium,1,5.0,30_Matches_final
qualcomm/aimet,1,5.0,30_Matches_final
quantopian/zipline,1,5.0,30_Matches_final
quantsbin/Quantsbin,1,5.0,30_Matches_final
qubvel-org/segmentation_models.pytorch,1,5.0,30_Matches_final
raga-ai-hub/RagaAI-Catalyst,1,5.0,30_Matches_final
ranaroussi/quantstats,1,5.0,30_Matches_final
raullenchai/Rapid-MLX,1,5.0,30_Matches_final
rio-labs/rio,1,5.0,30_Matches_final
ris-tlp/audiophile-e2e-pipeline,1,5.0,30_Matches_final
robertmartin8/MachineLearningStocks,1,5.0,30_Matches_final
romanz/trezor-agent,1,5.0,30_Matches_final
rsennrich/Bleualign,1,5.0,30_Matches_final
rsokl/MyGrad,1,5.0,30_Matches_final
run-llama/llama_deploy,1,5.0,30_Matches_final
san089/Udacity-Data-Engineering-Projects,1,5.0,30_Matches_final
san089/goodreads_etl_pipeline,1,5.0,30_Matches_final
scikit-learn-contrib/imbalanced-learn,1,5.0,30_Matches_final
shareAI-lab/learn-claude-code,1,5.0,30_Matches_final
shashankvemuri/Finance,1,5.0,30_Matches_final
shawnwun/NNDIAL,1,5.0,30_Matches_final
shawnwun/RNNLG,1,5.0,30_Matches_final
sinaptik-ai/pandas-ai,1,5.0,30_Matches_final
sktime/pytorch-forecasting,1,5.0,30_Matches_final
skywalker023/prosocial-dialog,1,5.0,30_Matches_final
sloria/TextBlob,1,5.0,30_Matches_final
speechbrain/speechbrain,1,5.0,30_Matches_final
spesmilo/electrum,1,5.0,30_Matches_final
srvk/how2-dataset,1,5.0,30_Matches_final
stanford-oval/storm,1,5.0,30_Matches_final
sunlabuiuc/PyHealth,1,5.0,30_Matches_final
teamclairvoyant/airflow-maintenance-dags,1,5.0,30_Matches_final
tensorflow/compression,1,5.0,30_Matches_final
tensorflow/model-optimization,1,5.0,30_Matches_final
tensorlayer/TensorLayer,1,5.0,30_Matches_final
tensorly/tensorly,1,5.0,30_Matches_final
tensortrade-org/tensortrade,1,5.0,30_Matches_final
thammegowda/mtdata,1,5.0,30_Matches_final
tinyvision/DAMO-YOLO,1,5.0,30_Matches_final
titu1994/LSTM-FCN,1,5.0,30_Matches_final
torchpipe/torchpipe,1,5.0,30_Matches_final
trannhatnguyen2/NYC_Taxi_Data_Pipeline,1,5.0,30_Matches_final
triton-inference-server/pytriton,1,5.0,30_Matches_final
triton-inference-server/server,1,5.0,30_Matches_final
tukuaiai/tradecat-public,1,5.0,30_Matches_final
tylerebowers/Schwabdev,1,5.0,30_Matches_final
unifyai/ivy,1,5.0,30_Matches_final
unslothai/unsloth,1,5.0,30_Matches_final
vi3k6i5/flashtext,1,5.0,30_Matches_final
vibrantlabsai/ragas,1,5.0,30_Matches_final
vietnh1009/QuickDraw,1,5.0,30_Matches_final
vladmandic/sdnext,1,5.0,30_Matches_final
we0091234/Chinese_license_plate_detection_recognition,1,5.0,30_Matches_final
wkentaro/labelme,1,5.0,30_Matches_final
wujiyang/Face_Pytorch,1,5.0,30_Matches_final
xinntao/Real-ESRGAN,1,5.0,30_Matches_final
xmu-xiaoma666/External-Attention-pytorch,1,5.0,30_Matches_final
xtekky/gpt4free,1,5.0,30_Matches_final
yanshengjia/ml-road,1,5.0,30_Matches_final
yasinkuyu/binance-trader,1,5.0,30_Matches_final
yeyupiaoling/VoiceprintRecognition-Pytorch,1,5.0,30_Matches_final
zai-org/Open-AutoGLM,1,5.0,30_Matches_final
zenml-io/zenml,1,5.0,30_Matches_final
zhusleep/pytorch_chinese_lm_pretrain,1,5.0,30_Matches_final
zilliztech/deep-searcher,1,5.0,30_Matches_final
zvtvz/zvt,1,5.0,30_Matches_final
