CandidateRepo,FrequencyInFinal30,PctOfAnchors,IsMagnet
huggingface/pytorch-pretrained-BigGAN,1,4.2,False
hyperspy/hyperspy,1,4.2,False
i-Jayus/RecSystem-Pytorch,1,4.2,False
ictnlp/StreamSpeech,1,4.2,False
idanya/algo-trader,1,4.2,False
jacobgil/pytorch-grad-cam,1,4.2,False
jasonwu0731/ToD-BERT,1,4.2,False
jasonwu0731/trade-dst,1,4.2,False
jessevig/bertviz,1,4.2,False
jfainberg/self_dialogue_corpus,1,4.2,False
jfkirk/tensorrec,1,4.2,False
jhj0517/Whisper-WebUI,1,4.2,False
jiesutd/NCRFpp,1,4.2,False
jina-ai/annlite,1,4.2,False
jina-ai/clip-as-service,1,4.2,False
jingyaogong/minimind-v,1,4.2,False
jkbrzt/cointrol,1,4.2,False
kakaobrain/fast-autoaugment,1,4.2,False
kamo-naoyuki/pytorch_convolutional_rnn,1,4.2,False
kang205/SASRec,1,4.2,False
katanaml/sparrow,1,4.2,False
kernc/backtesting.py,1,4.2,False
kk7nc/RMDL,1,4.2,False
ksanjeevan/crnn-audio-classification,1,4.2,False
kwai/DouZero,1,4.2,False
langchain-ai/langgraph,1,4.2,False
langchain-ai/open-swe,1,4.2,False
lastmile-ai/mcp-agent,1,4.2,False
lbryio/lbry-sdk,1,4.2,False
lensacom/sparkit-learn,1,4.2,False
leptonai/leptonai,1,4.2,False
lightaime/deep_gcns_torch,1,4.2,False
lightseekorg/tokenspeed,1,4.2,False
livekit/agents,1,4.2,False
llmware-ai/llmware,1,4.2,False
lm-sys/FastChat,1,4.2,False
lmb-freiburg/hand3d,1,4.2,False
lmbxmu/HRank,1,4.2,False
lss233/kirara-ai,1,4.2,False
lucidrains/DALLE-pytorch,1,4.2,False
lucidrains/DALLE2-pytorch,1,4.2,False
lucidrains/imagen-pytorch,1,4.2,False
lucidrains/vit-pytorch,1,4.2,False
lucidrains/x-transformers,1,4.2,False
ludwig-ai/ludwig,1,4.2,False
lukaszbinden/pediatric-bone-age-prediction,1,4.2,False
lyhue1991/eat_tensorflow2_in_30_days,1,4.2,False
machow/siuba,1,4.2,False
maciejkula/spotlight,1,4.2,False
magicleap/SuperGluePretrainedNetwork,1,4.2,False
mara/mara-pipelines,1,4.2,False
mars-project/mars,1,4.2,False
maziyarpanahi/openmed,1,4.2,False
mdbloice/Augmentor,1,4.2,False
microsoft/AirSim,1,4.2,False
microsoft/LoRA,1,4.2,False
microsoft/Swin-Transformer,1,4.2,False
microsoft/hummingbird,1,4.2,False
mims-harvard/TFC-pretraining,1,4.2,False
mit-han-lab/gan-compression,1,4.2,False
mit-han-lab/hardware-aware-transformers,1,4.2,False
mkhorasani/Streamlit-Authenticator,1,4.2,False
mlc-ai/mlc-llm,1,4.2,False
mlfoundations/open_clip,1,4.2,False
mlwithme/BertWithPretrained,1,4.2,False
modelscope/modelscope,1,4.2,False
msed-Ebrahimi/ARoFace,1,4.2,False
mwaskom/seaborn,1,4.2,False
nabla-ml/nabla,1,4.2,False
nchammas/flintrock,1,4.2,False
nebuly-ai/optimate,1,4.2,False
nerfstudio-project/nerfstudio,1,4.2,False
nickliqian/cnn_captcha,1,4.2,False
nidhaloff/igel,1,4.2,False
nl8590687/ASRT_SpeechRecognition,1,4.2,False
nltk/nltk,1,4.2,False
nnaisense/evotorch,1,4.2,False
nok/sklearn-porter,1,4.2,False
norse/norse,1,4.2,False
notAI-tech/NudeNet,1,4.2,False
ofnote/tsalib,1,4.2,False
omnuron/omniclaw,1,4.2,False
onnx/onnx,1,4.2,False
open-mmlab/mmdetection,1,4.2,False
open-mmlab/mmocr,1,4.2,False
open-mmlab/mmyolo,1,4.2,False
openai/DALL-E,1,4.2,False
openai/baselines,1,4.2,False
openai/chatgpt-retrieval-plugin,1,4.2,False
openai/spinningup,1,4.2,False
opendatalab/MinerU,1,4.2,False
openimages/dataset,1,4.2,False
oreilly-japan/deep-learning-from-scratch-3,1,4.2,False
orobix/Prototypical-Networks-for-Few-shot-Learning-PyTorch,1,4.2,False
paperless-ngx/paperless-ngx,1,4.2,False
paul-pias/Face-Recognition,1,4.2,False
persiannlp/parsinlu,1,4.2,False
peteryuX/arcface-tf2,1,4.2,False
pipeline-tools/gusty,1,4.2,False
pranftw/neograd,1,4.2,False
process-intelligence-solutions/pm4py,1,4.2,False
proplot-dev/proplot,1,4.2,False
pyg-team/pytorch_geometric,1,4.2,False
pyro-ppl/funsor,1,4.2,False
qfgaohao/pytorch-ssd,1,4.2,False
qqwweee/keras-yolo3,1,4.2,False
qualcomm/ai-hub-models,1,4.2,False
qualcomm/aimet,1,4.2,False
quantopian/zipline,1,4.2,False
quantsbin/Quantsbin,1,4.2,False
qubvel-org/segmentation_models.pytorch,1,4.2,False
ranaroussi/quantstats,1,4.2,False
rasbt/mlxtend,1,4.2,False
raullenchai/Rapid-MLX,1,4.2,False
recommenders-team/recommenders,1,4.2,True
reiinakano/scikit-plot,1,4.2,False
rerun-io/rerun,1,4.2,False
robmsmt/KerasDeepSpeech,1,4.2,False
roboflow/rf-detr,1,4.2,False
rohitg00/kubectl-mcp-server,1,4.2,False
romanz/trezor-agent,1,4.2,False
rsennrich/Bleualign,1,4.2,False
rsokl/MyGrad,1,4.2,False
run-llama/llama_deploy,1,4.2,False
rwightman/gen-efficientnet-pytorch,1,4.2,False
ryfeus/lambda-packs,1,4.2,False
san089/Udacity-Data-Engineering-Projects,1,4.2,False
san089/goodreads_etl_pipeline,1,4.2,False
scikit-image/scikit-image,1,4.2,False
scikit-learn-contrib/metric-learn,1,4.2,False
scikit-mobility/scikit-mobility,1,4.2,False
sebp/scikit-survival,1,4.2,False
sgl-project/sglang,1,4.2,False
shashankvemuri/Finance,1,4.2,False
shawnh2/BankCard-Recognizer,1,4.2,False
shawnwun/NNDIAL,1,4.2,False
shawnwun/RNNLG,1,4.2,False
shenweichen/DeepCTR,1,4.2,False
sktime/pytorch-forecasting,1,4.2,False
skytells-research/DeepInfant,1,4.2,False
skywalker023/prosocial-dialog,1,4.2,False
sloria/TextBlob,1,4.2,False
snakers4/silero-vad,1,4.2,False
snap-stanford/pretrain-gnns,1,4.2,False
speechbrain/speechbrain,1,4.2,False
spencermountain/compromise,1,4.2,False
spesmilo/electrum,1,4.2,False
srvk/how2-dataset,1,4.2,False
statsmodels/statsmodels,1,4.2,False
strands-agents/sdk-python,1,4.2,False
sunlabuiuc/PyHealth,1,4.2,False
tangxyw/RecAlgorithm,1,4.2,False
teamclairvoyant/airflow-maintenance-dags,1,4.2,False
tensorflow/compression,1,4.2,False
tensorflow/model-optimization,1,4.2,False
tensorflow/recommenders,1,4.2,False
tensorlayer/TensorLayer,1,4.2,False
tensorly/tensorly,1,4.2,False
tensortrade-org/tensortrade,1,4.2,False
thammegowda/mtdata,1,4.2,False
thunlp/OpenPrompt,1,4.2,False
titu1994/LSTM-FCN,1,4.2,False
torchpipe/torchpipe,1,4.2,False
tradytics/eiten,1,4.2,False
trannhatnguyen2/NYC_Taxi_Data_Pipeline,1,4.2,False
triton-inference-server/pytriton,1,4.2,False
triton-inference-server/server,1,4.2,False
truera/trulens,1,4.2,False
tukuaiai/tradecat-public,1,4.2,False
tylerebowers/Schwabdev,1,4.2,False
ufoym/deepo,1,4.2,False
ultralytics/yolov3,1,4.2,False
unifyai/ivy,1,4.2,False
uxlfoundation/scikit-learn-intelex,1,4.2,False
vbelz/Speech-enhancement,1,4.2,False
vi3k6i5/flashtext,1,4.2,False
vibrantlabsai/ragas,1,4.2,False
vietnh1009/QuickDraw,1,4.2,False
vladmandic/sdnext,1,4.2,False
volcengine/OpenViking,1,4.2,False
we0091234/Chinese_license_plate_detection_recognition,1,4.2,False
wenwei202/terngrad,1,4.2,False
writer/writer-framework,1,4.2,False
wshobson/agents,1,4.2,False
wufan-tb/yolo_slowfast,1,4.2,False
wujiyang/Face_Pytorch,1,4.2,False
wzhe06/Ad-papers,1,4.2,False
wzhe06/Reco-papers,1,4.2,False
wzhe06/SparrowRecSys,1,4.2,False
xmu-xiaoma666/External-Attention-pytorch,1,4.2,False
xorbitsai/inference,1,4.2,False
xtekky/gpt4free,1,4.2,False
yasinkuyu/binance-trader,1,4.2,False
yeyupiaoling/VoiceprintRecognition-Pytorch,1,4.2,False
yeyupiaoling/VoiceprintRecognition-Tensorflow,1,4.2,False
yihong0618/running_page,1,4.2,False
ylongqi/openrec,1,4.2,False
ymcui/Chinese-BERT-wwm,1,4.2,False
yzhao062/pyod,1,4.2,False
zalandoresearch/fashion-mnist,1,4.2,False
zenml-io/zenml,1,4.2,False
zeusees/License-Plate-Detector,1,4.2,False
zhulf0804/3D-PointCloud,1,4.2,False
zhusleep/pytorch_chinese_lm_pretrain,1,4.2,False
zihangdai/xlnet,1,4.2,False
zilliztech/deep-searcher,1,4.2,False
zvtvz/zvt,1,4.2,False
