AnchorRepo,_anchor_folder,Rank,CandidateRepo,IsMagnet,Score,Qualified,PenaltyCrossAnchorFreq,FrequencyInFinal30AcrossAnchors,Description
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,3,quantsbin/Quantsbin,False,825,True,0,1,Quantitative Finance tools
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,4,agno-agi/agno,False,799.93,True,67.73,1,"Build, run, and manage agent platforms."
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,5,langchain-ai/deepagents,False,772.27,True,67.73,1,The batteries-included agent harness.
apache/airflow,apache-airflow,1,dagster-io/dagster,False,1078.98,True,67.73,1,"An orchestration platform for the development, production, and observation of data assets."
apache/airflow,apache-airflow,2,Avaiga/taipy,False,888.02,True,45.15,1,Turns Data and AI algorithms into production-ready web applications in no time.
apache/airflow,apache-airflow,3,feast-dev/feast,False,884.15,True,0,1,The Open Source Feature Store for AI/ML
apache/airflow,apache-airflow,4,kedro-org/kedro,False,792.82,True,35.78,1,"Kedro is a toolbox for production-ready data science. It uses software engineering best practices to help you create data engineering and data science pipelines that are reproducible, maintainable, an"
apache/airflow,apache-airflow,5,abhishek-ch/around-dataengineering,False,785.08,True,0,1,A Data Engineering & Machine Learning Knowledge Hub
bbfamily/abu,bbfamily-abu,1,zvtvz/zvt,False,908.33,True,0,1,modular quant framework.
bbfamily/abu,bbfamily-abu,2,shashankvemuri/Finance,False,907.81,True,0,1,"150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data"
bbfamily/abu,bbfamily-abu,3,ranaroussi/quantstats,False,883.65,True,0,1,"Portfolio analytics for quants, written in Python"
bbfamily/abu,bbfamily-abu,4,asavinov/intelligent-trading-bot,False,876.13,True,22.58,1,Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering
bbfamily/abu,bbfamily-abu,5,RomelTorres/alpha_vantage,False,846.1,True,22.58,1,A python wrapper for Alpha Vantage API for financial data.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,1,hpcaitech/ColossalAI,False,906.81,True,92.28,2,"Making large AI models cheaper, faster and more accessible"
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,2,InterDigitalInc/CompressAI,False,875.1,True,0,1,A PyTorch library and evaluation platform for end-to-end compression research
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,3,alibaba/EasyParallelLibrary,False,875,True,0,1,Easy Parallel Library (EPL) is a general and efficient deep learning framework for distributed model training.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,4,Lightning-AI/pytorch-lightning,True,827.98,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,5,keras-team/keras,True,817.01,True,92.28,10,Deep Learning for humans
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,1,unit8co/darts,False,916.04,True,58.36,4,A python library for user-friendly forecasting and anomaly detection on time series.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,2,streamlit/streamlit,True,894.46,True,92.28,11,Streamlit — A faster way to build and share data apps.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,3,keras-team/keras,True,880.75,True,92.28,10,Deep Learning for humans
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,4,WenjieDu/PyPOTS,False,825.39,True,45.15,3,"A Python toolkit/library for reality-centric machine/deep learning & data mining on partially-observed time series, with 50+ SOTA neural network models for scientific analysis tasks (imputation, class"
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,5,piskvorky/gensim,False,820.75,True,71.57,4,Topic Modelling for Humans
explosion/spaCy,explosion-spacy,1,Lightning-AI/pytorch-lightning,True,977.99,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
explosion/spaCy,explosion-spacy,2,stanfordnlp/stanza,False,976.13,True,58.36,5,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
explosion/spaCy,explosion-spacy,3,keras-team/keras,True,883.18,True,92.28,10,Deep Learning for humans
explosion/spaCy,explosion-spacy,4,kornia/kornia,False,876.52,True,52.42,4,🐍 Geometric Computer Vision Library for Spatial AI
explosion/spaCy,explosion-spacy,5,google-deepmind/sonnet,False,876.22,True,52.42,4,TensorFlow-based neural network library
gradio-app/gradio,gradio-app-gradio,1,streamlit/streamlit,True,1018.46,True,92.28,11,Streamlit — A faster way to build and share data apps.
gradio-app/gradio,gradio-app-gradio,2,Lightning-AI/pytorch-lightning,True,880.69,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
gradio-app/gradio,gradio-app-gradio,3,unit8co/darts,False,870.85,True,58.36,4,A python library for user-friendly forecasting and anomaly detection on time series.
gradio-app/gradio,gradio-app-gradio,4,keras-team/keras,True,867.25,True,92.28,10,Deep Learning for humans
gradio-app/gradio,gradio-app-gradio,5,Data-Centric-AI-Community/fg-data-profiling,False,823.27,True,63.38,3,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. 
huggingface/datasets,huggingface-datasets,1,Lightning-AI/litgpt,False,901.24,True,45.15,1,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale."
huggingface/datasets,huggingface-datasets,2,rohitg00/ai-engineering-from-scratch,False,869.74,True,58.36,3,Learn it. Build it. Ship it for others.
huggingface/datasets,huggingface-datasets,3,ludwig-ai/ludwig,False,868.45,True,63.38,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
huggingface/datasets,huggingface-datasets,4,jacobgil/pytorch-grad-cam,False,856.86,True,22.58,2,"Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more."
huggingface/datasets,huggingface-datasets,5,deeppavlov/DeepPavlov,False,853.85,True,58.36,1,An open source library for deep learning end-to-end dialog systems and chatbots.
huggingface/transformers,huggingface-transformers,1,sgl-project/sglang,False,830.46,True,52.42,2,SGLang is a high-performance serving framework for large language models and multimodal models.
huggingface/transformers,huggingface-transformers,2,jessevig/bertviz,False,818.69,True,22.58,1,BertViz: Visualize Attention in Transformer Models
huggingface/transformers,huggingface-transformers,3,vllm-project/vllm,False,817.74,True,63.38,2,A high-throughput and memory-efficient inference and serving engine for LLMs
huggingface/transformers,huggingface-transformers,4,GradientHQ/parallax,False,817.24,True,0,1,Parallax is a distributed model serving framework that lets you build your own AI cluster anywhere
huggingface/transformers,huggingface-transformers,5,jadore801120/attention-is-all-you-need-pytorch,False,804.04,True,35.78,1,"A PyTorch implementation of the Transformer model in ""Attention is All You Need""."
jina-ai/serve,jina-ai-serve,1,bentoml/BentoML,False,890.2,True,35.78,1,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!"
jina-ai/serve,jina-ai-serve,2,Netflix/metaflow,False,838.46,True,35.78,1,"Build, Manage and Deploy AI/ML Systems"
jina-ai/serve,jina-ai-serve,3,rohitg00/ai-engineering-from-scratch,False,762.12,True,58.36,3,Learn it. Build it. Ship it for others.
jina-ai/serve,jina-ai-serve,4,PrefectHQ/fastmcp,False,746.95,True,22.58,1,"🚀 The fast, Pythonic way to build MCP servers and clients."
jina-ai/serve,jina-ai-serve,5,agentscope-ai/agentscope,False,746.64,True,22.58,1,"Build and run agents you can see, understand and trust."
onnx/onnx,onnx-onnx,1,Lightning-AI/pytorch-lightning,True,965.61,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
onnx/onnx,onnx-onnx,2,google-deepmind/sonnet,False,951.47,True,52.42,4,TensorFlow-based neural network library
onnx/onnx,onnx-onnx,3,kornia/kornia,False,935.82,True,52.42,4,🐍 Geometric Computer Vision Library for Spatial AI
onnx/onnx,onnx-onnx,4,flwrlabs/flower,False,916.97,True,58.36,4,Flower: A Friendly Federated AI Framework
onnx/onnx,onnx-onnx,5,stanfordnlp/stanza,False,868.71,True,58.36,5,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
pytorch/pytorch,pytorch-pytorch,1,chainer/chainer,False,1082.93,True,0,1,A flexible framework of neural networks for deep learning
pytorch/pytorch,pytorch-pytorch,2,norse/norse,False,1050,True,0,1,Deep learning with spiking neural networks (SNNs) in PyTorch.
pytorch/pytorch,pytorch-pytorch,3,leptonai/leptonai,False,999.18,True,0,1,A Pythonic framework to simplify AI service building
pytorch/pytorch,pytorch-pytorch,4,pranftw/neograd,False,990.38,True,0,1,A deep learning framework created from scratch with Python and NumPy
pytorch/pytorch,pytorch-pytorch,5,oreilly-japan/deep-learning-from-scratch-3,False,960,True,0,1,"『ゼロから作る Deep Learning ❸』(O'Reilly Japan, 2020)"
ray-project/ray,ray-project-ray,1,google/langextract,False,813.13,True,52.42,3,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.
ray-project/ray,ray-project-ray,2,huggingface/datasets,False,808.25,True,85.96,2,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
ray-project/ray,ray-project-ray,3,ludwig-ai/ludwig,False,791.08,True,63.38,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
ray-project/ray,ray-project-ray,4,NVIDIA/TensorRT-LLM,False,787.53,True,22.58,1,TensorRT LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and supports state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT 
ray-project/ray,ray-project-ray,5,HKUDS/LightRAG,False,782.28,True,52.42,1,"[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
recommenders-team/recommenders,recommenders-team-recommenders,1,Lightning-AI/pytorch-lightning,True,967.13,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
recommenders-team/recommenders,recommenders-team-recommenders,2,unit8co/darts,False,864.74,True,58.36,4,A python library for user-friendly forecasting and anomaly detection on time series.
recommenders-team/recommenders,recommenders-team-recommenders,3,explosion/spaCy,True,857.13,True,94.15,8,💫 Industrial-strength Natural Language Processing (NLP) in Python
recommenders-team/recommenders,recommenders-team-recommenders,4,kornia/kornia,False,847.46,True,52.42,4,🐍 Geometric Computer Vision Library for Spatial AI
recommenders-team/recommenders,recommenders-team-recommenders,5,google-deepmind/sonnet,False,834.91,True,52.42,4,TensorFlow-based neural network library
sebastianruder/NLP-progress,sebastianruder-NLP-progress,1,nltk/nltk,False,957.84,True,0,1,NLTK Source
sebastianruder/NLP-progress,sebastianruder-NLP-progress,2,jasonwu0731/trade-dst,False,920.51,True,0,1,"Source code for transferable dialogue state generator (TRADE, Wu et al., 2019). https://arxiv.org/abs/1905.08743 "
sebastianruder/NLP-progress,sebastianruder-NLP-progress,3,hankcs/HanLP,False,907.59,True,0,1,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,4,budzianowski/multiwoz,False,899.29,True,0,1,"Source code for end-to-end dialogue model from the MultiWOZ paper (Budzianowski et al. 2018, EMNLP)"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,5,Maluuba/nlg-eval,False,865.46,True,0,1,Evaluation code for various unsupervised automated metrics for Natural Language Generation.
serengil/deepface,serengil-deepface,1,Lightning-AI/pytorch-lightning,True,797.57,True,94.15,10,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
serengil/deepface,serengil-deepface,2,wkentaro/labelme,False,764.7,True,71.57,2,"Image annotation with Python. Supports polygon, rectangle, circle, line, point, and AI-assisted annotation."
serengil/deepface,serengil-deepface,3,explosion/spaCy,True,753.23,True,94.15,8,💫 Industrial-strength Natural Language Processing (NLP) in Python
serengil/deepface,serengil-deepface,4,Lasagne/Lasagne,False,752.54,True,0,1,Lightweight library to build and train neural networks in Theano
serengil/deepface,serengil-deepface,5,google/magika,False,735.31,True,67.73,2,Fast and accurate AI powered file content types detection 
streamlit/streamlit,streamlit-streamlit,1,NannyML/nannyml,False,873.79,True,22.58,2,nannyml: post-deployment data science in python
streamlit/streamlit,streamlit-streamlit,2,CorentinJ/Real-Time-Voice-Cloning,False,821.65,True,92.28,12,Clone a voice in 5 seconds to generate arbitrary speech in real-time
streamlit/streamlit,streamlit-streamlit,3,babysor/MockingBird,False,744.69,True,92.28,8,🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time
streamlit/streamlit,streamlit-streamlit,4,huggingface/diffusers,False,678.31,False,85.96,5,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch."
streamlit/streamlit,streamlit-streamlit,5,ultralytics/yolov5,False,675.15,False,90.31,5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite
ultralytics/yolov5,ultralytics-yolov5,1,Megvii-BaseDetection/YOLOX,False,1010.33,True,0,1,"YOLOX is a high-performance anchor-free YOLO, exceeding yolov3~v5 with MegEngine, ONNX, TensorRT, ncnn, and OpenVINO supported. Documentation: https://yolox.readthedocs.io/"
ultralytics/yolov5,ultralytics-yolov5,2,WangQvQ/YOLOMagic,False,1000,True,0,1,"YOLO Magic🪄 is an extension based on Ultralytics' YOLOv5, designed to provide more powerful functionality and simpler operations for visual tasks."
ultralytics/yolov5,ultralytics-yolov5,3,tinyvision/DAMO-YOLO,False,982.56,True,0,1,"DAMO-YOLO: a fast and accurate object detection method with some new techs, including NAS backbones, efficient RepGFPN, ZeroHead, AlignedOTA, and distillation enhancement."
ultralytics/yolov5,ultralytics-yolov5,4,ayooshkathuria/pytorch-yolo-v3,False,943.59,True,0,1,A PyTorch implementation of the YOLO v3 object detection algorithm
ultralytics/yolov5,ultralytics-yolov5,5,open-mmlab/mmyolo,False,893.09,True,0,1,"OpenMMLab YOLO series toolbox and benchmark. Implemented RTMDet, RTMDet-Rotated,YOLOv5, YOLOv6, YOLOv7, YOLOv8,YOLOX, PPYOLOE, etc."
