AnchorRepo,AnchorUrl,CandidateRepo,CandidateUrl,CandidateOwner,CandidateLanguage,CandidateStars,CandidateSubdomain,Score,ScoreBase,PenaltyCrossAnchorFreq,PenaltyRetrieval,PenaltyNotes,Qualified,TopicJaccard,LexicalJaccard,LanguageMatch,StarSimilarity,RecencySimilarity,SubdomainMatch,QueryCoverage,TopSignals,ScoreBreakdownJson,WhyQualified,SourceQueries,Description,Rank,_anchor_folder,_anchor,_source
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,keras-team/keras,https://github.com/keras-team/keras,keras-team,Python,64076,deep-learning,1105.31,1197.6,92.28,150,QueryCoverage excluded from Score (recommended).,True,0.5,0,1,0.8434,1,1,1,Topic+Lang+Subdomain,"{""Topic"":450.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":147.6,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":92.28,""ScoreBase"":1197.6,""ScoreFinal"":1105.31}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | pytorch language:Python stars:>=50 | topic:deep-learning stars:>=100,Deep Learning for humans,1,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,stanfordnlp,Python,7795,deep-learning,1038.99,1097.35,58.36,50,QueryCoverage excluded from Score (recommended).,True,0.4167,0,1,0.6992,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":375.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":122.35,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":58.36,""ScoreBase"":1097.35,""ScoreFinal"":1038.99}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages",2,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,unit8co/darts,https://github.com/unit8co/darts,unit8co,Python,9379,deep-learning,1031.02,1089.38,58.36,50,QueryCoverage excluded from Score (recommended).,True,0.4,0,1,0.7393,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":360.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":129.38,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":58.36,""ScoreBase"":1089.38,""ScoreFinal"":1031.02}",Score>=MinimumScore,topic:data-science language:Python stars:>=50,A python library for user-friendly forecasting and anomaly detection on time series.,3,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,kornia/kornia,https://github.com/kornia/kornia,kornia,Python,11210,deep-learning,1029.89,1082.31,52.42,50,QueryCoverage excluded from Score (recommended).,True,0.3846,0,1,0.7781,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":346.15,""Lexical"":0.0,""Lang"":250.0,""Stars"":136.16,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.42,""ScoreBase"":1082.31,""ScoreFinal"":1029.89}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,🐍 Geometric Computer Vision Library for Spatial AI,4,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,streamlit/streamlit,https://github.com/streamlit/streamlit,streamlit,Python,44665,deep-learning,996.3,1088.58,92.28,100,QueryCoverage excluded from Score (recommended).,True,0.3636,0,1,0.9218,1,1,0.6667,Topic+Lang+Subdomain,"{""Topic"":327.27,""Lexical"":0.0,""Lang"":250.0,""Stars"":161.31,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":92.28,""ScoreBase"":1088.58,""ScoreFinal"":996.3}",Score>=MinimumScore,topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,Streamlit — A faster way to build and share data apps.,5,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,google-deepmind,Python,9918,deep-learning,979.08,1031.51,52.42,50,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.7515,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":131.51,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.42,""ScoreBase"":1031.51,""ScoreFinal"":979.08}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,TensorFlow-based neural network library,6,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,explosion/spaCy,https://github.com/explosion/spaCy,explosion,Python,33594,deep-learning,977.99,1072.14,94.15,150,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.9836,1,1,1,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":172.14,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":94.15,""ScoreBase"":1072.14,""ScoreFinal"":977.99}",Score>=MinimumScore,topic:ai language:Python stars:>=50 | topic:artificial-intelligence language:Python stars:>=50 | topic:data-science language:Python stars:>=50 | topic:deep-learning stars:>=100,💫 Industrial-strength Natural Language Processing (NLP) in Python,7,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,onnx/onnx,https://github.com/onnx/onnx,onnx,Python,20861,deep-learning,973.8,1059.76,85.96,100,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.9129,1,1,0.6667,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":159.76,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":85.96,""ScoreBase"":1059.76,""ScoreFinal"":973.8}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50 | pytorch language:Python stars:>=50,Open standard for machine learning interoperability,8,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,recommenders-team,Python,21712,deep-learning,973.07,1061.28,88.21,100,QueryCoverage excluded from Score (recommended).,True,0.3333,0,1,0.9216,1,1,0.6667,Topic+Lang+Subdomain,"{""Topic"":300.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":161.28,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":88.21,""ScoreBase"":1061.28,""ScoreFinal"":973.07}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50 | topic:data-science language:Python stars:>=50,Best Practices on Recommendation Systems,9,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,lucidrains/denoising-diffusion-pytorch,https://github.com/lucidrains/denoising-diffusion-pytorch,lucidrains,Python,10563,deep-learning,968.14,1020.57,52.42,50,QueryCoverage excluded from Score (recommended).,True,0.2222,0.1333,1,0.7651,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":200.0,""Lexical"":86.67,""Lang"":250.0,""Stars"":133.9,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":52.42,""ScoreBase"":1020.57,""ScoreFinal"":968.14}",Score>=MinimumScore,topic:artificial-intelligence language:Python stars:>=50,Implementation of Denoising Diffusion Probabilistic Model in Pytorch,10,Lightning-AI-pytorch-lightning,Lightning-AI/pytorch-lightning,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,ValueCell-ai/valuecell,https://github.com/ValueCell-ai/valuecell,ValueCell-ai,Python,10691,reinforcement,929.76,929.76,0,100,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0.5986,1,1,0.6667,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.76,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":929.76,""ScoreFinal"":929.76}",Score>=MinimumScore,topic:crypto language:Python stars:>=50 | financial language:Python stars:>=50,"ValueCell is a community-driven, multi-agent platform for financial applications.",1,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,brokermr810/QuantDinger,https://github.com/brokermr810/QuantDinger,brokermr810,Python,6132,reinforcement,844.35,844.35,0,50,QueryCoverage excluded from Score (recommended).,True,0.1786,0,1,0.4779,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":160.71,""Lexical"":0.0,""Lang"":250.0,""Stars"":83.64,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":844.35,""ScoreFinal"":844.35}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,"AI quantitative trading platform for crypto, stocks, and forex with backtesting, live trading, market data, and multi-agent research.vibe-trading ,trading-agents,ai-trader,ai-trading",2,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,quantsbin/Quantsbin,https://github.com/quantsbin/Quantsbin,quantsbin,Python,629,reinforcement,825,825,0,50,QueryCoverage excluded from Score (recommended).,True,0.25,0,1,0,1,1,0.3333,Lang+Topic+Subdomain,"{""Topic"":225.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":825.0,""ScoreFinal"":825.0}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Quantitative Finance tools,3,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,agno-agi/agno,https://github.com/agno-agi/agno,agno-agi,Python,40280,reinforcement,799.93,867.66,67.73,50,QueryCoverage excluded from Score (recommended).,True,0.125,0,1,0.8866,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":112.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":155.16,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":67.73,""ScoreBase"":867.66,""ScoreFinal"":799.93}",Score>=MinimumScore,topic:ai language:Python stars:>=50,"Build, run, and manage agent platforms.",4,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,langchain-ai/deepagents,https://github.com/langchain-ai/deepagents,langchain-ai,Python,23152,reinforcement,772.27,840,67.73,50,QueryCoverage excluded from Score (recommended).,True,0.1176,0,1,0.7664,1,1,0.3333,Lang+Subdomain+Stars,"{""Topic"":105.88,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.12,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":67.73,""ScoreBase"":840.0,""ScoreFinal"":772.27}",Score>=MinimumScore,topic:ai language:Python stars:>=50,The batteries-included agent harness.,5,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Michalos88/Quant-Projects,https://github.com/Michalos88/Quant-Projects,Michalos88,Python,72,reinforcement,768.75,768.75,0,50,QueryCoverage excluded from Score (recommended).,True,0.1875,0,1,0,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":168.75,""Lexical"":0.0,""Lang"":250.0,""Stars"":0.0,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":768.75,""ScoreFinal"":768.75}",Score>=MinimumScore,topic:derivatives language:Python stars:>=50,Implementations of Leading Algorithms in Quantitative Finance ,6,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,binance/binance-skills-hub,https://github.com/binance/binance-skills-hub,binance,Python,854,reinforcement,728.76,728.76,0,50,QueryCoverage excluded from Score (recommended).,True,0.1333,0,1,0.0501,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":120.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":8.76,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":728.76,""ScoreFinal"":728.76}",Score>=MinimumScore,topic:crypto language:Python stars:>=50,Binance Skills Hub is an open skills marketplace that gives AI agents native access to crypto,7,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,cuemacro,Python,3761,reinforcement,725.06,725.06,0,50,QueryCoverage excluded from Score (recommended).,True,0.0667,0,1,0.3718,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":60.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":65.06,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":725.06,""ScoreFinal"":725.06}",Score>=MinimumScore,financial language:Python stars:>=50,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians),8,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,openai/baselines,https://github.com/openai/baselines,openai,Python,16716,reinforcement,721.74,721.74,0,50,QueryCoverage excluded from Score (recommended).,True,0,0,1,0.6957,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":0.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":121.74,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":721.74,""ScoreFinal"":721.74}",Score>=MinimumScore,reinforcement learning stars:>=100,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,9,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,tylerebowers/Schwabdev,https://github.com/tylerebowers/Schwabdev,tylerebowers,Python,782,reinforcement,713.42,713.42,0,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.031,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":5.42,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":713.42,""ScoreFinal"":713.42}",Score>=MinimumScore,financial language:Python stars:>=50,An easy and lightweight wrapper for using the Charles Schwab API.,10,OpenBB-finance-OpenBB,OpenBB-finance/OpenBB,30_Matches
apache/airflow,https://github.com/apache/airflow,dagster-io/dagster,https://github.com/dagster-io/dagster,dagster-io,Python,15550,mlops,1078.98,1146.72,67.73,50,QueryCoverage excluded from Score (recommended).,True,0.4583,0,1,0.7669,1,1,0.3333,Topic+Lang+Subdomain,"{""Topic"":412.5,""Lexical"":0.0,""Lang"":250.0,""Stars"":134.22,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":67.73,""ScoreBase"":1146.72,""ScoreFinal"":1078.98}",Score>=MinimumScore,topic:mlops stars:>=100,"An orchestration platform for the development, production, and observation of data assets.",1,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,Avaiga/taipy,https://github.com/Avaiga/taipy,Avaiga,Python,19221,mlops,888.02,933.18,45.15,50,QueryCoverage excluded from Score (recommended).,True,0.2121,0,1,0.813,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":190.91,""Lexical"":0.0,""Lang"":250.0,""Stars"":142.27,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":45.15,""ScoreBase"":933.18,""ScoreFinal"":888.02}",Score>=MinimumScore,topic:mlops stars:>=100,Turns Data and AI algorithms into production-ready web applications in no time.,2,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,feast-dev/feast,https://github.com/feast-dev/feast,feast-dev,Python,7048,mlops,884.15,884.15,0,50,QueryCoverage excluded from Score (recommended).,True,0.2,0,1,0.5951,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":180.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":104.15,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":884.15,""ScoreFinal"":884.15}",Score>=MinimumScore,topic:mlops stars:>=100,The Open Source Feature Store for AI/ML,3,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,kedro-org/kedro,https://github.com/kedro-org/kedro,kedro-org,Python,10867,mlops,792.82,828.6,35.78,50,QueryCoverage excluded from Score (recommended).,True,0.12,0,1,0.6891,1,1,0.3333,Lang+Subdomain+Recency,"{""Topic"":108.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":120.6,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":35.78,""ScoreBase"":828.6,""ScoreFinal"":792.82}",Score>=MinimumScore,topic:mlops stars:>=100,"Kedro is a toolbox for production-ready data science. It uses software engineering best practices to help you create data engineering and data science pipelines that are reproducible, maintainable, and modular.",4,apache-airflow,apache/airflow,30_Matches
apache/airflow,https://github.com/apache/airflow,abhishek-ch/around-dataengineering,https://github.com/abhishek-ch/around-dataengineering,abhishek-ch,Python,1144,mlops,785.08,785.08,0,50,QueryCoverage excluded from Score (recommended).,True,0.1667,0,1,0.2005,1,1,0.3333,Lang+Subdomain+Topic,"{""Topic"":150.0,""Lexical"":0.0,""Lang"":250.0,""Stars"":35.08,""Recency"":125.0,""Subdomain"":225.0,""Retrieval"":0.0,""PenaltyCrossAnchorFreq"":0.0,""ScoreBase"":785.08,""ScoreFinal"":785.08}",Score>=MinimumScore,topic:airflow language:Python stars:>=50,A Data Engineering & Machine Learning Knowledge Hub,5,apache-airflow,apache/airflow,30_Matches
